date,id,charter_type,name_legal,name,org_type,fed_district_code,city,country,state,fed_regulator2,lei,parent_id
20171231.0,4231.0,200.0,FARMERS AND MERCHANTS BANK,FARMERS & MRCH BK,1.0,6.0,SYLVANIA,UNITED STATES,GA,FDIC,0,1863239.0
20171231.0,4512.0,0.0,NEW YORK BRANCH,CREDIT SUISSE NY BR,0.0,0.0,NEW YORK,UNITED STATES,NY,FRS,0,4512.0
20171231.0,4839.0,200.0,ABC BANK,ABC BK,1.0,7.0,CHICAGO,UNITED STATES,IL,FDIC,0,1143641.0
20171231.0,5069.0,200.0,FIRST CREDIT BANK,FIRST CR BK,1.0,12.0,WEST HOLLYWOOD,UNITED STATES,CA,FDIC,0,5069.0
20171231.0,5135.0,200.0,FIRST STATE BANK OF BLAKELY,FIRST ST BK OF BLAKELY,1.0,6.0,BLAKELY,UNITED STATES,GA,FDIC,0,1139840.0
20171231.0,5210.0,200.0,ACNB BANK,ACNB BK,1.0,3.0,GETTYSBURG,UNITED STATES,PA,FDIC,0,1117464.0
20171231.0,5461.0,200.0,BAC COMMUNITY BANK,BAC CMNTY BK,1.0,12.0,STOCKTON,UNITED STATES,CA,FDIC,0,3033746.0
20171231.0,5751.0,200.0,KEARNY COUNTY BANK,KEARNY CTY BK,1.0,10.0,LAKIN,UNITED STATES,KS,FDIC,0,1061594.0
20171231.0,6039.0,200.0,PINELAND BANK,PINELAND BK,1.0,6.0,ALMA,UNITED STATES,GA,FDIC,0,1081622.0
20171231.0,6141.0,200.0,TALLAHATCHIE COUNTY BANK,TALLAHATCHIE COUNTY BK,1.0,8.0,CHARLESTON,UNITED STATES,MS,FDIC,0,1099775.0
20171231.0,6329.0,200.0,ANDERSON BROTHERS BANK,ANDERSON BROS BK,1.0,5.0,MULLINS,UNITED STATES,SC,FDIC,549300M4GZM7GG3EIV16,1138197.0
20171231.0,7009.0,200.0,BESSEMER TRUST COMPANY,BESSEMER TC,1.0,2.0,WOODBRIDGE,UNITED STATES,NJ,FDIC,549300NEQHXUX4MZIH22,1246159.0
20171231.0,7045.0,200.0,"PEOPLES BANK, THE",PEOPLES BK,1.0,8.0,BROWNSTOWN,UNITED STATES,IN,FDIC,0,1130409.0
20171231.0,7072.0,310.0,WALLKILL VALLEY FEDERAL SAVINGS AND LOAN ASSOCIATION,WALLKILL VALLEY FS&LA,1.0,2.0,WALLKILL,UNITED STATES,NY,OCC,549300BDZCCADL2HG292,5117592.0
20171231.0,7456.0,200.0,BANK OF HARTINGTON,BANK OF HARTINGTON,1.0,10.0,HARTINGTON,UNITED STATES,NE,FRS,0,1063301.0
20171231.0,7634.0,200.0,"FOUR COUNTY BANK, THE",FOUR CTY BK,1.0,6.0,ALLENTOWN,UNITED STATES,GA,FDIC,0,1416457.0
