date,id,charter_type,name_legal,name,org_type,fed_district_code,city,country,state,fed_regulator2,lei,parent_id
20171231.0,401559.0,200.0,DNB NATIONAL BANK,DNB NB,1.0,9.0,CLEAR LAKE,UNITED STATES,SD,OCC,0,2359962.0
20171231.0,401755.0,200.0,"BANK OF THE WEST, THE",BANK OF THE WEST,1.0,10.0,THOMAS,UNITED STATES,OK,FDIC,0,1993547.0
20171231.0,401906.0,300.0,SKOWHEGAN SAVINGS BANK,SKOWHEGAN SVG BK,6.0,1.0,SKOWHEGAN,UNITED STATES,ME,FDIC,0,401906.0
20171231.0,401951.0,200.0,STATE BANK OF CEYLON,STATE BK OF CEYLON,1.0,9.0,CEYLON,UNITED STATES,MN,FDIC,0,1127173.0
20171231.0,402462.0,200.0,FIRST BANK & TRUST,FIRST B&T,1.0,11.0,SEYMOUR,UNITED STATES,TX,FRS,0,1104307.0
20171231.0,402846.0,200.0,POCAHONTAS STATE BANK,POCAHONTAS ST BK,1.0,7.0,POCAHONTAS,UNITED STATES,IA,FDIC,0,1133615.0
20171231.0,402873.0,310.0,"VERSAILLES SAVINGS AND LOAN COMPANY, THE",VERSAILLES S&LC,1.0,4.0,VERSAILLES,UNITED STATES,OH,FDIC,0,4151544.0
20171231.0,403067.0,200.0,TRANS PACIFIC NATIONAL BANK,TRANS PACIFIC NB,1.0,12.0,SAN FRANCISCO,UNITED STATES,CA,OCC,0,1031515.0
20171231.0,403106.0,200.0,SUSSEX BANK,SUSSEX BK,1.0,2.0,ROCKAWAY,UNITED STATES,NJ,FDIC,5493007GLUE4MCZ06K91,2461463.0
20171231.0,403151.0,200.0,CORNERSTONE BANK,CORNERSTONE BK,1.0,10.0,YORK,UNITED STATES,NE,FRS,549300MNVXT92RBYBF93,1050646.0
20171231.0,403179.0,300.0,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF PORT ANGELES,FIRST FS&LA,1.0,12.0,PORT ANGELES,UNITED STATES,WA,FDIC,549300XW2H531FLD3I90,4438366.0
20171231.0,403254.0,200.0,COLORADO NATIONAL BANK,COLORADO NB,1.0,10.0,PALISADE,UNITED STATES,CO,OCC,0,3997848.0
20171231.0,403357.0,200.0,FIRST STATE BANK OF CLEARBROOK,FIRST ST BK OF CLEARBROOK,1.0,9.0,CLEARBROOK,UNITED STATES,MN,FDIC,0,2238544.0
20171231.0,403656.0,200.0,STATE BANK OF EAGLE BUTTE,STATE BK OF EAGLE BUTTE,1.0,9.0,EAGLE BUTTE,UNITED STATES,SD,FDIC,0,403656.0
20171231.0,403870.0,310.0,IROQUOIS FEDERAL SAVINGS AND LOAN ASSOCIATION,IROQUOIS FS&LA,1.0,7.0,WATSEKA,UNITED STATES,IL,OCC,54930084WKZ9NTQ0QS94,4299316.0
20171231.0,403946.0,200.0,"PARK BANK, THE",PARK BK,1.0,7.0,MADISON,UNITED STATES,WI,FDIC,YQI2CPR3Z44KAR0HG822,1209716.0
20171231.0,404653.0,200.0,GRAPELAND STATE BANK,GRAPELAND ST BK,1.0,11.0,GRAPELAND,UNITED STATES,TX,FDIC,0,404653.0
20171231.0,404943.0,200.0,TRI-VALLEY BANK,TRI-VALLEY BK,1.0,7.0,RANDOLPH,UNITED STATES,IA,FDIC,0,404943.0
20171231.0,406022.0,200.0,WOODSBORO BANK,WOODSBORO BK,1.0,5.0,WOODSBORO,UNITED STATES,MD,FDIC,0,406022.0
20171231.0,406059.0,200.0,"NATIONAL BANK OF TEXAS AT FORT WORTH, THE",NATIONAL BK OF TX,1.0,11.0,FORT WORTH,UNITED STATES,TX,OCC,0,1133026.0
20171231.0,406666.0,200.0,WEST TEXAS STATE BANK,WEST TX ST BK,1.0,11.0,SNYDER,UNITED STATES,TX,FDIC,0,2692548.0
20171231.0,406778.0,300.0,SECURITY FEDERAL BANK,SECURITY FED BK,1.0,6.0,ELIZABETHTON,UNITED STATES,TN,FDIC,0,3681307.0
20171231.0,406974.0,200.0,BRIGHTON BANK,BRIGHTON BK,1.0,12.0,SALT LAKE CITY,UNITED STATES,UT,FDIC,0,1027947.0
20171231.0,407168.0,200.0,FIRST STATE BANK,FIRST ST BK,1.0,11.0,SPEARMAN,UNITED STATES,TX,FDIC,0,1417137.0
20171231.0,407506.0,300.0,ION BANK,ION BK,1.0,1.0,NAUGATUCK,UNITED STATES,CT,FDIC,5493004D0Z2WQR26VL57,3912766.0
20171231.0,407645.0,200.0,"STILLMAN BANCCORP, N.A.",STILLMAN BANCCORP NA,1.0,7.0,STILLMAN VALLEY,UNITED STATES,IL,OCC,2549006L3U88MNTL7K26,1210646.0
20171231.0,407850.0,200.0,FARMERS STATE BANK,FARMERS ST BK,1.0,9.0,HOSMER,UNITED STATES,SD,FDIC,0,3068636.0
20171231.0,408307.0,300.0,ATHOL SAVINGS BANK,ATHOL SVG BK,6.0,1.0,ATHOL,UNITED STATES,MA,FDIC,0,408307.0
20171231.0,408642.0,200.0,BANKERS' BANK,BANKERS BK,1.0,7.0,MADISON,UNITED STATES,WI,FRS,549300EES32R2VOEK894,1209958.0
20171231.0,408875.0,200.0,"AXIOM BANK, NATIONAL ASSOCIATION",AXIOM BK NA,1.0,6.0,MAITLAND,UNITED STATES,FL,OCC,0,3837962.0
20171231.0,409265.0,200.0,SPUR SECURITY BANK,SPUR SECURITY BK,1.0,11.0,SPUR,UNITED STATES,TX,FDIC,0,1102554.0
20171231.0,410159.0,200.0,ANDES STATE BANK,ANDES ST BK,1.0,9.0,LAKE ANDES,UNITED STATES,SD,FDIC,0,1245246.0
20171231.0,410560.0,200.0,FIRST STATE BANK,FIRST ST BK,1.0,11.0,STRATFORD,UNITED STATES,TX,FDIC,0,1138160.0
20171231.0,410748.0,200.0,BANK OF O'FALLON,BANK OF O'FALLON,1.0,8.0,O'FALLON,UNITED STATES,IL,FDIC,0,3176661.0
20171231.0,410917.0,200.0,"CITIZENS NATIONAL BANK OF SOMERSET, THE",CITIZENS NB OF SOMERSET,1.0,4.0,SOMERSET,UNITED STATES,KY,OCC,549300JCW11CIGH8GJ60,1070484.0
20171231.0,410944.0,200.0,CITIZENS BANK,CITIZENS BK,1.0,7.0,SAC CITY,UNITED STATES,IA,FDIC,0,1203835.0
20171231.0,411062.0,200.0,"FIRST NATIONAL BANK OF STERLING CITY, THE",FIRST NB,1.0,11.0,STERLING CITY,UNITED STATES,TX,OCC,0,2940810.0
20171231.0,411174.0,310.0,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,FIRST FS&LA,6.0,4.0,MOREHEAD,UNITED STATES,KY,OCC,0,411174.0
20171231.0,411231.0,200.0,BRANTLEY BANK & TRUST COMPANY,BRANTLEY B&TC,1.0,6.0,BRANTLEY,UNITED STATES,AL,FDIC,0,1084025.0
20171231.0,411240.0,200.0,"OLD EXCHANGE NATIONAL BANK OF OKAWVILLE, THE",OLD EXCHANGE NB,1.0,8.0,OKAWVILLE,UNITED STATES,IL,OCC,0,1248377.0
20171231.0,411473.0,300.0,"SEVERN SAVINGS BANK, FSB",SEVERN SVGS BK FSB,1.0,5.0,ANNAPOLIS,UNITED STATES,MD,OCC,549300BSREUOP0WE2207,3831465.0
20171231.0,411512.0,200.0,CENTRIC BANK,CENTRIC BK,1.0,3.0,HARRISBURG,UNITED STATES,PA,FDIC,0,1144086.0
20171231.0,411549.0,200.0,TABLE GROVE STATE BANK,TABLE GROVE ST BK,1.0,7.0,TABLE GROVE,UNITED STATES,IL,FDIC,0,3685220.0
20171231.0,411576.0,300.0,MAYVILLE SAVINGS BANK,MAYVILLE SVG BK,6.0,7.0,MAYVILLE,UNITED STATES,WI,FDIC,0,411576.0
20171231.0,411624.0,200.0,SOMERVILLE BANK,SOMERVILLE BK,1.0,4.0,SOMERVILLE,UNITED STATES,OH,FDIC,549300FHRL270LZY2I23,411624.0
20171231.0,411651.0,200.0,"FARMERS AND MERCHANTS STATE BANK, BLOOMFIELD, NEBRASKA",FARMERS & MRCH ST BK BLOOMFIEL,1.0,10.0,BLOOMFIELD,UNITED STATES,NE,FDIC,0,2911931.0
20171231.0,412153.0,200.0,NEBRASKA STATE BANK AND TRUST COMPANY,NEBRASKA ST B&TC,1.0,10.0,BROKEN BOW,UNITED STATES,NE,FDIC,0,1051072.0
20171231.0,412452.0,200.0,COMMUNITY BANK OF OKLAHOMA,COMMUNITY BK OF OK,1.0,10.0,VERDEN,UNITED STATES,OK,FDIC,0,412452.0
20171231.0,412555.0,200.0,SJN BANK OF KANSAS,SJN BK OF KS,1.0,10.0,SAINT JOHN,UNITED STATES,KS,FDIC,0,2796857.0
20171231.0,412667.0,200.0,SUNDOWN STATE BANK,SUNDOWN ST BK,1.0,11.0,SUNDOWN,UNITED STATES,TX,FDIC,0,1104389.0
20171231.0,412751.0,200.0,WOODFOREST NATIONAL BANK,WOODFOREST NB,1.0,11.0,THE WOODLANDS,UNITED STATES,TX,OCC,549300RX3OHHKBC2EQ32,1137770.0
20171231.0,412845.0,200.0,FIRST NATIONAL BANK IN OLNEY,FIRST NB IN OLNEY,1.0,8.0,OLNEY,UNITED STATES,IL,OCC,0,2267937.0
20171231.0,412872.0,300.0,FARMERS AND MECHANICS FEDERAL SAVINGS BANK,FARMERS AND MECHANICS FSB,6.0,8.0,BLOOMFIELD,UNITED STATES,IN,FDIC,0,412872.0
20171231.0,413141.0,200.0,FIRST NATIONAL BANK OF AMERICA,FIRST NB AMER,1.0,7.0,EAST LANSING,UNITED STATES,MI,OCC,254900WTZC5SSKIN2M11,1206313.0
20171231.0,413208.0,200.0,"HSBC BANK USA, NATIONAL ASSOCIATION",HSBC BK USA NA,1.0,2.0,MC LEAN,UNITED STATES,VA,OCC,1IE8VN30JCEQV1H4R804,3232316.0
20171231.0,413347.0,200.0,FIRST STATE BANK OF OLMSTED,FIRST ST BK OF OLMSTED,1.0,8.0,OLMSTED,UNITED STATES,IL,FDIC,0,2705091.0
20171231.0,413543.0,200.0,CITIZENS STATE BANK,CITIZENS ST BK,1.0,7.0,SHELDON,UNITED STATES,IA,FDIC,0,1969485.0
20171231.0,413646.0,200.0,"FIRST NEIGHBOR BANK, NATIONAL ASSOCIATION",FIRST NEIGH BK NA,1.0,7.0,TOLEDO,UNITED STATES,IL,OCC,0,1881934.0
20171231.0,413673.0,200.0,F&M BANK AND TRUST COMPANY,F&M B&TC,1.0,8.0,HANNIBAL,UNITED STATES,MO,FRS,0,2737823.0
20171231.0,413758.0,200.0,BRUNSWICK STATE BANK,BRUNSWICK ST BK,1.0,10.0,BRUNSWICK,UNITED STATES,NE,FDIC,0,3612244.0
20171231.0,413851.0,200.0,MENNO STATE BANK,MENNO ST BK,1.0,9.0,MENNO,UNITED STATES,SD,FDIC,0,1126831.0
20171231.0,414102.0,200.0,ALDEN STATE BANK,ALDEN ST BK,1.0,2.0,ALDEN,UNITED STATES,NY,FRS,0,414102.0
20171231.0,414652.0,200.0,"FIRST NATIONAL BANK OF SCOTT CITY, THE",FIRST NB OF SCOTT CITY,1.0,10.0,SCOTT CITY,UNITED STATES,KS,OCC,0,1066937.0
20171231.0,414764.0,200.0,TEXAS BANK,TEXAS BK,1.0,11.0,HENDERSON,UNITED STATES,TX,FDIC,549300W6OBJ6KNM5Y833,3385511.0
20171231.0,414858.0,200.0,"INCOMMONS BANK, NATIONAL ASSOCIATION",INCOMMONS BK NA,1.0,11.0,MEXIA,UNITED STATES,TX,OCC,549300GXMSA3UUO46130,2227481.0
20171231.0,415770.0,300.0,TEMPO BANK,TEMPO BK,1.0,8.0,TRENTON,UNITED STATES,IL,OCC,0,4585916.0
20171231.0,415855.0,200.0,COMMERCIAL STATE BANK,COMMERCIAL ST BK,1.0,10.0,CEDAR BLUFFS,UNITED STATES,NE,FDIC,0,415855.0
20171231.0,416245.0,200.0,BUSEY BANK,BUSEY BK,1.0,7.0,CHAMPAIGN,UNITED STATES,IL,FDIC,549300O7SGM8FH65GQ47,1203602.0
20171231.0,416272.0,300.0,"ABBEVILLE FIRST BANK, SSB",ABBEVILLE FIRST BK SSB,6.0,5.0,ABBEVILLE,UNITED STATES,SC,FDIC,0,416272.0
20171231.0,416339.0,200.0,FIRST SECURITY BANK,FIRST SCTY BK,1.0,7.0,MACKINAW,UNITED STATES,IL,FDIC,0,1417539.0
20171231.0,416357.0,200.0,CHAMBERS STATE BANK,CHAMBERS ST BK,1.0,10.0,CHAMBERS,UNITED STATES,NE,FDIC,0,1056125.0
20171231.0,416656.0,200.0,"WELCH STATE BANK OF WELCH, OKLA.",WELCH ST BK,1.0,10.0,WELCH,UNITED STATES,OK,FDIC,549300EP2GQC0MFEYG36,1061660.0
20171231.0,416674.0,300.0,"KS BANK, INC.",KS BK,1.0,5.0,SMITHFIELD,UNITED STATES,NC,FDIC,254900PW5EE7M05BEZ97,2155276.0
20171231.0,416973.0,310.0,BRAINERD SAVINGS & LOAN FEDERAL ASSOCIATION,BRAINERD S&LA FA,6.0,9.0,BRAINERD,UNITED STATES,MN,OCC,0,416973.0
20171231.0,417626.0,200.0,PUTNAM COUNTY BANK,PUTNAM CTY BK,1.0,5.0,HURRICANE,UNITED STATES,WV,FRS,254900SRX8H2BWRMDQ91,1139804.0
20171231.0,417710.0,200.0,"PINNACLE BANK, INC",PINNACLE BK,1.0,4.0,VANCEBURG,UNITED STATES,KY,FDIC,0,417710.0
20171231.0,418100.0,300.0,SEAMENS BANK,SEAMENS BK,6.0,1.0,PROVINCETOWN,UNITED STATES,MA,FDIC,0,418100.0
20171231.0,418249.0,200.0,"THE SECURITY NATIONAL BANK OF SIOUX CITY, IOWA",SECURITY NB OF SIOUX CITY IA,1.0,7.0,SIOUX CITY,UNITED STATES,IA,OCC,5493003QPO86QUI9FJ04,1200348.0
20171231.0,418436.0,200.0,PEOPLES BANK OF MACON,PEOPLES BK MACON,1.0,7.0,MACON,UNITED STATES,IL,FDIC,0,418436.0
20171231.0,418856.0,200.0,"STATE BANK OF SPRING HILL, THE",STATE BK OF SPRING HILL,1.0,10.0,SPRING HILL,UNITED STATES,KS,FDIC,0,1051063.0
20171231.0,419134.0,0.0,BANCO PICHINCHA MIAMI AGENCY,BANCO PICHINCHA CA MIAMI AGY,0.0,0.0,MIAMI,UNITED STATES,FL,FRS,0,419134.0
20171231.0,419255.0,200.0,1ST BANK & TRUST,FIRST B&TC,1.0,10.0,BROKEN BOW,UNITED STATES,OK,FRS,0,1055780.0
20171231.0,419406.0,300.0,BANGOR SAVINGS BANK,BANGOR SVG BK,6.0,1.0,BANGOR,UNITED STATES,ME,FDIC,549300JEBULFT3BSU682,3547999.0
20171231.0,419460.0,200.0,"FIRST NATIONAL BANK OF TRENTON, THE",FIRST NB OF TRENTON,1.0,11.0,TRENTON,UNITED STATES,TX,OCC,0,5085972.0
20171231.0,419675.0,200.0,FIRST BANK RICHMOND,FIRST BK RICHMOND,1.0,7.0,RICHMOND,UNITED STATES,IN,FDIC,549300Y0F8X17ADZK505,2624398.0
20171231.0,419947.0,200.0,"HILL-DODGE BANKING COMPANY, THE",HILL-DODGE BKG CO,1.0,7.0,WARSAW,UNITED STATES,IL,FDIC,0,1492527.0
20171231.0,420578.0,300.0,SAINT LANDRY HOMESTEAD FEDERAL SAVINGS BANK,SAINT LANDRY HMSTD FSB,6.0,6.0,OPELOUSAS,UNITED STATES,LA,OCC,0,420578.0
20171231.0,420644.0,200.0,"PEOPLES COMMUNITY BANK, THE",PEOPLES CMNTY BK,1.0,7.0,MAZOMANIE,UNITED STATES,WI,FDIC,549300HWFLUA8V78OT27,2516998.0
20171231.0,420653.0,200.0,"VALLEY STATE BANK, THE",VALLEY ST BK,1.0,10.0,SYRACUSE,UNITED STATES,KS,FRS,0,1057186.0
20171231.0,420877.0,200.0,FIRST FIDELITY BANK,FIRST FIDELITY BK,1.0,6.0,FORT PAYNE,UNITED STATES,AL,FDIC,0,3814655.0
20171231.0,421445.0,200.0,"FIRST NATIONAL BANK OF RAYMOND, THE",FIRST NB OF RAYMOND,1.0,8.0,RAYMOND,UNITED STATES,IL,OCC,549300ZK7EAZ7CRGCU94,1131303.0
20171231.0,421539.0,200.0,FIRST PEOPLES BANK OF TENNESSEE,FIRST PEOPLES BK OF TN,1.0,6.0,JEFFERSON CITY,UNITED STATES,TN,FDIC,0,4166397.0
20171231.0,422059.0,200.0,KANSASLAND BANK,KANSASLAND BK,1.0,10.0,QUINTER,UNITED STATES,KS,FDIC,0,3407990.0
20171231.0,422116.0,200.0,"BANK OF THE MOUNTAINS, INC.",BANK OF THE MNT,1.0,4.0,WEST LIBERTY,UNITED STATES,KY,FDIC,0,1071249.0
20171231.0,422433.0,200.0,FIRST GUARANTY BANK,FIRST GUARANTY BK,1.0,6.0,HAMMOND,UNITED STATES,LA,FDIC,0,3589560.0
20171231.0,422657.0,200.0,SECURITY FIRST NATIONAL BANK OF HUGO,SECURITY FIRST NB OF HUGO,1.0,10.0,HUGO,UNITED STATES,OK,OCC,0,2411619.0
20171231.0,423038.0,0.0,"BANCO INTERNATIONAL DE COSTA RICA, S.A. MIAMI - AGENCY",BANCO INTERNACIONAL DE MIA AGY,0.0,0.0,CORAL GABLES,UNITED STATES,FL,FRS,0,423038.0
20171231.0,423159.0,200.0,MCCURTAIN COUNTY NATIONAL BANK,MCCURTAIN CTY NB,1.0,10.0,BROKEN BOW,UNITED STATES,OK,OCC,0,2642196.0
20171231.0,423449.0,200.0,"FARMERS BANK, FRANKFORT, INDIANA, THE",FARMERS BK FRANKFORT IN,1.0,7.0,FRANKFORT,UNITED STATES,IN,FDIC,549300VIKSC6B00SLF36,1209538.0
20171231.0,423458.0,200.0,SOUTHWEST BANK,SOUTHWEST BK,1.0,11.0,FORT WORTH,UNITED STATES,TX,FRS,MWOHLJHB72MKNNDQ3H72,1094828.0
20171231.0,423636.0,200.0,UBANK,UBANK,1.0,6.0,JELLICO,UNITED STATES,TN,FDIC,0,423636.0
20171231.0,423739.0,200.0,MORRIS BANK,MORRIS BK,1.0,6.0,DUBLIN,UNITED STATES,GA,FDIC,0,1417212.0
20171231.0,423841.0,200.0,WENONA STATE BANK,WENONA ST BK,1.0,7.0,WENONA,UNITED STATES,IL,FDIC,0,1132412.0
20171231.0,424156.0,200.0,STOCKGROWERS STATE BANK,STOCKGROWERS ST BK,1.0,10.0,ASHLAND,UNITED STATES,KS,FDIC,0,1965366.0
20171231.0,424240.0,200.0,CITIZENS FIRST NATIONAL BANK,CITIZENS FIRST NB,1.0,7.0,STORM LAKE,UNITED STATES,IA,OCC,0,2511322.0
20171231.0,424352.0,200.0,ANAHUAC NATIONAL BANK,ANAHUAC NB,1.0,11.0,ANAHUAC,UNITED STATES,TX,OCC,549300D8R0TT11J41B47,2622116.0
20171231.0,424437.0,200.0,CAMPUS STATE BANK,CAMPUS ST BK,1.0,7.0,CAMPUS,UNITED STATES,IL,FDIC,0,424437.0
20171231.0,424633.0,200.0,WILCOX COUNTY STATE BANK,WILCOX CTY ST BK,1.0,6.0,ABBEVILLE,UNITED STATES,GA,FDIC,0,4896377.0
20171231.0,425050.0,200.0,"FARMERS AND MERCHANTS STATE BANK, THE",FARMERS & MERCHANTS ST BK,1.0,9.0,SCOTLAND,UNITED STATES,SD,FDIC,0,1127856.0
20171231.0,425108.0,300.0,RONDOUT SAVINGS BANK,RONDOUT SVG BK,6.0,2.0,KINGSTON,UNITED STATES,NY,FDIC,0,425108.0
20171231.0,425818.0,200.0,UNITED CUMBERLAND BANK,UNITED CUMBERLAND BK,1.0,4.0,WHITLEY CITY,UNITED STATES,KY,FDIC,0,1071342.0
20171231.0,425845.0,200.0,SECURITY STATE BANK,SECURITY ST BK,1.0,7.0,SUTHERLAND,UNITED STATES,IA,FDIC,0,1209172.0
20171231.0,425911.0,200.0,EPHRATA NATIONAL BANK,EPHRATA NB,1.0,3.0,EPHRATA,UNITED STATES,PA,OCC,0,3695957.0
20171231.0,426057.0,200.0,SPECTRA BANK,SPECTRA BK,1.0,11.0,FORT WORTH,UNITED STATES,TX,FDIC,0,3391679.0
20171231.0,426141.0,200.0,FIRST STATE BANK OF ST. PETER,FIRST ST BK,1.0,8.0,SAINT PETER,UNITED STATES,IL,FRS,0,2294634.0
20171231.0,426534.0,200.0,HEARTLAND BANK & TRUST COMPANY,HEARTLAND B&TC,1.0,7.0,BLOOMINGTON,UNITED STATES,IL,FDIC,EFBDHEMMHTWI378O4988,1208120.0
20171231.0,426758.0,200.0,"BANK OF SALEM, THE",BANK OF SALEM,1.0,8.0,SALEM,UNITED STATES,MO,FDIC,0,2234939.0
20171231.0,426945.0,200.0,BANK OF MILTON,BANK OF MILTON,1.0,7.0,MILTON,UNITED STATES,WI,FDIC,254900FYMABY3EPG2K50,2342722.0
20171231.0,427241.0,200.0,"FRIENDSHIP STATE BANK, THE",FRIENDSHIP ST BK,1.0,7.0,FRIENDSHIP,UNITED STATES,IN,FRS,254900803AYZRNV49618,1401154.0
20171231.0,427353.0,200.0,"FIRSTAR BANK, NATIONAL ASSOCIATION",FIRSTAR BK NA,1.0,10.0,SALLISAW,UNITED STATES,OK,OCC,0,3017915.0
20171231.0,427858.0,200.0,EVERGREEN NATIONAL BANK,EVERGREEN NB,1.0,10.0,EVERGREEN,UNITED STATES,CO,OCC,0,1129627.0
20171231.0,427960.0,200.0,TWIN RIVER BANK,TWIN RIVER BK,1.0,12.0,LEWISTON,UNITED STATES,ID,FDIC,0,2081722.0
20171231.0,428060.0,200.0,CENTRAL NATIONAL BANK,CENTRAL NB,1.0,11.0,WACO,UNITED STATES,TX,OCC,549300QJOGSPJ8EAX798,1106132.0
20171231.0,428462.0,200.0,IRELAND BANK,IRELAND BK,1.0,12.0,MALAD CITY,UNITED STATES,ID,FDIC,0,1248845.0
20171231.0,428471.0,300.0,KOPERNIK BANK,KOPERNIK BK,6.0,5.0,BALTIMORE,UNITED STATES,MD,FDIC,0,428471.0
20171231.0,428547.0,200.0,ST. CHARLES BANK & TRUST COMPANY,ST CHARLES B&TC,1.0,7.0,SAINT CHARLES,UNITED STATES,IL,FRS,549300UDBUNBNEKR8J69,2260406.0
20171231.0,428855.0,200.0,"SEYMOUR BANK, THE",SEYMOUR BK,1.0,8.0,SEYMOUR,UNITED STATES,MO,FDIC,0,1095245.0
20171231.0,429021.0,200.0,QUEENSTOWN BANK OF MARYLAND,QUEENSTOWN BK OF MD,1.0,5.0,QUEENSTOWN,UNITED STATES,MD,FDIC,549300MPX7PJGFD8HA09,2618614.0
20171231.0,429487.0,200.0,SOUND COMMUNITY BANK,SOUND CMNTY BK,1.0,12.0,SEATTLE,UNITED STATES,WA,FDIC,549300U8DCOOTG96YM89,3843646.0
20171231.0,430036.0,200.0,ROBERTSON BANKING COMPANY,ROBERTSON BKG CO,1.0,6.0,DEMOPOLIS,UNITED STATES,AL,FDIC,0,2526755.0
20171231.0,430054.0,200.0,MAIN BANK,MAIN BK,1.0,10.0,ALBUQUERQUE,UNITED STATES,NM,FDIC,0,3365296.0
20171231.0,430344.0,200.0,COMMUNITY BANK,COMMUNITY BK,1.0,7.0,WINSLOW,UNITED STATES,IL,FDIC,0,1975468.0
20171231.0,431172.0,200.0,PACIFIC PREMIER BANK,PACIFIC PREMIER BK,1.0,12.0,IRVINE,UNITED STATES,CA,FRS,549300NTH6N72ZZNX948,3489594.0
20171231.0,431323.0,200.0,"PEOPLES NATIONAL BANK, THE",PEOPLES NB,1.0,4.0,NEW LEXINGTON,UNITED STATES,OH,OCC,2549008L3Z5ZSC32UL43,2438399.0
20171231.0,431350.0,200.0,"BANK OF COMMERCE AND TRUST COMPANY, THE",BANK OF CMRC & TC,1.0,10.0,WELLINGTON,UNITED STATES,KS,FDIC,0,4419301.0
20171231.0,431846.0,200.0,FARMERS SAVINGS BANK,FARMERS SVG BK,1.0,7.0,VICTOR,UNITED STATES,IA,FDIC,0,1404753.0
20171231.0,431958.0,200.0,"ENLOE STATE BANK, THE",ENLOE ST BK,1.0,11.0,COOPER,UNITED STATES,TX,FDIC,0,1108994.0
20171231.0,432012.0,300.0,FIRST BANK OF LILLY,FIRST BK OF LILLY,1.0,3.0,LILLY,UNITED STATES,PA,FDIC,0,432012.0
20171231.0,432058.0,200.0,BRUSH COUNTRY BANK,BRUSH COUNTRY BK,1.0,11.0,FREER,UNITED STATES,TX,FDIC,0,432058.0
20171231.0,432432.0,200.0,PHENIX-GIRARD BANK,PHENIX GIRARD BK,1.0,6.0,PHENIX CITY,UNITED STATES,AL,FDIC,0,2013246.0
20171231.0,432478.0,300.0,SUNSHINE BANK,SUNSHINE BK,1.0,6.0,PLANT CITY,UNITED STATES,FL,OCC,0,4648718.0
20171231.0,433158.0,200.0,"ROBERTS COUNTY NATIONAL BANK OF SISSETON, THE",ROBERTS COUNTY NB OF SISSETON,1.0,9.0,SISSETON,UNITED STATES,SD,OCC,0,1891344.0
20171231.0,433505.0,300.0,BATH SAVINGS INSTITUTION,BATH SVG INST,6.0,1.0,BATH,UNITED STATES,ME,FDIC,0,433505.0
20171231.0,433550.0,200.0,BANK OF RIPLEY,BANK OF RIPLEY,1.0,8.0,RIPLEY,UNITED STATES,TN,FDIC,0,1099823.0
20171231.0,433608.0,200.0,TOMPKINS TRUST COMPANY,TOMPKINS TC,1.0,2.0,ITHACA,UNITED STATES,NY,FDIC,0,2367921.0
20171231.0,433859.0,200.0,FOWLER STATE BANK,FOWLER ST BK,1.0,10.0,FOWLER,UNITED STATES,CO,FDIC,0,433859.0
20171231.0,433943.0,200.0,WASHINGTON STATE BANK,WASHINGTON ST BK,1.0,7.0,WASHINGTON,UNITED STATES,IA,FRS,549300L5PI87OOVHD857,1207468.0
20171231.0,434203.0,200.0,"FIRST HOPE BANK, A NATIONAL BANKING ASSOCIATION",FIRST HOPE BK A NAT BKG ASSN,1.0,2.0,HOPE,UNITED STATES,NJ,OCC,5493003XLOX5FDT9R120,3609132.0
20171231.0,434539.0,200.0,FARMERS & MERCHANTS BANK,FARMERS & MRCH BK,1.0,6.0,PIEDMONT,UNITED STATES,AL,FDIC,0,1137882.0
20171231.0,435059.0,200.0,ENNIS STATE BANK,ENNIS ST BK,1.0,11.0,ENNIS,UNITED STATES,TX,FDIC,549300L0KQ09W67V4228,1131956.0
20171231.0,435077.0,300.0,METABANK,METABANK,1.0,9.0,SIOUX FALLS,UNITED STATES,SD,OCC,0,2390013.0
20171231.0,435255.0,200.0,SECURITY STATE BANK,SECURITY ST BK,1.0,9.0,TYNDALL,UNITED STATES,SD,FDIC,0,4347301.0
20171231.0,435666.0,200.0,SECURITY BANK OF CRAWFORD,SECURITY BK OF CRAWFORD,1.0,11.0,CRAWFORD,UNITED STATES,TX,FDIC,0,4851675.0
20171231.0,435750.0,200.0,FIRST STATE BANK,FIRST ST BK,1.0,11.0,GAINESVILLE,UNITED STATES,TX,FRS,54930079VLB4FPPZ7Y58,1132243.0
20171231.0,436159.0,200.0,FIRSTBANK,FIRSTBANK,1.0,6.0,NASHVILLE,UNITED STATES,TN,FDIC,0,1132104.0
20171231.0,436542.0,200.0,WAUKON STATE BANK,WAUKON ST BK,1.0,7.0,WAUKON,UNITED STATES,IA,FRS,0,1142783.0
20171231.0,436739.0,200.0,"BANKCHAMPAIGN, NATIONAL ASSOCIATION",BANKCHAMPAIGN NA,1.0,7.0,CHAMPAIGN,UNITED STATES,IL,OCC,549300OVNJWJXYPGIU28,1249048.0
20171231.0,436953.0,200.0,BANK OF SULLIVAN,BANK OF SULLIVAN,1.0,8.0,SULLIVAN,UNITED STATES,MO,FDIC,0,2300768.0
20171231.0,437044.0,200.0,"WATKINS SAVINGS BANK, THE",WATKINS SVG BK,1.0,7.0,WATKINS,UNITED STATES,IA,FDIC,0,437044.0
