source,lender_TopRSSDID,lender_TopName,normalized_name,date,id,charter_type,name_legal,name,org_type,fed_district_code,city,country,state,fed_regulator2,lei,parent_id,normalized_name_x,fuzzy_matched_name_fr,fuzzy_matched_name_call,normalized_name_y
3.0,2510192,IRONSTONE BANK,,20171231.0,913146.0,200.0,STONE BANK,STONE BK,1.0,8.0,MOUNTAIN VIEW,UNITED STATES,AR,FDIC,549300UMOKQUJLI81448,4928344.0,ironstone bank,,stone bank,stone bank
3.0,2571120,COLUMBIA BANK MHC,,20171231.0,1189993.0,200.0,"COLUMBIA BANK, THE",COLUMBIA BK,1.0,5.0,COLUMBIA,UNITED STATES,MD,FDIC,549300D1R5SJ6KWBXT17,1117129.0,columbia bank mhc,columbia bank mhc,columbia bank the,columbia bank the
1.0,2784920,1ST CONSTITUTION BANCORP,,20171231.0,1412619.0,200.0,1ST CONSTITUTION BANK,1ST CONSTITUTION BK,1.0,2.0,CRANBURY,UNITED STATES,NJ,FDIC,0,2784920.0,1st constitution bancorp,1st constitution bancorp,1st constitution bank,1st constitution bank
1.0,3016338,GEORGIA BANKING COMPANY INC,,20171231.0,101439.0,200.0,"DURDEN BANKING COMPANY, INCORPORATED",DURDEN BKG CO,1.0,6.0,TWIN CITY,UNITED STATES,GA,FDIC,0,2388663.0,georgia banking company incorporated,georgia banking company incorporated,durden banking company incorporated,durden banking company incorporated
3.0,3025385,NORTHRIM BC,,20171231.0,1718188.0,200.0,NORTHRIM BANK,NORTHRIM BK,1.0,12.0,ANCHORAGE,UNITED STATES,AK,FDIC,549300R07HMKT86V3034,3025385.0,northrim bc,,northrim bank,northrim bank
1.0,3083291,STERLING BANCORP,,20171231.0,628356.0,200.0,STERLING BANK,STERLING BK,1.0,9.0,BARRON,UNITED STATES,WI,FDIC,0,2176105.0,sterling bancorp,sterling bancorp,sterling bank,sterling bank
1.0,309570,1ST MARINER BANK,,20171231.0,3010000.0,200.0,MARINER'S BANK,MARINERS BK,1.0,2.0,EDGEWATER,UNITED STATES,NJ,FDIC,0,3227947.0,1st mariner bank,,mariners bank,mariners bank
1.0,3339046,STONEGATE BANK,,20171231.0,231149.0,200.0,STATE BANK,STATE BK,1.0,7.0,NEW HAMPTON,UNITED STATES,IA,FRS,0,1210730.0,stonegate bank,,state bank,state bank
1.0,3344312,TRADITION BANCSHARES INC,,20171231.0,786210.0,200.0,"TRADITIONAL BANK, INC.",TRADITIONAL BK,1.0,4.0,MOUNT STERLING,UNITED STATES,KY,FDIC,0,1070420.0,tradition bancshares incorporated,tradition bancshares incorporated,traditional bank incorporated,traditional bank incorporated
3.0,3447875,PLAZA BANK,,20171231.0,788308.0,0.0,PLAZA BRANCH,BANK HAPOALIM BM PLAZA BR,0.0,0.0,NEW YORK,UNITED STATES,NY,FRS,0,788308.0,plaza bank,,plaza branch,plaza branch
1.0,3470154,US METRO BK,,20171231.0,3470154.0,200.0,US METRO BANK,US METRO BK,1.0,12.0,GARDEN GROVE,UNITED STATES,CA,FDIC,0,3470154.0,us metro bk,,us metro bank,us metro bank
1.0,3530786,MERCHANTS BANCORP,,20171231.0,147633.0,200.0,MERCHANTS BANK,MERCHANTS BK,1.0,6.0,JACKSON,UNITED STATES,AL,FDIC,0,1085107.0,merchants bancorp,merchants bancorp,merchants bank,merchants bank
1.0,3551361,HERITAGE BC,,20171231.0,225942.0,200.0,HERITAGE BANK,HERITAGE BK,1.0,7.0,MARION,UNITED STATES,IA,FDIC,0,1205594.0,heritage bc,heritage bancorp,heritage bank,heritage bank
1.0,3560756,COLLIN BANK,,20171231.0,307932.0,200.0,CATLIN BANK,CATLIN BK,1.0,7.0,CATLIN,UNITED STATES,IL,FDIC,549300BLY7T77VMK2263,1246793.0,collin bank,,catlin bank,catlin bank
1.0,3577419,HOMEBANCORP,,20171231.0,3577389.0,200.0,HOMEBANC,HOMEBANC,1.0,6.0,TAMPA,UNITED STATES,FL,FRS,549300LCPAOSRFZLHG90,3577419.0,homebancorp,,homebanc,homebanc
3.0,3587146,BANK OF NEW YORK MELLON CORPORATION THE,,20171231.0,541101.0,200.0,"BANK OF NEW YORK MELLON, THE",BANK OF NY MELLON,1.0,2.0,NEW YORK,UNITED STATES,NY,FRS,HPFHU0OQ28E4N0NFVK49,3587146.0,bank of new york mellon corporation the,bank of new york mellon corporation the,bank of new york mellon the,bank of new york mellon the
1.0,4028712,BANKUNITED INC,,20171231.0,400141.0,200.0,"FNB BANK, INC.",FNB BK,1.0,8.0,MAYFIELD,UNITED STATES,KY,FDIC,0,1119347.0,bankunited incorporated,bankunited incorporated,fnb bank incorporated,fnb bank incorporated
3.0,4347208,FS BANCORP INC,,20171231.0,400141.0,200.0,"FNB BANK, INC.",FNB BK,1.0,8.0,MAYFIELD,UNITED STATES,KY,FDIC,0,1119347.0,fs bancorp incorporated,fs bancorp incorporated,fnb bank incorporated,fnb bank incorporated
1.0,4298711,PROVIDENT BANCORP INC,,20171231.0,169327.0,200.0,"PROVIDENT STATE BANK, INC.",PROVIDENT ST BK,1.0,5.0,PRESTON,UNITED STATES,MD,FDIC,549300IIUZTJI9AHIA30,2496269.0,provident bancorp incorporated,provident bancorp incorporated,provident state bank incorporated,provident state bank incorporated
3.0,4523431,WATERSTONE FINANCIAL INC,,20171231.0,5087949.0,400.0,"MB FINANCIAL INTERNATIONAL, INC.",MB FNCL INTL,1.0,4.0,ROSEMONT,UNITED STATES,IL,FRS,0,1090987.0,waterstone financial incorporated,waterstone financial incorporated,mb financial international incorporated,mb financial international incorporated
1.0,4875907,FVCBANKCORP INC,,20171231.0,829032.0,200.0,"BCBANK, INC.",BCBANK,1.0,5.0,PHILIPPI,UNITED STATES,WV,FDIC,0,1141115.0,fvcbankcorp incorporated,fvcbankcorp incorporated,bcbank incorporated,bcbank incorporated
3.0,4876838,PUGET SOUND BC,,20171231.0,3345944.0,200.0,PUGET SOUND BANK,PUGET SOUND BK,1.0,12.0,BELLEVUE,UNITED STATES,WA,FDIC,549300VPBD1OHF7P7185,4876838.0,puget sound bc,,puget sound bank,puget sound bank
1.0,4981648,MARQUIS BC,,20171231.0,3625002.0,200.0,MARQUIS BANK,MARQUIS BK,1.0,6.0,CORAL GABLES,UNITED STATES,FL,FDIC,0,4981648.0,marquis bc,,marquis bank,marquis bank
1.0,f107,CENTAL STATES BANK,,20171231.0,152440.0,200.0,CENTRAL STATE BANK,CENTRAL ST BK,1.0,8.0,CLAYTON,UNITED STATES,IL,FDIC,0,1095861.0,cental states bank,,central state bank,central state bank
1.0,f55,BANC CENTRAL,,20171231.0,31255.0,200.0,CENTRAL BANK,CENTRAL BK,1.0,11.0,HOUSTON,UNITED STATES,TX,FRS,5493005J49KPXDXUC959,1106468.0,banc central,,central bank,central bank
3.0,f112,CITIZENS BANK & TRUST,,20171231.0,680130.0,200.0,CITIZENS TRUST BANK,CITIZENS TR BK,1.0,6.0,ATLANTA,UNITED STATES,GA,FRS,0,1078958.0,citizens bank trust,,citizens trust bank,citizens trust bank
1.0,f377,NATIONAL CITY,,20171231.0,63069.0,200.0,CITY NATIONAL BANK,CITY NB,1.0,12.0,LOS ANGELES,UNITED STATES,CA,OCC,593C3GZG957YOJPS2Z63,3226762.0,national city,,city national bank,city national bank
1.0,f124,CNL BANK,,20171231.0,399517.0,200.0,CNB BANK,CNB BK,1.0,3.0,CLEARFIELD,UNITED STATES,PA,FDIC,549300NBFK4GO76FTE84,1118340.0,cnl bank,,cnb bank,cnb bank
1.0,f127,COASTAL BANK,,20171231.0,80936.0,200.0,CAPITAL BANK,CAPITAL BK,1.0,6.0,FORT OGLETHORPE,UNITED STATES,GA,FDIC,0,1081378.0,coastal bank,,capital bank,capital bank
3.0,f39,AP CAPITAL,,20171231.0,80936.0,200.0,CAPITAL BANK,CAPITAL BK,1.0,6.0,FORT OGLETHORPE,UNITED STATES,GA,FDIC,0,1081378.0,ap capital,,capital bank,capital bank
1.0,f128,COASTAL SAVINGS BANK,,20171231.0,373272.0,300.0,COMPASS SAVINGS BANK,COMPASS SB,6.0,4.0,WILMERDING,UNITED STATES,PA,FDIC,0,373272.0,coastal savings bank,,compass savings bank,compass savings bank
3.0,f135,COMMUNITY CAPITAL,,20171231.0,2068107.0,200.0,CAPITAL COMMUNITY BANK,CAPITAL CMNTY BK,1.0,12.0,PROVO,UNITED STATES,UT,FDIC,0,2641621.0,community capital,,capital community bank,capital community bank
1.0,f148,CTIBANK,,20171231.0,3615021.0,200.0,CBANK,CBANK,1.0,4.0,CINCINNATI,UNITED STATES,OH,FDIC,0,3615021.0,ctibank,,cbank,cbank
1.0,f149,CUSTOMERS BANK OF NEW JERSEY,,20171231.0,1407932.0,200.0,FULTON BANK OF NEW JERSEY,FULTON BK OF NJ,1.0,3.0,MOUNT LAUREL,UNITED STATES,NJ,FDIC,8VPESZVIXN83ENVWIB56,1117129.0,customers bank of new jersey,,fulton bank of new jersey,fulton bank of new jersey
3.0,f16,ALBINA BANK,,20171231.0,260055.0,200.0,ALPINE BANK,ALPINE BK,1.0,10.0,GLENWOOD SPRINGS,UNITED STATES,CO,FDIC,OYWNLMHNBQQ7BAH3EE86,1061679.0,albina bank,,alpine bank,alpine bank
1.0,f324,M&M BANK,,20171231.0,163857.0,200.0,F&M BANK,F&M BK,1.0,10.0,EDMOND,UNITED STATES,OK,FDIC,0,1054550.0,mm bank,,fm bank,fm bank
1.0,f365,MT BANK,,20171231.0,163857.0,200.0,F&M BANK,F&M BK,1.0,10.0,EDMOND,UNITED STATES,OK,FDIC,0,1054550.0,mt bank,,fm bank,fm bank
1.0,f188,FIDELITY SAVINGS BANK,,20171231.0,324975.0,300.0,DEWITT SAVINGS BANK,DEWITT SVGS BK,6.0,7.0,CLINTON,UNITED STATES,IL,FDIC,0,324975.0,fidelity savings bank,,dewitt savings bank,dewitt savings bank
1.0,f189,FIDELITY STATE BANK,,20171231.0,584920.0,200.0,"FIDELITY BANK, THE",FIDELITY BK,1.0,5.0,FUQUAY VARINA,UNITED STATES,NC,FDIC,25490012KFFZI81TDT02,1249002.0,fidelity state bank,,fidelity bank the,fidelity bank the
1.0,f192,FIRS TRUST BANK,,20171231.0,77851.0,200.0,FIRST BANK & TRUST,FIRST B&T,1.0,9.0,BROOKINGS,UNITED STATES,SD,FDIC,549300IQ5NY7CSJLZW53,1123072.0,firs trust bank,,first bank trust,first bank trust
1.0,f220,FIRSTMID BANK & TRUST,,20171231.0,77851.0,200.0,FIRST BANK & TRUST,FIRST B&T,1.0,9.0,BROOKINGS,UNITED STATES,SD,FDIC,549300IQ5NY7CSJLZW53,1123072.0,firstmid bank trust,,first bank trust,first bank trust
1.0,f194,FIRST AMERICAN,,20171231.0,321255.0,200.0,FIRST AMERICAN BANK,FIRST AMER BK,1.0,10.0,STONEWALL,UNITED STATES,OK,FDIC,0,321255.0,first american,,first american bank,first american bank
3.0,f198,FIRST BANK OF FLORIDA,,20171231.0,3525577.0,200.0,FIRST FLORIDA BANK,FIRST FL BK,1.0,6.0,DESTIN,UNITED STATES,FL,FRS,0,4521624.0,first bank of florida,,first florida bank,first florida bank
1.0,f2,1ST COMMUNITY,,20171231.0,338945.0,200.0,1ST COMMUNITY BANK,1ST CMNTY BK,1.0,7.0,SHERRARD,UNITED STATES,IL,FDIC,0,1204083.0,1st community,,1st community bank,1st community bank
1.0,f20,ALLIANCE CAPITAL BANK,,20171231.0,2889227.0,200.0,ALPINE CAPITAL BANK,ALPINE CAP BK,1.0,2.0,NEW YORK,UNITED STATES,NY,FDIC,0,2889227.0,alliance capital bank,,alpine capital bank,alpine capital bank
1.0,f201,FIRST COMMUNITY,,20171231.0,36456.0,200.0,COMMUNITY FIRST BANK,COMMUNITY FIRST BK,1.0,10.0,MAYWOOD,UNITED STATES,NE,FDIC,0,1472118.0,first community,,community first bank,community first bank
1.0,f202,FIRST COMMUNITY BANK OF BEDFORD COUNTY,,20171231.0,275509.0,200.0,"COMMUNITY BANK OF BERGEN COUNTY, N.J.",COMMUNITY BK OF BERGEN CTY,1.0,2.0,MAYWOOD,UNITED STATES,NJ,FRS,0,275509.0,first community bank of bedford county,,community bank of bergen county nj,community bank of bergen county nj
1.0,f207,FIRST FEDERAL SAVINGS BANK OF FLORIDA,,20171231.0,384278.0,300.0,FIRST FEDERAL BANK OF FLORIDA,FIRST FED BK OF FL,1.0,6.0,LAKE CITY,UNITED STATES,FL,OCC,Q708HHR4LD2B7XIZNO92,3846405.0,first federal savings bank of florida,,first federal bank of florida,first federal bank of florida
1.0,f209,FIRST MIDWEST,,20171231.0,1007846.0,200.0,FIRST MIDWEST BANK,FIRST MW BK,1.0,7.0,ITASCA,UNITED STATES,IL,FRS,KV8W1JTB8FZ821S5ED75,1208184.0,first midwest,,first midwest bank,first midwest bank
1.0,f211,FIRST NATIONAL BANK OF ORRVILLE,,20171231.0,197254.0,200.0,FIRST NATIONAL BANK OF SPEARVILLE,FIRST NB,1.0,10.0,SPEARVILLE,UNITED STATES,KS,OCC,0,3391642.0,first national bank of orrville,,first national bank of spearville,first national bank of spearville
1.0,f213,FIRST NORTHERN BANK,,20171231.0,66275.0,200.0,FIRST SOUTHERN BANK,FIRST S BK,1.0,6.0,FLORENCE,UNITED STATES,AL,FDIC,0,5141195.0,first northern bank,,first southern bank,first southern bank
1.0,f216,FIRST STATE BANK OF ILLINOIS,,20171231.0,2718596.0,200.0,FIRST TRUST BANK OF ILLINOIS,FIRST TR BK IL,1.0,7.0,KANKAKEE,UNITED STATES,IL,FDIC,0,3249109.0,first state bank of illinois,,first trust bank of illinois,first trust bank of illinois
1.0,f219,FIRSTBANK DE PUERTO RICO,,20171231.0,510871.0,200.0,FIRSTBANK PUERTO RICO,FIRSTBANK PR,1.0,2.0,SAN JUAN,PUERTO RICO,PR,FDIC,0,2744894.0,firstbank de puerto rico,,firstbank puerto rico,firstbank puerto rico
1.0,f249,GSTAR BANK,,20171231.0,715050.0,200.0,STAR BANK,STAR BK,1.0,9.0,MAPLE LAKE,UNITED STATES,MN,FDIC,549300MNZNDD5FZ2PF62,1827718.0,gstar bank,,star bank,star bank
1.0,f27,AMERICAN EQUITY BANK,,20171231.0,3161144.0,200.0,UNITED AMERICAN BANK,UNITED AMER BK,1.0,12.0,SAN MATEO,UNITED STATES,CA,FDIC,0,1134694.0,american equity bank,,united american bank,united american bank
1.0,f318,LINCOLNWAY STATE BANK,,20171231.0,667551.0,200.0,LINCOLN STATE BANK,LINCOLN ST BK,1.0,9.0,HANKINSON,UNITED STATES,ND,FDIC,0,1495788.0,lincolnway state bank,,lincoln state bank,lincoln state bank
1.0,f42,ARCA NATIONAL BANK,,20171231.0,481430.0,200.0,AMERICAN NATIONAL BANK,AMERICAN NB,1.0,6.0,OAKLAND PARK,UNITED STATES,FL,OCC,0,2939337.0,arca national bank,,american national bank,american national bank
1.0,f351,MIDLAND BANK,,20171231.0,539667.0,200.0,MAINLAND BANK,MAINLAND BK,1.0,11.0,TEXAS CITY,UNITED STATES,TX,FDIC,0,539667.0,midland bank,,mainland bank,mainland bank
1.0,f352,MIDWEST BANK,,20171231.0,45551.0,200.0,BANK MIDWEST,BANK MIDWEST,1.0,7.0,SPIRIT LAKE,UNITED STATES,IA,FRS,549300USNPUCH96WTF23,1203714.0,midwest bank,,bank midwest,bank midwest
1.0,f354,MISSOURI BANK AND TRUST,,20171231.0,810553.0,200.0,MARTINSBURG BANK AND TRUST,MARTINSBURG B&TC,1.0,8.0,MEXICO,UNITED STATES,MO,FDIC,0,1133099.0,missouri bank and trust,,martinsburg bank and trust,martinsburg bank and trust
1.0,f356,MM BANC OF CALIFORNIA,,20171231.0,118660.0,200.0,HOME BANK OF CALIFORNIA,HOME BK OF CA,1.0,12.0,SAN DIEGO,UNITED STATES,CA,FDIC,0,118660.0,mm banc of california,,home bank of california,home bank of california
3.0,f548,UNION BANK OF CALIFORNIA,,20171231.0,118660.0,200.0,HOME BANK OF CALIFORNIA,HOME BK OF CA,1.0,12.0,SAN DIEGO,UNITED STATES,CA,FDIC,0,118660.0,union bank of california,,home bank of california,home bank of california
1.0,f358,MONROE BANK AND TRUST,,20171231.0,364449.0,200.0,MONROE BANK & TRUST,MONROE BK & TR,1.0,7.0,MONROE,UNITED STATES,MI,FDIC,0,2907822.0,monroe bank and trust,,monroe bank trust,monroe bank trust
1.0,f378,NATIONAL COOPERATIVE BANKS,,20171231.0,99376.0,200.0,"NATIONAL COOPERATIVE BANK, N.A.",NATIONAL CO-OP BK NA,1.0,4.0,HILLSBORO,UNITED STATES,OH,OCC,5493001GAASLCSP1PB64,2398082.0,national cooperative banks,national consumer cooperative bank,national cooperative bank na,national cooperative bank na
1.0,f382,NCB BANK,,20171231.0,239613.0,200.0,FNCB BANK,FNCB BK,1.0,3.0,DUNMORE,UNITED STATES,PA,FDIC,0,2560263.0,ncb bank,,fncb bank,fncb bank
3.0,f406,ONE WEST BANK,,20171231.0,2371816.0,200.0,WEST POINTE BANK,WEST POINTE BK,1.0,7.0,OSHKOSH,UNITED STATES,WI,FDIC,549300E0Q8JLIMURNH75,2371807.0,one west bank,,west pointe bank,west pointe bank
1.0,f409,PACTRUST BANK,,20171231.0,2506328.0,200.0,CACHE BANK & TRUST,CACHE BK & TR,1.0,10.0,GREELEY,UNITED STATES,CO,FDIC,0,2506328.0,pactrust bank,,cache bank trust,cache bank trust
3.0,f419,PECIFIC PREMIER BANK,,20171231.0,431172.0,200.0,PACIFIC PREMIER BANK,PACIFIC PREMIER BK,1.0,12.0,IRVINE,UNITED STATES,CA,FRS,549300NTH6N72ZZNX948,3489594.0,pecific premier bank,,pacific premier bank,pacific premier bank
3.0,f442,PREMIER PACIFIC BANK,,20171231.0,431172.0,200.0,PACIFIC PREMIER BANK,PACIFIC PREMIER BK,1.0,12.0,IRVINE,UNITED STATES,CA,FRS,549300NTH6N72ZZNX948,3489594.0,premier pacific bank,,pacific premier bank,pacific premier bank
1.0,f425,PEOPLE'S BANKS,,20171231.0,70638.0,200.0,PEOPLES BANK,PEOPLES BK,1.0,6.0,MENDENHALL,UNITED STATES,MS,FDIC,0,4189314.0,peoples banks,,peoples bank,peoples bank
1.0,f426,PEOPLE'S CAPITAL BANK,,20171231.0,483537.0,200.0,PEOPLES NATIONAL BANK,PEOPLES NB,1.0,6.0,NICEVILLE,UNITED STATES,FL,OCC,0,1363793.0,peoples capital bank,,peoples national bank,peoples national bank
1.0,f427,PEOPLE'S SOUTH BANK,,20171231.0,518037.0,200.0,PEOPLESSOUTH BANK,PEOPLESSOUTH BK,1.0,6.0,COLQUITT,UNITED STATES,GA,FDIC,0,1866155.0,peoples south bank,,peoplessouth bank,peoplessouth bank
3.0,f468,ROSELAND BANK,,20171231.0,428462.0,200.0,IRELAND BANK,IRELAND BK,1.0,12.0,MALAD CITY,UNITED STATES,ID,FDIC,0,1248845.0,roseland bank,,ireland bank,ireland bank
1.0,f476,SCOTIA BANK,,20171231.0,398837.0,200.0,COPIAH BANK,COPIAH BK,1.0,6.0,HAZLEHURST,UNITED STATES,MS,FRS,0,3319972.0,scotia bank,,copiah bank,copiah bank
1.0,f477,SEACOAST BANK,,20171231.0,771609.0,300.0,BAYCOAST BANK,BAYCOAST BK,6.0,1.0,SWANSEA,UNITED STATES,MA,FDIC,549300OTLWFQPOOSC346,2623430.0,seacoast bank,,baycoast bank,baycoast bank
1.0,f478,SECOND NATIONAL BANK,,20171231.0,936136.0,200.0,OLD SECOND NATIONAL BANK,OLD SECOND NB,1.0,7.0,AURORA,UNITED STATES,IL,OCC,B94HV8SXGDD3J5XESU08,1206911.0,second national bank,,old second national bank,old second national bank
3.0,f48,ARIZONA BANK AND TRUST,,20171231.0,3187612.0,200.0,ARIZONA BANK & TRUST,ARIZONA BK & TR,1.0,12.0,PHOENIX,UNITED STATES,AZ,FDIC,549300AF1DMBPMDRP146,1206546.0,arizona bank and trust,,arizona bank trust,arizona bank trust
1.0,f486248,FAYETTE COUNTY BANK,,20171231.0,455150.0,200.0,"PAYNE COUNTY BANK, THE",PAYNE CTY BK,1.0,10.0,PERKINS,UNITED STATES,OK,FRS,0,2168977.0,fayette county bank,,payne county bank the,payne county bank the
2.0,f495,SOUTHERN BANCORP,,20171231.0,852544.0,200.0,SOUTHERN BANCORP BANK,SOUTHERN BANCORP BK,1.0,8.0,ARKADELPHIA,UNITED STATES,AR,FRS,549300JQEF6V2RNWCC75,1248939.0,southern bancorp,sterling bancorp,southern bancorp bank,southern bancorp bank
1.0,f496,SOUTHERN STAR BANK,,20171231.0,3629420.0,200.0,SOUTHERN STATES BANK,SOUTHERN ST BK,1.0,6.0,ANNISTON,UNITED STATES,AL,FDIC,0,3818381.0,southern star bank,,southern states bank,southern states bank
1.0,f5121076,BLACK RIVER TRUST,,20171231.0,3437157.0,200.0,RIVER BANK & TRUST,RIVER B&T,1.0,6.0,PRATTVILLE,UNITED STATES,AL,FDIC,0,4422851.0,black river trust,,river bank trust,river bank trust
1.0,f514,SUNCOAST BANK,,20171231.0,3750650.0,200.0,SUNCREST BANK,SUNCREST BK,1.0,12.0,VISALIA,UNITED STATES,CA,FDIC,0,3750650.0,suncoast bank,,suncrest bank,suncrest bank
1.0,f520,T BANK,,20171231.0,186548.0,200.0,TSB BANK,TSB BK,1.0,7.0,LOMIRA,UNITED STATES,WI,FDIC,0,186548.0,t bank,,tsb bank,tsb bank
1.0,f526,TFP INTERNATIONAL INC,,20171231.0,3856066.0,400.0,"TCF BANK INTERNATIONAL, INC.",TCF BANK INTL,1.0,9.0,WAYZATA,UNITED STATES,MN,FRS,0,2389941.0,tfp international incorporated,,tcf bank international incorporated,tcf bank international incorporated
1.0,f528,THE BANK OF TAMPA,,20171231.0,273336.0,200.0,"BANK OF TAMPA, THE",BANK OF TAMPA,1.0,6.0,TAMPA,UNITED STATES,FL,FDIC,549300H3F1P2EQW0FC36,1246467.0,the bank of tampa,,bank of tampa the,bank of tampa the
1.0,f529,THE BRAND BANKING COMPANY,,20171231.0,701736.0,200.0,"BRAND BANKING COMPANY, THE",BRAND BKG CO,1.0,6.0,LAWRENCEVILLE,UNITED STATES,GA,FRS,5M0S7SPHSMEIN7Z5SI25,3244113.0,the brand banking company,,brand banking company the,brand banking company the
2.0,f530,THE COOPERATIVE BANK,,20171231.0,714978.0,320.0,"COOPERATIVE BANK, THE",COOPERATIVE BK,6.0,1.0,ROSLINDALE,UNITED STATES,MA,FDIC,0,714978.0,the cooperative bank,,cooperative bank the,cooperative bank the
1.0,f543,TRUST BANK,,20171231.0,677176.0,300.0,TRUSTCO BANK,TRUSTCO BK,1.0,2.0,GLENVILLE,UNITED STATES,NY,OCC,549300GCEP3NM7A1X491,1048513.0,trust bank,,trustco bank,trustco bank
1.0,f547,UNION BANK AND TRUST,,20171231.0,693224.0,200.0,UNION BANK & TRUST,UNION B&TR,1.0,5.0,RICHMOND,UNITED STATES,VA,FRS,549300ZTT08EKQRVTR15,1971693.0,union bank and trust,,union bank trust,union bank trust
1.0,f558,URBAN BANK & TRUST,,20171231.0,693224.0,200.0,UNION BANK & TRUST,UNION B&TR,1.0,5.0,RICHMOND,UNITED STATES,VA,FRS,549300ZTT08EKQRVTR15,1971693.0,urban bank trust,,union bank trust,union bank trust
3.0,f61,BANK OF UNITED,,20171231.0,37435.0,200.0,UNITED BANK,UNITED BK,1.0,6.0,ZEBULON,UNITED STATES,GA,FDIC,0,1082777.0,bank of united,,united bank,united bank
3.0,f552,UNITED MISSOURI BANK,,20171231.0,309150.0,200.0,"MISSOURI BANK, THE",MISSOURI BK,1.0,8.0,WARRENTON,UNITED STATES,MO,FRS,549300FS4TWJ50ESLB05,1138393.0,united missouri bank,,missouri bank the,missouri bank the
1.0,f5581586,"DUNCAN WILLIAMS, INC.",,20171231.0,918132.0,200.0,"WILLIAMSTOWN BANK, INC.",WILLIAMSTOWN BK INC,1.0,5.0,WILLIAMSTOWN,UNITED STATES,WV,FDIC,0,918132.0,duncan williams incorporated,,williamstown bank incorporated,williamstown bank incorporated
1.0,f567,VISION BANK,,20171231.0,2736714.0,200.0,MISSION BANK,MISSION BK,1.0,12.0,BAKERSFIELD,UNITED STATES,CA,FRS,0,3108082.0,vision bank,,mission bank,mission bank
1.0,f57,BANK OF NC,,20171231.0,14155.0,200.0,F & C BANK,F&C BK,1.0,10.0,HOLDEN,UNITED STATES,MO,FDIC,0,2168931.0,bank of nc,,f c bank,f c bank
1.0,f585,WESTERN FINANCIAL BANK,,20171231.0,547840.0,200.0,STAR FINANCIAL BANK,STAR FNCL BK,1.0,7.0,FORT WAYNE,UNITED STATES,IN,FDIC,LBIZXW7X2N50PETIH863,1141647.0,western financial bank,,star financial bank,star financial bank
1.0,f590,WLG FIDELITY BANK,,20171231.0,9357.0,200.0,FIDELITY BANK,FIDELITY BK,1.0,9.0,EDINA,UNITED STATES,MN,FDIC,0,3362923.0,wlg fidelity bank,,fidelity bank,fidelity bank
1.0,f591,WLG/FIDELITY BANK,,20171231.0,9357.0,200.0,FIDELITY BANK,FIDELITY BK,1.0,9.0,EDINA,UNITED STATES,MN,FDIC,0,3362923.0,wlgfidelity bank,,fidelity bank,fidelity bank
1.0,f62,BANK OF VA,,20171231.0,286251.0,200.0,BANK OF VICI,BANK OF VICI,1.0,10.0,VICI,UNITED STATES,OK,FDIC,0,1055605.0,bank of va,,bank of vici,bank of vici
1.0,f64,BANKING AND TRUST,,20171231.0,189745.0,200.0,INLAND BANK AND TRUST,INLAND B&TC,1.0,7.0,OAK BROOK,UNITED STATES,IL,FDIC,549300BU5TSYOCF3Y655,2944144.0,banking and trust,,inland bank and trust,inland bank and trust
1.0,f82,BRIDGE BANK,,20171231.0,174321.0,200.0,BLUE RIDGE BANK,BLUE RIDGE BK,1.0,5.0,WALHALLA,UNITED STATES,SC,FDIC,549300HOJEG7WXFB2S62,3614668.0,bridge bank,,blue ridge bank,blue ridge bank
1.0,f88,BUSINESS BANK,,20171231.0,537449.0,200.0,FIRST BUSINESS BANK,FIRST BUS BK,1.0,7.0,MADISON,UNITED STATES,WI,FDIC,549300F247N2IU8SC024,1247428.0,business bank,,first business bank,first business bank
1.0,f89,BUSINESS FIRST BANK,,20171231.0,537449.0,200.0,FIRST BUSINESS BANK,FIRST BUS BK,1.0,7.0,MADISON,UNITED STATES,WI,FDIC,549300F247N2IU8SC024,1247428.0,business first bank,,first business bank,first business bank
1.0,f93,CADENCE BANK,,20171231.0,4262534.0,200.0,"CADENCE BANK, N.A.",CADENCE BK NA,1.0,6.0,BIRMINGHAM,UNITED STATES,AL,OCC,3XATK28RYORGPDF31217,4037349.0,cadence bank,,cadence bank na,cadence bank na
3.0,f9357,FIDELITY BANK (MINNESOTA),,20171231.0,75053.0,200.0,FIRST MINNESOTA BANK,FIRST MN BK,1.0,9.0,MINNETONKA,UNITED STATES,MN,FDIC,254900AZAYNEDNA8NC33,1127324.0,fidelity bank minnesota,,first minnesota bank,first minnesota bank
1.0,f98,CAPITAL CITY,,20171231.0,348551.0,200.0,CAPITAL CITY BANK,CAPITAL CITY BK,1.0,10.0,TOPEKA,UNITED STATES,KS,FDIC,0,1055427.0,capital city,,capital city bank,capital city bank
