Year,File Type,File Name,Column Name
,LAR,hmda_2014_nationwide_first-lien-owner-occupied-1-4-family-records_labels.csv,population
,LAR,hmda_2014_nationwide_first-lien-owner-occupied-1-4-family-records_labels.csv,minority_population
,LAR,hmda_2014_nationwide_first-lien-owner-occupied-1-4-family-records_labels.csv,hud_median_family_income
,LAR,hmda_2014_nationwide_first-lien-owner-occupied-1-4-family-records_labels.csv,tract_to_msamd_income
,LAR,hmda_2014_nationwide_first-lien-owner-occupied-1-4-family-records_labels.csv,number_of_owner_occupied_units
,LAR,hmda_2014_nationwide_first-lien-owner-occupied-1-4-family-records_labels.csv,number_of_1_to_4_family_units
,LAR,hmda_2014_nationwide_first-lien-owner-occupied-1-4-family-records_labels.csv,application_date_indicator
,TS,2020_public_ts_one_year.csv,activity_year
,TS,2020_public_ts_one_year.csv,calendar_quarter
,TS,2020_public_ts_one_year.csv,lei
,TS,2020_public_ts_one_year.csv,tax_id
,TS,2020_public_ts_one_year.csv,agency_code
,TS,2020_public_ts_one_year.csv,respondent_name
,TS,2020_public_ts_one_year.csv,respondent_state
,TS,2020_public_ts_one_year.csv,respondent_city
,TS,2020_public_ts_one_year.csv,respondent_zip_code
,TS,2020_public_ts_one_year.csv,lar_count
,TS,2019_public_ts_one_year.csv,activity_year
,TS,2019_public_ts_one_year.csv,calendar_quarter
,TS,2019_public_ts_one_year.csv,lei
,TS,2019_public_ts_one_year.csv,tax_id
,TS,2019_public_ts_one_year.csv,agency_code
,TS,2019_public_ts_one_year.csv,respondent_name
,TS,2019_public_ts_one_year.csv,respondent_state
,TS,2019_public_ts_one_year.csv,respondent_city
,TS,2019_public_ts_one_year.csv,respondent_zip_code
,TS,2019_public_ts_one_year.csv,lar_count
,Panel,hmda_2013_panel.csv,Activity Year
,Panel,hmda_2013_panel.csv,Respondent ID
,Panel,hmda_2013_panel.csv,Agency Code
,Panel,hmda_2013_panel.csv,Parent Respondent ID
,Panel,hmda_2013_panel.csv,Parent Name (Panel)
,Panel,hmda_2013_panel.csv,Parent City (Panel)
,Panel,hmda_2013_panel.csv,Parent State (Panel)
,Panel,hmda_2013_panel.csv,Region
,Panel,hmda_2013_panel.csv,Assets
,Panel,hmda_2013_panel.csv,Other Lender Code
,Panel,hmda_2013_panel.csv,Respondent Name (Panel)
,Panel,hmda_2013_panel.csv,Respondent City (Panel)
,Panel,hmda_2013_panel.csv,Respondent State (Panel)
,Panel,hmda_2013_panel.csv,Top Holder RSSD ID
,Panel,hmda_2013_panel.csv,Top Holder Name
,Panel,hmda_2013_panel.csv,Top Holder City
,Panel,hmda_2013_panel.csv,Top Holder State
,Panel,hmda_2013_panel.csv,Top Holder Country
,Panel,hmda_2013_panel.csv,Respondent RSSD ID
,Panel,hmda_2013_panel.csv,Parent RSSD ID
,Panel,hmda_2013_panel.csv,Respondent FIPS State Number
,Panel,2021_public_panel_one_year_csv.csv,activity_year
,Panel,2021_public_panel_one_year_csv.csv,upper
,Panel,2021_public_panel_one_year_csv.csv,tax_id
,Panel,2021_public_panel_one_year_csv.csv,agency_code
,Panel,2021_public_panel_one_year_csv.csv,id_2017
,Panel,2021_public_panel_one_year_csv.csv,respondent_rssd
,Panel,2021_public_panel_one_year_csv.csv,respondent_name
,Panel,2021_public_panel_one_year_csv.csv,respondent_state
,Panel,2021_public_panel_one_year_csv.csv,respondent_city
,Panel,2021_public_panel_one_year_csv.csv,assets
,Panel,2021_public_panel_one_year_csv.csv,other_lender_code
,Panel,2021_public_panel_one_year_csv.csv,parent_rssd
