activity year_x,respondent id,agency code_x,parent respondent id,parent name (panel),parent city (panel),parent state (panel),region,assets_x,other lender code_x,respondent name (panel)_x,respondent city (panel)_x,respondent state (panel)_x,top holder rssd id,top holder name,top holder city,top holder state,top holder country,respondent rssd id,parent rssd id,respondent fips state number,activity year_y,agency code_y,federal tax id,respondent name,respondent mailing address,respondent city,respondent state,respondent zip code,parent name,parent address,parent city,parent state,parent zip code,respondent name (panel)_y,respondent city (panel)_y,respondent state (panel)_y,assets_y,other lender code_y,region code,lar count,validity error
2013,0000000644,1,          ,                              ,                         ,  ,1,579821,0,HONESDALE NB                                                          ,HONESDALE                ,PA                    ,1144107,HONAT BC                      ,HONESDALE                ,PA,UNITED STATES                           ,465618,0,42,2013,5,93-0256725,TRAILHEAD CREDIT UNION,221 NW SECOND AVE SUITE 100,PORTLAND,OR,97209,,,,,,TRAILHEAD CREDIT UNION,PORTLAND,OR,92006,0,5,28,N
2013,0000000644,5,          ,                              ,                         ,  ,5,92006,0,TRAILHEAD CREDIT UNION                                                ,PORTLAND                 ,OR                    ,0,                              ,                         ,  ,                                        ,127475,0,41,2013,1,24-0614415,THE HONESDALE NATIONAL BANK,P  O BOX 350,HONESDALE,PA,18431-0350,,,,,,HONESDALE NB,HONESDALE,PA,579821,0,1,986,N
2013,0000000644,5,          ,                              ,                         ,  ,5,92006,0,TRAILHEAD CREDIT UNION                                                ,PORTLAND                 ,OR                    ,0,                              ,                         ,  ,                                        ,127475,0,41,2013,5,93-0256725,TRAILHEAD CREDIT UNION,221 NW SECOND AVE SUITE 100,PORTLAND,OR,97209,,,,,,TRAILHEAD CREDIT UNION,PORTLAND,OR,92006,0,5,28,N
2013,0000000661,1,          ,                              ,                         ,  ,1,639527,0,DNB FIRST NA                                                          ,DOWNINGTOWN              ,PA                    ,1117455,DNB FNCL CORP                 ,DOWNINGTOWN              ,PA,UNITED STATES                           ,71318,0,42,2013,1,23-0534545,DNB FIRST  NA,4 BRANDYWINE AVE,DOWNINGTOWN,PA,19335,,,,,,DNB FIRST NA,DOWNINGTOWN,PA,639527,0,1,212,N
2013,0000000676,1,          ,                              ,                         ,  ,1,295927,0,NATIONAL GRAND BK OF MARBLEH                                          ,MARBLEHEAD               ,MA                    ,1115406,GRAND BK CORP                 ,MARBLEHEAD               ,MA,UNITED STATES                           ,863607,0,25,2013,1,04-2832782,NATIONAL GRAND BANK,91 PLEASANT STREET,MARBLEHEAD,MA,01945,,,,,,NATIONAL GRAND BK OF MARBLEH,MARBLEHEAD,MA,295927,0,1,139,N
2013,0000000866,1,          ,                              ,                         ,  ,1,272992,0,MILFORD NB&TC                                                         ,MILFORD                  ,MA                    ,2651581,MNB BC                        ,MILFORD                  ,MA,UNITED STATES                           ,879000,0,25,2013,1,04-1620797,THE MILFORD NATIONAL BANK,300 EAST MAIN STREEET,MILFORD,MA,01757,MNB BANCORP,300 EAST MAIN STREET,MILFORD,MA,01757,MILFORD NB&TC,MILFORD,MA,272992,0,1,79,N
2013,0000000929,1,          ,                              ,                         ,  ,1,313330,0,NATIONAL UNION BK                                                     ,KINDERHOOK               ,NY                    ,2589732,KINDERHOOK BK CORP            ,KINDERHOOK               ,NY,UNITED STATES                           ,313401,0,36,2013,1,14-0913619,THE NATIONAL UNION BANK OF KIN,1 HUDSON STREET,KINDERHOOK,NY,12106,,,,,,NATIONAL UNION BK,KINDERHOOK,NY,313330,0,1,118,N
2013,0000000976,1,          ,                              ,                         ,  ,1,163133,0,PUTNAM COUNTY NB OF CARMEL                                            ,CARMEL                   ,NY                    ,0,                              ,                         ,  ,                                        ,287007,0,36,2013,1,14-0984850,PUTNAM COUNTY NATIONAL BANK,45 GLENEIDA AVENUE,CARMEL,NY,10512-0010,,,,,,PUTNAM COUNTY NB OF CARMEL,CARMEL,NY,163133,0,1,14,N
2013,0000001027,1,          ,                              ,                         ,  ,1,664859,0,LYONS NB                                                              ,LYONS                    ,NY                    ,1246476,LYONS BC                      ,LYONS                    ,NY,UNITED STATES                           ,323204,0,36,2013,1,15-0372430,THE LYONS NATIONAL BANK,35 WILLIAM STREET,LYONS,NY,14489,,,,,,LYONS NB,LYONS,NY,664859,0,1,982,N
2013,0000001083,1,          ,                              ,                         ,  ,1,137424,0,FIRST NB OF GROTON                                                    ,GROTON                   ,NY                    ,0,                              ,                         ,  ,                                        ,917500,0,36,2013,1,15-0328960,FIRST NATIONAL BANK OF GROTON,161 MAIN ST,GROTON,NY,13073,,,,,,FIRST NB OF GROTON,GROTON,NY,137424,0,1,238,N
2013,0000001154,1,          ,                              ,                         ,  ,3,284623,0,FIRST NB OF OTTAWA                                                    ,OTTAWA                   ,IL                    ,2791816,FIRST OTTAWA BSHRS            ,OTTAWA                   ,IL,UNITED STATES                           ,856243,0,17,2013,1,36-1588745,FIRST NATIONAL BANK OF OTTAWA,701 LASALLE STREET,OTTAWA,IL,61350,FIRST OTTAWA BANCSHARES,701 LASALLE STREET,OTTAWA,IL,61350,FIRST NB OF OTTAWA,OTTAWA,IL,284623,0,3,355,N
2013,0000001194,1,          ,                              ,                         ,  ,1,186075,0,ROCKPORT NB                                                           ,ROCKPORT                 ,MA                    ,2802909,ROCKPORT NAT BC               ,ROCKPORT                 ,MA,UNITED STATES                           ,555005,0,25,2013,1,04-1782774,ROCKPORT NATIONAL BANK,16 MAIN STREET,ROCKPORT,MA,01966,,,,,,ROCKPORT NB,ROCKPORT,MA,186075,0,1,107,N
2013,0000001195,1,          ,                              ,                         ,  ,1,300823,0,NATIONAL BK OF MIDDLEBURY                                             ,MIDDLEBURY               ,VT                    ,1136214,MIDDLEBURY NAT CORP           ,MIDDLEBURY               ,VT,UNITED STATES                           ,173306,0,50,2013,1,03-0143997,NATIONAL BANK OF MIDDLEBURY,PO BOX 189 30 MAIN STREET,MIDDLEBURY,VT,05753,,,,,,NATIONAL BK OF MIDDLEBURY,MIDDLEBURY,VT,300823,0,1,436,N
2013,0000001253,1,          ,                              ,                         ,  ,1,421160,0,BALLSTON SPA NB                                                       ,BALLSTON SPA             ,NY                    ,1048728,BALLSTON SPA BC               ,BALLSTON SPA             ,NY,UNITED STATES                           ,505,0,36,2013,1,14-0486153,BALLSTON SPA NATIONAL BANK,PO BOX 70,BALLSTON SPA,NY,12020,BALLSTON SPA BANCORP  INC.,990 STATE ROUTE 67,BALLSTON SPA,NY,12020,BALLSTON SPA NB,BALLSTON SPA,NY,421160,0,1,417,N
2013,0000001354,1,          ,                              ,                         ,  ,1,5986046,0,NBT BK NA                                                             ,NORWICH                  ,NY                    ,1139279,NBT BC                        ,NORWICH                  ,NY,UNITED STATES                           ,702117,0,36,2013,1,15-0395735,NBT BANK NA,52 S BROAD ST,NORWICH,NY,13815,NBT BANCORP INC,52 SOUTH BROAD ST,NORWICH,NY,13815,NBT BK NA,NORWICH,NY,5986046,0,1,5628,N
2013,0000001368,1,          ,                              ,                         ,  ,1,574914,0,COMMUNITY NB                                                          ,NEWBURY                  ,VT                    ,1115040,COMMUNITY BC                  ,DERBY                    ,VT,UNITED STATES                           ,270504,0,50,2013,1,03-0288082,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,NEWPORT,VT,05855,,,,,,COMMUNITY NB,NEWBURY,VT,574914,0,1,629,N
2013,0000001368,1,          ,                              ,                         ,  ,1,574914,0,COMMUNITY NB                                                          ,NEWBURY                  ,VT                    ,1115040,COMMUNITY BC                  ,DERBY                    ,VT,UNITED STATES                           ,270504,0,50,2013,5,95-1645266,PASADENA SERVICE FCU,670 N ROSEMEAD BLVD,PASADENA,CA,91107,,,,,,PASADENA SVC FCU,PASADENA,CA,103910,0,2,1,N
2013,0000001368,5,          ,                              ,                         ,  ,2,103910,0,PASADENA SVC FCU                                                      ,PASADENA                 ,CA                    ,0,                              ,                         ,  ,                                        ,368371,0,6,2013,1,03-0288082,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,NEWPORT,VT,05855,,,,,,COMMUNITY NB,NEWBURY,VT,574914,0,1,629,N
2013,0000001368,5,          ,                              ,                         ,  ,2,103910,0,PASADENA SVC FCU                                                      ,PASADENA                 ,CA                    ,0,                              ,                         ,  ,                                        ,368371,0,6,2013,5,95-1645266,PASADENA SERVICE FCU,670 N ROSEMEAD BLVD,PASADENA,CA,91107,,,,,,PASADENA SVC FCU,PASADENA,CA,103910,0,2,1,N
2013,0000001398,1,          ,                              ,                         ,  ,1,244378,0,NATIONAL BK OF COXSACKIE                                              ,COXSACKIE                ,NY                    ,0,                              ,                         ,  ,                                        ,234506,0,36,2013,1,14-0912110,NATIONAL BANK OF COXSACKIE,3 - 7 REED STREET,COXSACKIE,NY,12051,,,,,,NATIONAL BK OF COXSACKIE,COXSACKIE,NY,244378,0,1,182,N
2013,0000001467,1,          ,                              ,                         ,  ,4,1751541,0,LANDMARK BK NA                                                        ,COLUMBIA                 ,MO                    ,1054514,LANDRUM CO                    ,COLUMBIA                 ,MO,UNITED STATES                           ,103255,0,29,2013,1,43-0263025,LANDMARK BANK,801 E BROADWAY,COLUMBIA,MO,65201,,,,,,LANDMARK BK NA,COLUMBIA,MO,1751541,0,4,2741,N
2013,0000001493,1,          ,                              ,                         ,  ,3,698534,0,FIRST SOUTHERN NB                                                     ,LANCASTER                ,KY                    ,1247987,FIRST SOUTHERN BC             ,STANFORD                 ,KY,UNITED STATES                           ,702612,0,21,2013,1,61-0290000,FIRST SOUTHERN NATIONAL BANK,99 LANCASTER STREET,STANFORD,KY,40484,,,,,,FIRST SOUTHERN NB,LANCASTER,KY,698534,0,3,758,N
2013,0000001493,1,          ,                              ,                         ,  ,3,698534,0,FIRST SOUTHERN NB                                                     ,LANCASTER                ,KY                    ,1247987,FIRST SOUTHERN BC             ,STANFORD                 ,KY,UNITED STATES                           ,702612,0,21,2013,5,95-1683492,F&A FEDERAL CREDIT UNION,2625 CORPORATE PLACE,MONTEREY PARK,CA,91754,,,,,,F&A FCU,MONTEREY PARK,CA,1232976,0,2,623,N
2013,0000001493,5,          ,                              ,                         ,  ,2,1232976,0,F&A FCU                                                               ,MONTEREY PARK            ,CA                    ,0,                              ,                         ,  ,                                        ,304070,0,6,2013,1,61-0290000,FIRST SOUTHERN NATIONAL BANK,99 LANCASTER STREET,STANFORD,KY,40484,,,,,,FIRST SOUTHERN NB,LANCASTER,KY,698534,0,3,758,N
2013,0000001493,5,          ,                              ,                         ,  ,2,1232976,0,F&A FCU                                                               ,MONTEREY PARK            ,CA                    ,0,                              ,                         ,  ,                                        ,304070,0,6,2013,5,95-1683492,F&A FEDERAL CREDIT UNION,2625 CORPORATE PLACE,MONTEREY PARK,CA,91754,,,,,,F&A FCU,MONTEREY PARK,CA,1232976,0,2,623,N
2013,0000001750,1,          ,                              ,                         ,  ,4,779302,0,FIRST NB OF SANTA FE                                                  ,SANTA FE                 ,NM                    ,1023154,NEW MEXICO BANQUEST CORP      ,SANTA FE                 ,NM,UNITED STATES                           ,787253,0,35,2013,1,85-0067165,FIRST NATIONAL BANK SANTA FE,PO BOX 609,SANTA FE,NM,87504-0609,,,,,,FIRST NB OF SANTA FE,SANTA FE,NM,779302,0,4,284,N
2013,0000001770,1,          ,                              ,                         ,  ,4,1431785,0,BOONE CTY NB OF COLUMBIA                                              ,COLUMBIA                 ,MO                    ,1094314,CENTRAL BANCOMPANY            ,JEFFERSON CITY           ,MO,UNITED STATES                           ,299046,0,29,2013,1,43-0189015,BOONE COUNTY NATIONAL BANK,720 E BROADWAY,COLUMBIA,MO,65201,,,,,,BOONE CTY NB OF COLUMBIA,COLUMBIA,MO,1431785,0,4,1426,N
2013,0000001794,1,          ,                              ,                         ,  ,3,218653,0,FIRST NB MN                                                           ,SAINT PETER              ,MN                    ,1128460,BANCOMMUNITY SVC CORP         ,SAINT PETER              ,MN,UNITED STATES                           ,197759,0,27,2013,1,41-0519725,FIRST NATIONAL BANK MINNESOTA,500 LONG STREET,MANKATO,MN,56001,,,,,,FIRST NB MN,SAINT PETER,MN,218653,0,3,47,N
2013,0000001950,1,          ,                              ,                         ,  ,2,1064859,0,FIRST NB OF FORT SMITH                                                ,FORT SMITH               ,AR                    ,1491360,FIRST BK CORP                 ,FORT SMITH               ,AR,UNITED STATES                           ,397540,0,5,2013,1,71-0058845,FIRST NATIONAL BANK OF FORT SM,P. O. BOX 7,FORT SMITH,AR,72902,,,,,,FIRST NB OF FORT SMITH,FORT SMITH,AR,1064859,0,2,178,N
2013,0000001997,1,          ,                              ,                         ,  ,3,650852,0,NATIONAL B&TC                                                         ,WILMINGTON               ,OH                    ,1473571,NB&T FNCL GROUP ESOP          ,WILMINGTON               ,OH,UNITED STATES                           ,328423,0,39,2013,1,31-0244820,NATIONAL BANK & TRUST COMPANY,48 N. SOUTH STREET,WILMINGTON,OH,45177,NBT FINANCIAL GROUP  INC,PO BOX 711,WILMINGTON,OH,45177,NATIONAL B&TC,WILMINGTON,OH,650852,0,3,551,N
2013,0000002036,1,          ,                              ,                         ,  ,3,734977,0,VINTON CTY NB                                                         ,MC ARTHUR                ,OH                    ,1070765,COMMUNITY BSHRS               ,MCARTHUR                 ,OH,UNITED STATES                           ,754826,0,39,2013,1,31-4332540,VINTON COUNTY NATIONAL BANK,112 W MAIN ST PO BOX 460,MCARTHUR,OH,45651,COMMUNITY BANCSHARES INC,112 W MAIN ST PO BOX 460,MCARTHUR,OH,45651,VINTON CTY NB,MC ARTHUR,OH,734977,0,3,752,N
2013,0000002036,1,          ,                              ,                         ,  ,3,734977,0,VINTON CTY NB                                                         ,MC ARTHUR                ,OH                    ,1070765,COMMUNITY BSHRS               ,MCARTHUR                 ,OH,UNITED STATES                           ,754826,0,39,2013,3,56-2002355,FARMERS AND MERCHANTS BANK,138 SALISBURY AVENUE,GRANITE QUARRY,NC,28072,,,,,,FARMERS & MRCH BK,GRANITE QUARRY,NC,519009,0,5,379,N
2013,0000002036,3,          ,                              ,                         ,  ,5,519009,0,FARMERS & MRCH BK                                                     ,GRANITE QUARRY           ,NC                    ,1076619,F&M FC                        ,GRANITE QUARRY           ,NC,UNITED STATES                           ,348720,0,37,2013,1,31-4332540,VINTON COUNTY NATIONAL BANK,112 W MAIN ST PO BOX 460,MCARTHUR,OH,45651,COMMUNITY BANCSHARES INC,112 W MAIN ST PO BOX 460,MCARTHUR,OH,45651,VINTON CTY NB,MC ARTHUR,OH,734977,0,3,752,N
2013,0000002036,3,          ,                              ,                         ,  ,5,519009,0,FARMERS & MRCH BK                                                     ,GRANITE QUARRY           ,NC                    ,1076619,F&M FC                        ,GRANITE QUARRY           ,NC,UNITED STATES                           ,348720,0,37,2013,3,56-2002355,FARMERS AND MERCHANTS BANK,138 SALISBURY AVENUE,GRANITE QUARRY,NC,28072,,,,,,FARMERS & MRCH BK,GRANITE QUARRY,NC,519009,0,5,379,N
2013,0000002068,1,          ,                              ,                         ,  ,4,946494,0,FIRST DAKOTA NB                                                       ,YANKTON                  ,SD                    ,1404687,FIRST DAKOTA FC               ,YANKTON                  ,SD,UNITED STATES                           ,441256,0,46,2013,1,46-0208038,FIRST DAKOTA NATIONAL BANK,225 CEDAR STREET,YANKTON,SD,57078-0156,,,,,,FIRST DAKOTA NB,YANKTON,SD,946494,0,4,923,N
2013,0000002137,1,          ,                              ,                         ,  ,1,8347902,0,NATIONAL PENN BK                                                      ,BOYERTOWN                ,PA                    ,1117026,NATIONAL PENN BSHRS           ,BOYERTOWN                ,PA,UNITED STATES                           ,802110,0,42,2013,1,23-0906608,NATIONAL PENN BANK,PO BOX 547,BOYERTOWN,PA,19512,NATIONAL PENN BANCSHARES INC.,PO BOX 547,BOYERTOWN,PA,19512,NATIONAL PENN BK,BOYERTOWN,PA,8347902,0,1,3682,N
2013,0000002221,1,          ,                              ,                         ,  ,2,502761,0,FIRST NB OF MCMINNVILLE                                               ,MC MINNVILLE             ,TN                    ,1086449,FIRST MCMINNVILLE CORP        ,MCMINNVILLE              ,TN,UNITED STATES                           ,87234,0,47,2013,1,62-1203303,FNB OF MCMINNVILLE,200 EAST MAIN ST,MCMINNVILLE,TN,37110,FIRST MCMINNVILLE CORPORATION,200 EAST MAIN ST,MCMINNVILLE,TN,37110,FIRST NB OF MCMINNVILLE,MC MINNVILLE,TN,502761,0,2,735,N
2013,0000002234,1,          ,                              ,                         ,  ,3,4285219,0,FIRST MRCH BK NA                                                      ,MUNCIE                   ,IN                    ,1208559,FIRST MRCH CORP               ,MUNCIE                   ,IN,UNITED STATES                           ,17147,0,18,2013,1,35-0508403,FIRST MERCHANTS BANK  NA,200 E. JACKSON ST.,MUNCIE,IN,47305,,,,,,FIRST MRCH BK NA,MUNCIE,IN,4285219,0,3,5005,N
2013,0000002242,1,          ,                              ,                         ,  ,3,208482,0,HAVANA NB                                                             ,HAVANA                   ,IL                    ,2909853,COMMUNITY INV GRP             ,HAVANA                   ,IL,UNITED STATES                           ,940731,0,17,2013,1,37-0317760,HAVANA NATIONAL BANK,112 S ORANGE,HAVANA,IL,62644,,,,,,HAVANA NB,HAVANA,IL,208482,0,3,68,N
2013,0000002302,1,          ,                              ,                         ,  ,3,133012,0,FIRST NB                                                              ,BELLEVUE                 ,OH                    ,1071258,FIRST BSHRS                   ,BELLEVUE                 ,OH,UNITED STATES                           ,243414,0,39,2013,1,34-4186000,FIRST NATIONAL BANK,120 NORTH ST,BELLEVUE,OH,44811,,,,,,FIRST NB,BELLEVUE,OH,133012,0,3,185,N
2013,0000002311,1,          ,                              ,                         ,  ,1,2525375,0,CAMDEN NB                                                             ,CAMDEN                   ,ME                    ,1130249,CAMDEN NAT CORP               ,CAMDEN                   ,ME,UNITED STATES                           ,593007,0,23,2013,1,01-0039505,CAMDEN NATIONAL BANK,2 ELM STREET,CAMDEN,ME,04856,CAMDEN NATIONAL CORPORATION,245 COMMERCIAL STREET,ROCKPORT,ME,04856,CAMDEN NB,CAMDEN,ME,2525375,0,1,1948,N
2013,0000002360,1,          ,                              ,                         ,  ,3,786912,0,LCNB NB                                                               ,LEBANON                  ,OH                    ,2759900,LCNB CORP                     ,LEBANON                  ,OH,UNITED STATES                           ,785923,0,39,2013,1,31-0352330,LCNB NATIONAL BANK,2 N BROADWAY,LEBANON,OH,45036,,,,,,LCNB NB,LEBANON,OH,786912,0,3,780,N
2013,0000002449,1,          ,                              ,                         ,  ,3,561763,0,MERCHANTS NB                                                          ,HILLSBORO                ,OH                    ,2485487,MERCHANTS BC                  ,HILLSBORO                ,OH,UNITED STATES                           ,701222,0,39,2013,1,31-0373340,MERCHANTS NATIONAL BANK,100 NORTH HIGH STREET,HILLSBORO,OH,45133,,,,,,MERCHANTS NB,HILLSBORO,OH,561763,0,3,729,N
2013,0000002477,1,          ,                              ,                         ,  ,2,207895,0,FIRST NB                                                              ,WEATHERFORD              ,TX                    ,1105751,FIRST BAIRD BSHRS             ,BEDFORD                  ,TX,UNITED STATES                           ,614368,0,48,2013,1,75-0641890,FIRST NATIONAL BANK OF WEATHER,220 PALO PINTO ST,WEATHERFORD,TX,76086,,,,,,FIRST NB,WEATHERFORD,TX,207895,0,2,39,N
2013,0000002477,1,          ,                              ,                         ,  ,2,207895,0,FIRST NB                                                              ,WEATHERFORD              ,TX                    ,1105751,FIRST BAIRD BSHRS             ,BEDFORD                  ,TX,UNITED STATES                           ,614368,0,48,2013,3,39-0147650,BANK OF DEERFIELD,15 SOUTH MAIN STREET,DEERFIELD,WI,53531-9456,,,,,,BANK OF DEERFIELD,DEERFIELD,WI,109851,0,9,295,N
2013,0000002477,3,          ,                              ,                         ,  ,9,109851,0,BANK OF DEERFIELD                                                     ,DEERFIELD                ,WI                    ,1416738,DEERFIELD FC                  ,MADISON                  ,WI,UNITED STATES                           ,588245,0,55,2013,1,75-0641890,FIRST NATIONAL BANK OF WEATHER,220 PALO PINTO ST,WEATHERFORD,TX,76086,,,,,,FIRST NB,WEATHERFORD,TX,207895,0,2,39,N
