activity year_x,respondent id,agency code_x,parent respondent id,parent name (panel),parent city (panel),parent state (panel),region,assets_x,other lender code_x,respondent name (panel)_x,respondent city (panel)_x,respondent state (panel)_x,top holder rssd id,top holder name,top holder city,top holder state,top holder country,respondent rssd id,parent rssd id,respondent fips state number,activity year_y,agency code_y,federal tax id,respondent name,respondent mailing address,respondent city,respondent state,respondent zip code,parent name,parent address,parent city,parent state,parent zip code,respondent name (panel)_y,respondent city (panel)_y,respondent state (panel)_y,assets_y,other lender code_y,region code,lar count,validity error
2014,0000000324,3,          ,                              ,                         ,  ,13,366409,0,CITIZENS BK                                                           ,COLUMBIA                 ,MS                    ,1246681,CITIZENS CORP                 ,COLUMBIA                 ,MS,UNITED STATES                           ,514132,0,28,2014,3,64-0750822,CITIZENS BANK,814 MAIN STREET,COLUMBIA,MS,39429,,,,,,CITIZENS BK,COLUMBIA,MS,366409,0,13,670,N
2014,0000000325,1,          ,                              ,                         ,  ,1,348886,0,FNB BK NA                                                             ,DANVILLE                 ,PA                    ,1117129,FULTON FNCL CORP              ,LANCASTER                ,PA,UNITED STATES                           ,131418,0,42,2014,1,24-0558097,FNB BANK  NA,354 MILL STREET,DANVILLE,PA,17821,FULTON FINANCIAL CORPORATION,ONE PENN SQUARE,LANCASTER,PA,17604,FNB BK NA,DANVILLE,PA,348886,0,1,393,N
2014,0000000347,1,          ,                              ,                         ,  ,3,58525,0,FIRST NB LACON                                                        ,LACON                    ,IL                    ,1208988,FIRST LACON CORP              ,LACON                    ,IL,UNITED STATES                           ,824738,0,17,2014,1,36-1078900,THE 1ST NATIONAL BANK OF LACON,111 S BROAD ST,LACON,IL,61540,,,,,,FIRST NB LACON,LACON,IL,58525,0,3,16,N
2014,0000000446,1,          ,                              ,                         ,  ,1,1430810,0,FIRST NA                                                              ,DAMARISCOTTA             ,ME                    ,1133932,FIRST BC                      ,DAMARISCOTTA             ,ME,UNITED STATES                           ,439404,0,23,2014,1,01-0067810,THE FIRST  N.A.,P.O. BOX 940,DAMARISCOTTA,ME,04543,THE FIRST BANCORP  INC.,PO BOX 940,DAMARISCOTTA,ME,04543,FIRST NA,DAMARISCOTTA,ME,1430810,0,1,683,N
2014,0000000497,1,          ,                              ,                         ,  ,1,234218,0,FIRST NB                                                              ,SUFFIELD                 ,CT                    ,3431007,FIRST SUFFIELD FNCL           ,SUFFIELD                 ,CT,UNITED STATES                           ,115100,0,9,2014,1,06-0343370,THE FIRST NATIONAL BANK OF SUF,30 BRIDGE STREET  P.O. BOX 96,SUFFIELD,CT,06078,FIRST SUFFIELD FINANCIAL INC.,30 BRIDGE STREET  P.O. BOX 96,SUFFIELD,CT,06078,FIRST NB,SUFFIELD,CT,234218,0,1,188,N
2014,0000000644,1,          ,                              ,                         ,  ,1,582235,0,HONESDALE NB                                                          ,HONESDALE                ,PA                    ,1144107,HONAT BC                      ,HONESDALE                ,PA,UNITED STATES                           ,465618,0,42,2014,1,24-0614415,THE HONESDALE NATIONAL BANK,733 MAIN ST  PO BOX 350,HONESDALE,PA,18431,,,,,,HONESDALE NB,HONESDALE,PA,582235,0,1,494,N
2014,0000000644,1,          ,                              ,                         ,  ,1,582235,0,HONESDALE NB                                                          ,HONESDALE                ,PA                    ,1144107,HONAT BC                      ,HONESDALE                ,PA,UNITED STATES                           ,465618,0,42,2014,5,93-0256725,TRAILHEAD CREDIT UNION,221 NW SECOND AVE SUITE 100,PORTLAND,OR,97209,,,,,,TRAILHEAD FCU,PORTLAND,OR,93469,0,5,69,N
2014,0000000644,5,          ,                              ,                         ,  ,5,93469,0,TRAILHEAD FCU                                                         ,PORTLAND                 ,OR                    ,0,                              ,                         ,  ,                                        ,127475,0,41,2014,1,24-0614415,THE HONESDALE NATIONAL BANK,733 MAIN ST  PO BOX 350,HONESDALE,PA,18431,,,,,,HONESDALE NB,HONESDALE,PA,582235,0,1,494,N
2014,0000000644,5,          ,                              ,                         ,  ,5,93469,0,TRAILHEAD FCU                                                         ,PORTLAND                 ,OR                    ,0,                              ,                         ,  ,                                        ,127475,0,41,2014,5,93-0256725,TRAILHEAD CREDIT UNION,221 NW SECOND AVE SUITE 100,PORTLAND,OR,97209,,,,,,TRAILHEAD FCU,PORTLAND,OR,93469,0,5,69,N
2014,0000000661,1,          ,                              ,                         ,  ,1,661484,0,DNB FIRST NA                                                          ,DOWNINGTOWN              ,PA                    ,1117455,DNB FNCL CORP                 ,DOWNINGTOWN              ,PA,UNITED STATES                           ,71318,0,42,2014,1,23-0534545,DNB FIRST  NA,4 BRANDYWINE AVE,DOWNINGTOWN,PA,19335,,,,,,DNB FIRST NA,DOWNINGTOWN,PA,661484,0,1,202,N
2014,0000000676,1,          ,                              ,                         ,  ,1,282416,0,NATIONAL GRAND BK OF MARBLEH                                          ,MARBLEHEAD               ,MA                    ,1115406,GRAND BK CORP                 ,MARBLEHEAD               ,MA,UNITED STATES                           ,863607,0,25,2014,1,04-2832782,NATIONAL GRAND BANK,91 PLEASANT ST,MARBLEHEAD,MA,01945,,,,,,NATIONAL GRAND BK OF MARBLEH,MARBLEHEAD,MA,282416,0,1,79,N
2014,0000000866,1,          ,                              ,                         ,  ,1,281048,0,MILFORD NB&TC                                                         ,MILFORD                  ,MA                    ,2651581,MNB BC                        ,MILFORD                  ,MA,UNITED STATES                           ,879000,0,25,2014,1,04-1620797,THE MILFORD NATIONAL BANK,300 EAST MAIN STREET,MILFORD,MA,01757,MNB BANCORP,300 EAST MAIN STREET,MILFORD,MA,01757,MILFORD NB&TC,MILFORD,MA,281048,0,1,43,N
2014,0000000929,1,          ,                              ,                         ,  ,1,329840,0,NATIONAL UNION BK                                                     ,KINDERHOOK               ,NY                    ,2589732,KINDERHOOK BK CORP            ,KINDERHOOK               ,NY,UNITED STATES                           ,313401,0,36,2014,1,14-0913619,THE NATIONAL UNION BANK OF KIN,1 HUDSON STREET,KINDERHOOK,NY,12106,,,,,,NATIONAL UNION BK,KINDERHOOK,NY,329840,0,1,109,N
2014,0000000976,1,          ,                              ,                         ,  ,1,157357,0,PUTNAM COUNTY NB OF CARMEL                                            ,CARMEL                   ,NY                    ,0,                              ,                         ,  ,                                        ,287007,0,36,2014,1,14-0984850,PUTNAM COUNTY NATIONAL BANK,PO BOX 10,CARMEL,NY,10512-0010,,,,,,PUTNAM COUNTY NB OF CARMEL,CARMEL,NY,157357,0,1,20,N
2014,0000001027,1,          ,                              ,                         ,  ,1,732384,0,LYONS NB                                                              ,LYONS                    ,NY                    ,1246476,LYONS BC                      ,LYONS                    ,NY,UNITED STATES                           ,323204,0,36,2014,1,15-0372430,THE LYONS NATIONAL BANK,35 WILLIAM STREET,LYONS,NY,14489,,,,,,LYONS NB,LYONS,NY,732384,0,1,842,N
2014,0000001083,1,          ,                              ,                         ,  ,1,142968,0,FIRST NB OF GROTON                                                    ,GROTON                   ,NY                    ,0,                              ,                         ,  ,                                        ,917500,0,36,2014,1,15-0328960,THE FIRST NATL BANK OF GROTON,161 MAIN ST,GROTON,NY,13073,,,,,,FIRST NB OF GROTON,GROTON,NY,142968,0,1,226,N
2014,0000001154,1,          ,                              ,                         ,  ,3,271496,0,FIRST NB OF OTTAWA                                                    ,OTTAWA                   ,IL                    ,2791816,FIRST OTTAWA BSHRS            ,OTTAWA                   ,IL,UNITED STATES                           ,856243,0,17,2014,1,36-1588745,FIRST NATIONAL BANK OF OTTAWA,701 LASALLE STREET,OTTAWA,IL,61350,FIRST OTTAWA BANCSHARES,701 LASALLE STREET,OTTAWA,IL,61350,FIRST NB OF OTTAWA,OTTAWA,IL,271496,0,3,232,N
2014,0000001195,1,          ,                              ,                         ,  ,1,301363,0,NATIONAL BK OF MIDDLEBURY                                             ,MIDDLEBURY               ,VT                    ,1136214,MIDDLEBURY NAT CORP           ,MIDDLEBURY               ,VT,UNITED STATES                           ,173306,0,50,2014,1,03-0143997,NATIONAL BANK OF MIDDLEBURY,30 MAIN STREET,MIDDLEBURY,VT,05753,,,,,,NATIONAL BK OF MIDDLEBURY,MIDDLEBURY,VT,301363,0,1,319,N
2014,0000001253,1,          ,                              ,                         ,  ,1,406809,0,BALLSTON SPA NB                                                       ,BALLSTON SPA             ,NY                    ,1048728,BALLSTON SPA BC               ,BALLSTON SPA             ,NY,UNITED STATES                           ,505,0,36,2014,1,14-0486153,BALLSTON SPA NATIONAL BANK,PO BOX 70,BALLSTON SPA,NY,12020,BALLSTON SPA BANCORP  INC.,990 STATE ROUTE 67,BALLSTON SPA,NY,12020,BALLSTON SPA NB,BALLSTON SPA,NY,406809,0,1,311,N
2014,0000001354,1,          ,                              ,                         ,  ,1,7581736,0,NBT BK NA                                                             ,NORWICH                  ,NY                    ,1139279,NBT BC                        ,NORWICH                  ,NY,UNITED STATES                           ,702117,0,36,2014,1,15-0395735,NBT BANK NA,52 S BROAD ST,NORWICH,NY,13815,NBT BANCORP INC,52 SOUTH BROAD ST,NORWICH,NY,13815,NBT BK NA,NORWICH,NY,7581736,0,1,3768,N
2014,0000001368,1,          ,                              ,                         ,  ,1,573045,0,COMMUNITY NB                                                          ,DERBY                    ,VT                    ,1115040,COMMUNITY BC                  ,DERBY                    ,VT,UNITED STATES                           ,270504,0,50,2014,1,03-0288082,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,NEWPORT,VT,05829,,,,,,COMMUNITY NB,DERBY,VT,573045,0,1,360,N
2014,0000001368,1,          ,                              ,                         ,  ,1,573045,0,COMMUNITY NB                                                          ,DERBY                    ,VT                    ,1115040,COMMUNITY BC                  ,DERBY                    ,VT,UNITED STATES                           ,270504,0,50,2014,5,95-1645266,PASADENA SERVICE FCU,670 N ROSEMEAD BLVD,PASADENA,CA,91107,,,,,,PASADENA SVC FCU,PASADENA,CA,105386,0,2,6,N
2014,0000001368,5,          ,                              ,                         ,  ,2,105386,0,PASADENA SVC FCU                                                      ,PASADENA                 ,CA                    ,0,                              ,                         ,  ,                                        ,368371,0,6,2014,1,03-0288082,COMMUNITY NATIONAL BANK,4811 US ROUTE 5,NEWPORT,VT,05829,,,,,,COMMUNITY NB,DERBY,VT,573045,0,1,360,N
2014,0000001368,5,          ,                              ,                         ,  ,2,105386,0,PASADENA SVC FCU                                                      ,PASADENA                 ,CA                    ,0,                              ,                         ,  ,                                        ,368371,0,6,2014,5,95-1645266,PASADENA SERVICE FCU,670 N ROSEMEAD BLVD,PASADENA,CA,91107,,,,,,PASADENA SVC FCU,PASADENA,CA,105386,0,2,6,N
2014,0000001398,1,          ,                              ,                         ,  ,1,267012,0,NATIONAL BK OF COXSACKIE                                              ,COXSACKIE                ,NY                    ,0,                              ,                         ,  ,                                        ,234506,0,36,2014,1,14-0912110,NATIONAL BANK OF COXSACKIE,3 - 7 REED STREET,COXSACKIE,NY,12051,,,,,,NATIONAL BK OF COXSACKIE,COXSACKIE,NY,267012,0,1,188,N
2014,0000001467,1,          ,                              ,                         ,  ,4,1928226,0,LANDMARK BK NA                                                        ,COLUMBIA                 ,MO                    ,1054514,LANDRUM CO                    ,COLUMBIA                 ,MO,UNITED STATES                           ,103255,0,29,2014,1,43-0263025,LANDMARK BANK,801 E BROADWAY,COLUMBIA,MO,65201,,,,,,LANDMARK BK NA,COLUMBIA,MO,1928226,0,4,2070,N
2014,0000001493,1,          ,                              ,                         ,  ,3,701667,0,FIRST SOUTHERN NB                                                     ,LANCASTER                ,KY                    ,1247987,FIRST SOUTHERN BC             ,STANFORD                 ,KY,UNITED STATES                           ,702612,0,21,2014,1,61-0290000,FIRST SOUTHERN NATIONAL BANK,99 LANCASTER STREET,STANFORD,KY,40484,,,,,,FIRST SOUTHERN NB,LANCASTER,KY,701667,0,3,579,N
2014,0000001493,1,          ,                              ,                         ,  ,3,701667,0,FIRST SOUTHERN NB                                                     ,LANCASTER                ,KY                    ,1247987,FIRST SOUTHERN BC             ,STANFORD                 ,KY,UNITED STATES                           ,702612,0,21,2014,5,95-1683492,F&A FEDERAL CREDIT UNION,2625 CORPORATE PLACE,MONTEREY PARK,CA,91754,,,,,,F&A FCU,MONTEREY PARK,CA,1261648,0,2,398,N
2014,0000001493,5,          ,                              ,                         ,  ,2,1261648,0,F&A FCU                                                               ,MONTEREY PARK            ,CA                    ,0,                              ,                         ,  ,                                        ,304070,0,6,2014,1,61-0290000,FIRST SOUTHERN NATIONAL BANK,99 LANCASTER STREET,STANFORD,KY,40484,,,,,,FIRST SOUTHERN NB,LANCASTER,KY,701667,0,3,579,N
2014,0000001493,5,          ,                              ,                         ,  ,2,1261648,0,F&A FCU                                                               ,MONTEREY PARK            ,CA                    ,0,                              ,                         ,  ,                                        ,304070,0,6,2014,5,95-1683492,F&A FEDERAL CREDIT UNION,2625 CORPORATE PLACE,MONTEREY PARK,CA,91754,,,,,,F&A FCU,MONTEREY PARK,CA,1261648,0,2,398,N
2014,0000001750,1,          ,                              ,                         ,  ,4,1703005,0,FIRST NB OF SANTA FE                                                  ,ALBUQUERQUE              ,NM                    ,4135209,STRATEGIC GROWTH BK           ,EL PASO                  ,TX,UNITED STATES                           ,787253,0,35,2014,1,85-0067165,FIRST NATIONAL BANK OF SANTA F,PO BOX 609,SANTA FE,NM,57504-0609,,,,,,FIRST NB OF SANTA FE,ALBUQUERQUE,NM,1703005,0,4,217,N
2014,0000001770,1,          ,                              ,                         ,  ,4,1418776,0,BOONE CTY NB OF COLUMBIA                                              ,COLUMBIA                 ,MO                    ,1094314,CENTRAL BANCOMPANY INC        ,JEFFERSON CITY           ,MO,UNITED STATES                           ,299046,0,29,2014,1,43-0189015,BOONE COUNTY NATIONAL BANK,8TH & BROADWAY P O BOX 678,COLUMBIA,MO,65205,,,,,,BOONE CTY NB OF COLUMBIA,COLUMBIA,MO,1418776,0,4,945,N
2014,0000001794,1,          ,                              ,                         ,  ,3,188710,0,FIRST NB MN                                                           ,SAINT PETER              ,MN                    ,1128460,BANCOMMUNITY SVC CORP         ,SAINT PETER              ,MN,UNITED STATES                           ,197759,0,27,2014,1,41-0519725,FIRST NATIONAL BANK MINNESOTA,500 LONG STREET,MANKATO,MN,56001,,,,,,FIRST NB MN,SAINT PETER,MN,188710,0,3,35,N
2014,0000001926,1,          ,                              ,                         ,  ,3,115948,0,FIRST NB&TC                                                           ,CLINTON                  ,IL                    ,1203198,FIRST CLINTON BC              ,CLINTON                  ,IL,UNITED STATES                           ,32234,0,17,2014,1,37-0245730,FIRST NATIONAL BANK AND TRUST,P.O. BOX 191  2 KELLI CT,CLINTON,IL,61727,FIRST NATIONAL BANK & TRUST CO,PO BOX 191,CLINTON,IL,61727,FIRST NB&TC,CLINTON,IL,115948,0,3,20,N
2014,0000001950,1,          ,                              ,                         ,  ,2,1071152,0,FIRST NB OF FORT SMITH                                                ,FORT SMITH               ,AR                    ,1491360,FIRST BK CORP                 ,FORT SMITH               ,AR,UNITED STATES                           ,397540,0,5,2014,1,71-0058845,FIRST NATIONAL BANK,P O BOX 7,FORT SMITH,AR,72902,FIRST NATIONAL BANK OF FORT SM,600 GARRISON AVENUE,FORT SMITH,AR,72901,FIRST NB OF FORT SMITH,FORT SMITH,AR,1071152,0,2,275,N
2014,0000001997,1,          ,                              ,                         ,  ,3,637708,0,NATIONAL B&TC                                                         ,WILMINGTON               ,OH                    ,1473571,NB&T FNCL GROUP ESOP          ,WILMINGTON               ,OH,UNITED STATES                           ,328423,0,39,2014,1,31-0244820,THE NATIONAL BANK AND TRUST CO,48 N SOUTH STREET,WILMINGTON,OH,45177,NBT FINANCIAL GROUP INC,PO BOX 711,WILMINGTON,OH,45177,NATIONAL B&TC,WILMINGTON,OH,637708,0,3,403,N
2014,0000002036,1,          ,                              ,                         ,  ,3,749215,0,THE VINTON CTY NB                                                     ,MC ARTHUR                ,OH                    ,1070765,COMMUNITY BSHRS               ,MCARTHUR                 ,OH,UNITED STATES                           ,754826,0,39,2014,1,31-4332540,VINTON COUNTY NATIONAL BANK,112 W MAIN ST PO BOX 460,MCARTHUR,OH,45651,COMMUNITY BANCSHARES INC,112 W MAIN ST PO BOX 460,MCARTHUR,OH,45651,THE VINTON CTY NB,MC ARTHUR,OH,749215,0,3,624,N
2014,0000002036,1,          ,                              ,                         ,  ,3,749215,0,THE VINTON CTY NB                                                     ,MC ARTHUR                ,OH                    ,1070765,COMMUNITY BSHRS               ,MCARTHUR                 ,OH,UNITED STATES                           ,754826,0,39,2014,3,56-2002355,FARMERS AND MERCHANTS BANK,138 SALISBURY AVENUE,GRANITE QUARRY,NC,28072,,,,,,FARMERS & MRCH BK,GRANITE QUARRY,NC,495545,0,5,247,N
2014,0000002036,3,          ,                              ,                         ,  ,5,495545,0,FARMERS & MRCH BK                                                     ,GRANITE QUARRY           ,NC                    ,1076619,F&M FC                        ,GRANITE QUARRY           ,NC,UNITED STATES                           ,348720,0,37,2014,1,31-4332540,VINTON COUNTY NATIONAL BANK,112 W MAIN ST PO BOX 460,MCARTHUR,OH,45651,COMMUNITY BANCSHARES INC,112 W MAIN ST PO BOX 460,MCARTHUR,OH,45651,THE VINTON CTY NB,MC ARTHUR,OH,749215,0,3,624,N
2014,0000002036,3,          ,                              ,                         ,  ,5,495545,0,FARMERS & MRCH BK                                                     ,GRANITE QUARRY           ,NC                    ,1076619,F&M FC                        ,GRANITE QUARRY           ,NC,UNITED STATES                           ,348720,0,37,2014,3,56-2002355,FARMERS AND MERCHANTS BANK,138 SALISBURY AVENUE,GRANITE QUARRY,NC,28072,,,,,,FARMERS & MRCH BK,GRANITE QUARRY,NC,495545,0,5,247,N
2014,0000002068,1,          ,                              ,                         ,  ,4,1011858,0,FIRST DAKOTA NB                                                       ,YANKTON                  ,SD                    ,1404687,FIRST DAKOTA FC               ,YANKTON                  ,SD,UNITED STATES                           ,441256,0,46,2014,1,46-0208038,FIRST DAKOTA NATIONAL BANK,225 CEDAR ST,YANKTON,SD,57078-0156,,,,,,FIRST DAKOTA NB,YANKTON,SD,1011858,0,4,612,N
2014,0000002137,1,          ,                              ,                         ,  ,1,8450154,0,NATIONAL PENN BK                                                      ,BOYERTOWN                ,PA                    ,1117026,NATIONAL PENN BSHRS           ,ALLENTOWN                ,PA,UNITED STATES                           ,802110,0,42,2014,1,23-0906608,NATIONAL PENN BANK,PO BOX 547,BOYERTOWN,PA,19512,NATIONAL PENN BANCSHARES INC.,PO BOX 547,BOYERTOWN,PA,19512,NATIONAL PENN BK,BOYERTOWN,PA,8450154,0,1,3460,N
2014,0000002221,1,          ,                              ,                         ,  ,2,474289,0,FIRST NB OF MCMINNVILLE                                               ,MC MINNVILLE             ,TN                    ,1086449,FIRST MCMINNVILLE CORP        ,MCMINNVILLE              ,TN,UNITED STATES                           ,87234,0,47,2014,1,62-1203303,FNB OF MCMINNVILLE,200 EAST MAIN STREET,MCMINNVILLE,TN,37110,FIRST MCMINNVILLE CORPORATION,200 EAST MAIN STREET,MCMINNVILLE,TN,37110,FIRST NB OF MCMINNVILLE,MC MINNVILLE,TN,474289,0,2,781,N
2014,0000002234,1,          ,                              ,                         ,  ,3,5417382,0,FIRST MRCH BK NA                                                      ,MUNCIE                   ,IN                    ,1208559,FIRST MRCHS CORP              ,MUNCIE                   ,IN,UNITED STATES                           ,17147,0,18,2014,1,35-0508403,FIRST MERCHANTS BANK  NA,200 E. JACKSON ST.,MUNCIE,IN,47305,,,,,,FIRST MRCH BK NA,MUNCIE,IN,5417382,0,3,4142,N
2014,0000002242,1,          ,                              ,                         ,  ,3,217020,0,HAVANA NB                                                             ,HAVANA                   ,IL                    ,2909853,COMMUNITY INV GRP             ,HAVANA                   ,IL,UNITED STATES                           ,940731,0,17,2014,1,37-0317760,HAVANA NATIONAL BANK,112 S ORANGE ST PO BOX 200,HAVANA,IL,62644,,,,,,HAVANA NB,HAVANA,IL,217020,0,3,87,N
2014,0000002302,1,          ,                              ,                         ,  ,3,154214,0,FIRST NB                                                              ,BELLEVUE                 ,OH                    ,1071258,FIRST BSHRS                   ,BELLEVUE                 ,OH,UNITED STATES                           ,243414,0,39,2014,1,34-4186000,FIRST NATIONAL BANK OF BELLEVU,120 NORTH STREET,BELLEVUE,OH,44811-1422,,,,,,FIRST NB,BELLEVUE,OH,154214,0,3,151,N
2014,0000002311,1,          ,                              ,                         ,  ,1,2577201,0,CAMDEN NB                                                             ,CAMDEN                   ,ME                    ,1130249,CAMDEN NAT CORP               ,CAMDEN                   ,ME,UNITED STATES                           ,593007,0,23,2014,1,01-0039505,CAMDEN NATIONAL BANK,2 ELM STREET,CAMDEN,ME,04856,CAMDEN NATIONAL CORPORATION,245 COMMERCIAL STREET,ROCKPORT,ME,04856,CAMDEN NB,CAMDEN,ME,2577201,0,1,1183,N
2014,0000002360,1,          ,                              ,                         ,  ,3,929782,0,LCNB NB                                                               ,LEBANON                  ,OH                    ,2759900,LCNB CORP                     ,LEBANON                  ,OH,UNITED STATES                           ,785923,0,39,2014,1,31-0352330,LCNB NATIONAL BANK,2 N BROADWAY,LEBANON,OH,45036,,,,,,LCNB NB,LEBANON,OH,929782,0,3,728,N
2014,0000002477,1,          ,                              ,                         ,  ,2,190292,0,FIRST NB                                                              ,WEATHERFORD              ,TX                    ,1105751,FIRST BAIRD BSHRS             ,BEDFORD                  ,TX,UNITED STATES                           ,614368,0,48,2014,1,75-0641890,FIRST NATIONAL BANK OF WEATHER,220 PALO PINTO,WEATHERFORD,TX,76086,,,,,,FIRST NB,WEATHERFORD,TX,190292,0,2,47,N
