activity_year_x,upper,tax_id,agency_code_x,id_2017,respondent_rssd,respondent_name_x,respondent_state_x,respondent_city_x,assets,other_lender_code,parent_rssd,parent_name,topholder_rssd,topholder_name,activity_year_y,calendar_quarter,lei,agency_code_y,respondent_name_y,respondent_state_y,respondent_city_y,respondent_zip_code,lar_count
2021,549300I1IE35O2I0WT71,25-0988279,1,188177,188177,Westmoreland Federal Savings,PA,Latrobe,172696,0,-1,,-1,,2021,4,549300I1IE35O2I0WT71,1,Westmoreland Federal,PA,Latrobe,15650,121
2021,549300XYLNCM8KWF7B15,86-6050959,5,645894,645894,TRUWEST Credit Union,AZ,Tempe,1213836,0,-1,,-1,,2021,4,549300XYLNCM8KWF7B15,5,TruWest Credit Union,AZ,Tempe,85281,2366
2021,549300LT75BG7Z054795,52-1867436,7,4877910,4877910,BAY CAPITAL MORTGAGE CORPORATION,MD,ANNAPOLIS,-1,3,-1,,-1,,2021,4,549300LT75BG7Z054795,7,Bay Capital Mortgage Corporation,MD,Annapolis,21401,3507
2021,254900FFZUXK3B729T97,87-0229235,5,467890,467890,Deseret First Credit Union,UT,West Valley City,712986,0,-1,,-1,,2021,4,254900FFZUXK3B729T97,5,Deseret First Credit Union,UT,West Valley City,84120,1487
2021,254900YN8ERRLHZ0YF62,25-0732150,5,406693,406693,Riverset Credit Union,PA,Pittsburgh,110491,0,-1,,-1,,2021,4,254900YN8ERRLHZ0YF62,5,Riverset Credit Union,PA,Wexford,15090-7600,17
2021,549300C0SKCK5G4RX330,24-0528723,3,881012,881012,First Columbia Bank & Trust Co.,PA,Bloomsburg,738419,0,1118283,,1118283,"CCFNB BANCORP, INC.",2021,4,549300C0SKCK5G4RX330,3,First Columbia Bank & Trust Co.,PA,Bloomsburg,17815,793
2021,54930018CRFUH37BKR13,56-0220355,3,348720,348720,Farmers & Merchants Bank,NC,Salisbury,651435,0,1076619,,1076619,F & M FINANCIAL CORPORATION,2021,4,54930018CRFUH37BKR13,3,Farmers & Merchants Bank,NC,Granite Quarry,28072,203
2021,549300LUMAIOXHIFK142,74-1396345,5,735580,735580,Cy-Fair Federal Credit Union,TX,Houston,263804,0,-1,,-1,,2021,4,549300LUMAIOXHIFK142,5,CY-FAIR FEDERAL CREDIT UNION,TX,Houston,77065,51
2021,549300JX4XZ2XQAMU684,74-1321144,5,585495,585495,ASSOCIATED CREDIT UNION OF TEXAS,TX,League City,419985,0,-1,,-1,,2021,4,549300JX4XZ2XQAMU684,5,ASSOCIATED CREDIT UNION OF TX,TX,LEAGUE CITY,77573,245
2021,549300E2QBYW1NW41140,01-0216309,5,811372,811372,MAINE FAMILY,ME,Lewiston,176635,0,-1,,-1,,2021,4,549300E2QBYW1NW41140,5,Maine Family Federal Credit Union,ME,Lewiston,04240,266
2021,5493003JGY7VFGEGT744,75-0749819,3,561864,561864,Southwest Bank,TX,Odessa,456302,0,4415929,,4415929,"ODESSA SOUTHWEST BANCSHARES, INC.",2021,4,5493003JGY7VFGEGT744,3,Southwest Bank,TX,Odessa,79762,576
2021,5493009DQQ81725XIJ49,47-0803224,2,554857,554857,Five Points Bank,NE,Grand Island,1284481,0,2482196,,2482196,HOMETOWN BANC CORP,2021,4,5493009DQQ81725XIJ49,2,FIVE POINTS BANK,NE,GRAND ISLAND,68802,755
2021,254900WNJM89PTUDS223,26-1441291,3,3614846,3614846,Nebraska Bank of Commerce,NE,LINCOLN,151019,0,4181130,,4181130,NBC BANCSHARES LLC,2021,4,254900WNJM89PTUDS223,3,Nebraska Bank of Commerce,NE,Lincoln,68516,91
2021,549300V1L2AOAAI26J57,61-0305670,3,271341,271341,Peoples Bank,KY,Lebanon,85717,0,1099999,,1099999,"CROSSROADS BANCORP, INC.",2021,4,549300V1L2AOAAI26J57,3,PEOPLES BANK MT WASHINGTON,KY,MT WASHINGTON,40047,155
2021,549300C4YZ9QY31U5912,58-0163257,3,1011638,1011638,PrimeSouth Bank,GA,Blackshear,685696,0,1841321,,2135812,"JONES BANCSHARES, L.P.",2021,4,549300C4YZ9QY31U5912,3,PrimeSouth Bank,GA,Blackshear,31516,503
2021,549300MSU5WVAU4ZN645,25-0444380,1,961624,961624,"Dollar Bank, Federal Savings Bank",PA,Pittsburgh,9043235,0,5218097,,5218097,DOLLAR MUTUAL BANCORP,2021,4,549300MSU5WVAU4ZN645,1,"DOLLAR BANK, FSB",PA,PITTSBURGH,15222-1004,12315
2021,549300U8DCOOTG96YM89,91-0619653,3,429487,429487,Sound Community Bank,WA,Seattle,719853,0,3843646,,3843646,"SOUND FINANCIAL BANCORP, INC.",2021,4,549300U8DCOOTG96YM89,3,Sound Community Bank,WA,Seattle,98121,892
2021,549300RP00N9TM7RLE66,72-0124830,3,213538,213538,Bank of Abbeville & Trust Company,LA,Abbeville,173235,0,-1,,-1,,2021,4,549300RP00N9TM7RLE66,3,Bank of Abbeville and Trust Company,LA,Abbeville,70510,319
2021,549300TCY9QY8BRDQJ12,11-2590182,7,3873090,3873090,UNITED NORTHERN MORTGAGE BANKERS LIMITED,NY,LEVITTOWN,-1,3,-1,,-1,,2021,4,549300TCY9QY8BRDQJ12,7,UNMB Home Loans Inc.,NY,Levittown,11756,3675
2021,549300WDLOVGUYVTS727,57-0638331,5,380289,380289,MTC Federal Credit Union,SC,Greenville,196454,0,-1,,-1,,2021,4,549300WDLOVGUYVTS727,5,MTC Federal Credit Union,SC,Greenville,29602,67
2021,5493002XZSI0KH03JY56,23-0383750,2,734613,734613,The Bank of Landisburg,PA,Landisburg,304207,0,-1,,-1,,2021,4,5493002XZSI0KH03JY56,2,The Bank of Landisburg,PA,Landisburg,17040,383
2021,549300IO1KYLVNDJOQ94,23-2689725,7,23-2689725,-1,COLONIAL MORTGAGE SERVICE COMPANY OF AMERICA,PA,Montgomeryville,-1,3,-1,,-1,,2021,4,549300IO1KYLVNDJOQ94,7,COLONIAL MORTGAGE SERVICE CO.,PA,MONTGOMERYVILLE,18936,250
2021,549300IJ8KTGYPKLXK63,62-1344184,7,3842322,3842322,COMMUNITY MORTGAGE CORPORATION,TN,CORDOVA,-1,3,-1,,-1,,2021,4,549300IJ8KTGYPKLXK63,7,Community Mortgage Corporation,TN,Cordova,38018,4584
2021,549300Y4BSP3BSFW7J29,58-0904765,5,112499,112499,DELTA COMMUNITY CREDIT UNION,GA,Atlanta,6051860,0,-1,,-1,,2021,4,549300Y4BSP3BSFW7J29,5,DELTA COMMUNITY CREDIT UNION,GA,ATLANTA,30339,8921
2021,254900CEBR2F5Y0F1A15,01-0100490,3,,-1,Kennebec Savings Bank,ME,Augusta,-1,3,-1,,-1,,2021,4,254900CEBR2F5Y0F1A15,3,Kennebec Savings Bank,ME,Augusta,04332,2561
2021,54930065PWY9N8KCRQ96,39-0148750,2,24949,24949,Baraboo State Bank,WI,Baraboo,386472,0,1209248,,1209248,"BARABOO BANCORPORATION, INC., THE",2021,4,54930065PWY9N8KCRQ96,2,BARABOO STATE BANK,WI,BARABOO,53913,500
2021,549300DZCP6EQ7DCSD79,26-1717830,3,4289054,4289054,"UNIVERSITY LENDING GROUP, LLC",MI,ANN ARBOR,-1,2,-1,,1496253,"UNIVERSITY BANCORP, INC.",2021,4,549300DZCP6EQ7DCSD79,3,UNIVERSITY LENDING GROUP LLC,MI,CLINTON TOWNSHIP,48038,5849
2021,549300VEMK0LXVCRZM49,82-0219844,5,929071,929071,EAST IDAHO Credit Union,ID,Idaho Falls,309622,0,-1,,-1,,2021,4,549300VEMK0LXVCRZM49,5,EAST IDAHO CREDIT UNION,ID,IDAHO FALLS,83401,455
2021,549300VNBQD8FDHF7563,83-0310268,7,3913624,3913624,"MORTGAGE INVESTORS GROUP, INC.",TN,NASHVILLE,-1,3,-1,,-1,,2021,4,549300VNBQD8FDHF7563,7,MORTGAGE INVESTORS GROUP,TN,KNOXVILLE,37923,17894
2021,254900DBXH1D6Z0HXT15,23-1600048,5,37985,37985,Discovery Federal Credit Union,PA,Wyomissing,-1,0,-1,,-1,,2021,4,254900DBXH1D6Z0HXT15,5,Discovery Federal Credit Union,PA,Wyomissing,19610,180
2021,549300LNUJ0IPK43UX33,34-1746771,1,981275,981275,First Federal Bank of the Midwest,OH,Youngstown,3439822,0,3316917,,3316917,PREMIER FINANCIAL CORP,2021,4,549300LNUJ0IPK43UX33,1,PREMIER BANK,OH,YOUNGSTOWN,44503,9756
2021,98450081AF95D67E6996,82-4334297,7,,-1,"East West Mortgage, LLC",,,-1,-1,-1,,-1,,2021,4,98450081AF95D67E6996,7,"East West Mortgage, LLC",MA,Boston,02124,202
2021,2549004ZRHLORHQ9LT73,47-0153340,3,492650,492650,Exchange Bank,NE,Gibbon,955633,0,1061893,,1061893,EXCHANGE COMPANY,2021,4,2549004ZRHLORHQ9LT73,3,EXCHANGE BANK,NE,Kearney,68847,824
2021,254900KOW652UXXY2V12,73-0589840,3,377850,377850,First Security Bank & Trust Company,OK,Oklahoma City,55713,0,3602058,,3602058,"FSB BANCSHARES, INC.",2021,4,254900KOW652UXXY2V12,3,First Security Bank & Trust Company,OK,Oklahoma City,73111,264
2021,549300Y785ZJTIRTXM07,44-0162355,3,456250,456250,Bank of St. Elizabeth,MO,Saint Elizabeth,149009,0,2851279,,2851279,"SAINT ELIZABETH BANCSHARES, INC.",2021,4,549300Y785ZJTIRTXM07,3,BANK OF ST ELIZABETH,MO,ST ELIZABETH,65075,245
2021,549300TMY3OACQC9U777,95-4830207,7,4877657,4877657,"Greenbox Loans, Inc.",CA,Los Angeles,-1,3,-1,,-1,,2021,4,549300TMY3OACQC9U777,7,GREENBOX LOANS INC,CA,LOS ANGELES,90010,3462
2021,549300Z4E78BSM0XM758,74-1142852,5,720791,720791,TEXAS BAY,TX,Houston,501806,0,-1,,-1,,2021,4,549300Z4E78BSM0XM758,5,TEXAS BAY CREDIT UNION,TX,HOUSTON,77034,895
2021,549300GIXEN5875K5W17,39-0356800,3,528849,528849,Horicon Bank,WI,Horicon,883530,0,1202883,,1202883,SWORD FINANCIAL CORPORATION,2021,4,549300GIXEN5875K5W17,3,HORICON BANK,WI,HORICON,53032,1158
2021,5493003QFITYKWYBFG30,66-0737374,7,4320573,4320573,VIG MORTGAGE CORPORATION,,GUAYNABO,-1,3,-1,,-1,,2021,4,5493003QFITYKWYBFG30,7,VIG Mortgage,PR,San Juan,00907,319
2021,RA4FKR1AA05ZK88M8034,74-0526885,1,474254,474254,Broadway National Bank,TX,San Antonio,3831907,0,1828005,,1106879,"BROADWAY BANCSHARES, INC.",2021,4,RA4FKR1AA05ZK88M8034,1,BROADWAY NATIONAL BANK,TX,SAN ANTONIO,78209,881
2021,254900N9T42X4VF8F740,43-1785814,3,2619714,2619714,Alliance Bank,MO,Cape Girardeau,253159,0,3253629,,3253629,"ALLIANCE BANCSHARES, INC.",2021,4,254900N9T42X4VF8F740,3,Alliance Bank,MO,Cape Girardeau,63701,473
2021,54930046UUU8KKVCYD66,58-0471127,1,828174,828174,First Federal Savings and Loan Association of Valdosta,GA,Valdosta,189219,0,-1,,-1,,2021,4,54930046UUU8KKVCYD66,1,FIRST FEDERAL S&L ASSOCIATION,GA,VALDOSTA,31603,210
2021,549300Q55VW95EP3CM33,31-0352330,1,785923,785923,LCNB National Bank,OH,Lebanon,1636413,0,2759900,,2759900,LCNB CORP.,2021,4,549300Q55VW95EP3CM33,1,LCNB NATIONAL BANK,OH,LEBANON,45036,731
2021,5493004JDNBZNOT8PR69,83-0176464,5,309682,309682,WYHY,WY,Cheyenne,245184,0,-1,,-1,,2021,4,5493004JDNBZNOT8PR69,5,WyHy Federal Credit Union,WY,Cheyenne,82009,272
2021,549300XUH8JG68U18S44,95-3597368,5,136981,136981,NORTH COUNTY CREDIT UNION,CA,SAN DIEGO,67332,0,-1,,-1,,2021,4,549300XUH8JG68U18S44,5,NORTH COUNTY CREDIT UNION,CA,SAN DIEGO,92127,40
2021,549300CXZHD5OTAISA91,20-8407655,7,,-1,MK LENDING CORP.,CA,LOS ANGELES,-1,3,-1,,-1,,2021,4,549300CXZHD5OTAISA91,7,MK LENDING CORP,CA,North Hollywood,91601,2784
2021,549300Q4JBLTKDC7J303,95-3741119,1,209362,209362,"Bank of Whittier, National Association",CA,Whittier,73884,0,1398692,,1398692,GREATER PACIFIC BANCSHARES,2021,4,549300Q4JBLTKDC7J303,1,"Bank of Whittier, Na",CA,Whittier,90603,435
2021,254900AASWOQ6SVWCG44,73-0582491,5,419590,419590,Tulsa Federal Credit Union,OK,Tulsa,772312,0,-1,,-1,,2021,4,254900AASWOQ6SVWCG44,5,Tulsa Federal Credit Union,OK,Tulsa,74129,962
2021,5493003B1W77K6SD3U22,45-0556976,7,,-1,Prime Choice Funding Inc.,CA,Irvine,-1,3,-1,,-1,,2021,4,5493003B1W77K6SD3U22,7,PRIME CHOICE FUNDING INC,CA,TUSTIN,92780,6178
2021,549300LGE7I6F2K89769,31-4379741,5,833178,833178,BMI Federal Credit Union,OH,Dublin,517710,0,-1,,-1,,2021,4,549300LGE7I6F2K89769,5,BMI Federal Credit Union,OH,Dublin,43016,969
2021,549300IPZIRQSNKHX741,47-0116167,5,812294,812294,LIBERTY FIRST,NE,Lincoln,305588,0,-1,,-1,,2021,4,549300IPZIRQSNKHX741,5,LIBERTY FIRST CREDIT UNION,NE,LINCOLN,68503,1618
2021,549300Q3FASY9ZW0JS02,44-0526700,5,682291,682291,GREATER KC PUBLIC SAFETY CREDIT UNION,MO,Kansas City,141647,0,-1,,-1,,2021,4,549300Q3FASY9ZW0JS02,5,GREATER KC PUBLIC SAFETY CU,MO,KANSAS CITY,64127,144
2021,254900Q9V3DYHBRTUH61,31-0383745,1,480723,480723,1st National Bank,OH,Lebanon,203154,0,-1,,-1,,2021,4,254900Q9V3DYHBRTUH61,1,1st National Bank,OH,Lebanon,45036,1805
2021,549300GZJ5RFM7VED177,74-2884353,7,4323846,4323846,PATRIOT MORTGAGE COMPANY,TX,EL PASO,-1,3,-1,,-1,,2021,4,549300GZJ5RFM7VED177,7,Patriot Mortgage Company,TX,El Paso,79903,362
2021,549300IJ5M3CD2DPIX47,41-1449276,1,306159,306159,American National Bank of Minnesota,MN,Baxter,306098,0,3047172,,3047172,"AMERICAN BANCORPORATION OF MINNESOTA, INC.",2021,4,549300IJ5M3CD2DPIX47,1,American National Bank of Minnesota,MN,Brainerd,56401,362
2021,549300K80E72C24ZOJ37,57-0621127,5,437192,437192,SRP Federal Credit Union,SC,North Augusta,1067078,0,-1,,-1,,2021,4,549300K80E72C24ZOJ37,5,SRP Federal Credit Union,SC,North Augusta,29841,797
2021,5493001P38O8QXGI6503,94-1480396,5,579887,579887,SEA WEST COAST GUARD FEDERAL CREDIT UNION,CA,Oakland,375013,0,-1,,-1,,2021,4,5493001P38O8QXGI6503,5,Sea West Coast Gurad FCU,CA,Oakland,94605,303
2021,549300IFOE4SCP384147,38-0875820,3,137652,137652,University Bank,MI,Ann Arbor,357751,0,1496253,,1496253,"UNIVERSITY BANCORP, INC.",2021,4,549300IFOE4SCP384147,3,UNIVERSITY BANK,MI,ANN ARBOR,48104,190
2021,5493005JXQCVNMUHBR38,91-0480760,3,809771,809771,Yakima Federal Savings and Loan Association,WA,Yakima,1799401,0,-1,,-1,,2021,4,5493005JXQCVNMUHBR38,3,YAKIMA FEDERAL SAVINGS & LOAN,WA,YAKIMA,98901,787
2021,549300RFLICNI75BG067,41-0531676,3,,310754,American Equity Bank,,,-1,-1,2967358,,-1,,2021,4,549300RFLICNI75BG067,3,American Equity Bank,MN,Minnetonka,55343,80
2021,549300DQ137S1HEMVL85,51-0069788,5,225876,225876,DEXSTA,DE,Wilmington,315096,0,-1,,-1,,2021,4,549300DQ137S1HEMVL85,5,DEXSTA Federal Credit Union,DE,Wilmington,19803,160
2021,2549007IU6SKFLLNKZ07,45-3726636,3,,-1,Pacific Lending LLC,CA,IRVINE,-1,3,-1,,-1,,2021,4,2549007IU6SKFLLNKZ07,3,Pacific Lending LLC,CA,Ontario,91276,1956
2021,254900TKL128GKFR9C87,38-0996065,5,547596,547596,Wildfire Credit Union,MI,Saginaw,844894,0,-1,,-1,,2021,4,254900TKL128GKFR9C87,5,Wildfire Credit Union,MI,Saginaw,48605-3285,773
2021,5493009ZQ1VZ1HZCL108,36-1950478,3,857576,857576,West Town Bank & Trust,IL,North Riverside,279086,0,4899640,,4899640,"INTEGRATED FINANCIAL HOLDINGS, INC.",2021,4,5493009ZQ1VZ1HZCL108,3,West Town Bank & Trust,NC,Raleigh,27615,623
2021,549300OPWL6MYY9SXF04,45-0216652,5,965396,965396,WESTERN COOPERATIVE CREDIT UNION,ND,Williston,358802,0,-1,,-1,,2021,4,549300OPWL6MYY9SXF04,5,Western Cooperative Credit Union,ND,Williston,58801,211
2021,549300OSYCBC27271359,39-0634490,3,63742,63742,Hometown Bank,WI,Fond du Lac,490588,0,2628453,,2628453,"HOMETOWN BANCORP, LTD.",2021,4,549300OSYCBC27271359,3,HOMETOWN BANK,WI,FOND DU LAC,54935,999
2021,549300D7GVUYHQEDEE56,87-0463610,7,3877632,3877632,UNITED SECURITY FINANCIAL CORP,UT,MURRAY,-1,3,-1,,-1,,2021,4,549300D7GVUYHQEDEE56,7,United Security Financial,UT,Murray,84121,1369
2021,254900LWEI3KP9RMPK59,42-0442354,3,901741,901741,Northwest Bank & Trust Company,IA,Davenport,167266,0,1020667,,1020667,NORTHWEST INVESTMENT CORP.,2021,4,254900LWEI3KP9RMPK59,3,Northwest Bank & Trust Company,IA,Davenport,52806,13
2021,5493007GBJOK22LYB425,48-0542670,5,436878,436878,Wichita Federal Credit Union,KS,Wichita,132334,0,-1,,-1,,2021,4,5493007GBJOK22LYB425,5,WICHITA FEDERAL CREDIT UNION,KS,WICHITA,67206,411
2021,549300CF5UDGUFHYM827,26-0189349,2,,3715444,CapStar Bank,TN,Nashville,2036608,0,4933272,,4933272,"CAPSTAR FINANCIAL HOLDINGS, INC.",2021,4,549300CF5UDGUFHYM827,2,CapStar Bank,TN,Nashville,37203,3581
2021,549300FAG4VH7YJ66576,71-0077631,3,261940,261940,Anstaff Bank,AR,Green Forest,715939,0,2619349,,2619349,"FIRST NATIONAL BANCORP, INC.",2021,4,549300FAG4VH7YJ66576,3,ANSTAFF BANK,AR,GREEN FOREST,72638,303
2021,549300WOW2HLRVN4O324,42-0686459,5,512875,512875,COMMUNITY 1ST CREDIT UNION,IA,Ottumwa,709695,0,-1,,-1,,2021,4,549300WOW2HLRVN4O324,5,Community 1st Credit Union,IA,Ottumwa,52501,1459
2021,254900I4Q994MFILTR26,42-0357560,3,931944,931944,Keystone Savings Bank,IA,Marengo,145431,0,1131367,,1131367,KEYSTONE COMMUNITY BANCORPORATION,2021,4,254900I4Q994MFILTR26,3,Keystone Savings Bank,IA,Keystone,52249,116
2021,549300C1FRYGOIEXG035,42-0356760,3,665146,665146,Kerndt Brothers Savings Bank,IA,Lansing,290000,0,1203590,,1203590,"KERNDT BANK SERVICES, INC.",2021,4,549300C1FRYGOIEXG035,3,KERNDT BROTHERS SAVINGS BANK,IA,LANSING,52151,210
2021,5493000FWM3I2HHQY149,91-0683062,5,608198,608198,WASHINGTON STATE EMPLOYEES Credit Union,WA,OLYMPIA,3338766,0,-1,,-1,,2021,4,5493000FWM3I2HHQY149,5,WSECU,WA,OLYMPIA,98507,6360
2021,549300GMQCJI1T3P3Z82,59-0626648,5,174778,174778,INSIGHT,FL,Winter Springs,553071,0,-1,,-1,,2021,4,549300GMQCJI1T3P3Z82,5,Insight Credit Union,FL,Leesburg,34748,362
2021,5493001EYKX1T5YCJ737,73-0668635,5,281180,281180,RED RIVER FEDERAL CREDIT UNION,OK,Altus,88573,0,-1,,-1,,2021,4,5493001EYKX1T5YCJ737,5,RED RIVER FEDERAL CREDIT UNION,OK,ALTUS,73521,61
2021,549300JFKW9425KOPI17,72-0454922,5,752596,752596,SOUTHWEST LOUISIANA CREDIT UNION,LA,Lake Charles,106029,0,-1,,-1,,2021,4,549300JFKW9425KOPI17,5,Southwest Louisiana Credit Union,LA,Lake Charles,70605,141
2021,549300B0SOOJLUT6U297,74-1241284,5,753584,753584,United Texas Credit Union,TX,San Antonio,250837,0,-1,,-1,,2021,4,549300B0SOOJLUT6U297,5,UNITED TEXAS CREDIT UNION,TX,SAN ANTONIO,78249,162
2021,549300TG5MQ8D4SYP955,95-2023588,5,866792,866792,ALTURA,CA,Riverside,1515289,0,-1,,-1,,2021,4,549300TG5MQ8D4SYP955,5,ALTURA CREDIT UNION,CA,RIVERSIDE,92507,964
2021,25490093XKEEYF9N9X26,01-0146437,5,464796,464796,Coast Line Credit Union,ME,PORTLAND,64404,0,-1,,-1,,2021,4,25490093XKEEYF9N9X26,5,Coast Line Credit Union,ME,South Portland,04106-3919,82
2021,549300YQJU3WVKMRXR40,20-2029302,7,3944673,3944673,"PATRIOT ONE MORTGAGE BANKERS, LLC",NY,MINEOLA,-1,3,-1,,-1,,2021,4,549300YQJU3WVKMRXR40,7,PATRIOT ONE MORTGAGE BANKERS,NY,MINEOLA,11501,219
2021,5493002HK8IUOTMHKS81,13-3432069,3,2318482,2318482,"EMIGRANT MORTGAGE COMPANY, INC.",NY,ELMSFORD,-1,2,2833136,,3212091,NEW YORK PRIVATE BANK & TRUST CORPORATION,2021,4,5493002HK8IUOTMHKS81,3,"Emigrant Mortgage Company, Inc",NY,New York,10017,428
2021,254900A1GT4B0CJ1GH46,42-1295132,2,276645,276645,American State Bank,IA,Osceola,221431,0,1144095,,1144095,OSCEOLA BANCORPORATION,2021,4,254900A1GT4B0CJ1GH46,2,American State Bank,IA,Osceola,50213,119
2021,5493000XYE7QL54NMB52,37-0863264,3,439338,439338,United Community Bank,IL,Chatham,2663225,0,1097182,,1097182,"UNITED COMMUNITY BANCORP, INC.",2021,4,5493000XYE7QL54NMB52,3,UNITED COMMUNITY BANK,IL,GILLESPIE,62033,3067
2021,549300RT11OX6LMLMX54,48-1091560,7,,-1,"Frontier Farm Credit, FLCA",KS,Manhattan,-1,3,-1,,-1,,2021,4,549300RT11OX6LMLMX54,7,Farm Credit Services of America,NE,Omaha,68137,2
2021,254900XIJWVBUNAUBG18,36-2659309,5,39587,39587,Rock Valley Credit Union,IL,Loves Park,117043,0,-1,,-1,,2021,4,254900XIJWVBUNAUBG18,5,Rock Valley Credit Union,IL,Loves Park,61111,247
2021,549300CUF3Q2PQGM9256,61-0671028,5,78193,78193,COMMONWEALTH,KY,Frankfort,1388018,0,-1,,-1,,2021,4,549300CUF3Q2PQGM9256,5,COMMONWEALTH CREDIT UNION,KY,FRANKFORT,40601,3236
2021,549300KCIGGEKYI5VM19,56-2148606,7,2399940,2399940,"Carolina Farm Credit, ACA",NC,Statesville,-1,3,-1,,-1,,2021,4,549300KCIGGEKYI5VM19,7,Carolina Farm Credit,NC,Lincolnton,28092,698
2021,549300XTSMAC5DOX6447,04-6017806,5,169596,169596,HARVARD UNIVERSITY EMPLOYEES,MA,Cambridge,815945,0,-1,,-1,,2021,4,549300XTSMAC5DOX6447,5,HARVARD UNIVERSITY EMPLOYEE CR,MA,CAMBRIDGE,02138,1229
2021,254900Y4P4X4Y1L26R43,73-0366010,5,759894,759894,Municipal Employees Credit Union of Oklahoma City,OK,Oklahoma City,154165,0,-1,,-1,,2021,4,254900Y4P4X4Y1L26R43,5,Municipal Employees Credit Union,OK,Oklahoma  City,73139-0000,125
2021,254900AECSSNLT5FBU41,48-0456400,2,736550,736550,The Union State Bank of Everest,KS,Horton,308913,0,1057515,,1057515,"EVEREST BANCSHARES, INC.",2021,4,254900AECSSNLT5FBU41,2,UNION STATE BANK OF EVEREST,KS,EVEREST,66424,280
2021,254900LGRONOY5BBXN36,26-4261029,5,4438450,4438450,"Premier Lending Alliance, LLC",IA,Des Moines,-1,3,-1,,-1,,2021,4,254900LGRONOY5BBXN36,5,Premier Lending Alliance,IA,Johnston,50131,36
2021,254900G3F37LO9XNZA95,38-1562639,5,742092,742092,Best Financial Credit Union,MI,Muskegon,93175,0,-1,,-1,,2021,4,254900G3F37LO9XNZA95,5,BEST FINANCIAL CREDIT UNION,MI,MUSKEGON,49444,82
2021,5493001VM8PTR1KD2A32,54-0526784,5,451479,451479,MEMBER ONE,VA,Roanoke,1125711,0,-1,,-1,,2021,4,5493001VM8PTR1KD2A32,5,MEMBER ONE FEDERAL CREDIT UNION,VA,ROANOKE,24024,2113
2021,549300W1AS8CZYV4MQ17,39-6086299,5,663692,663692,Blackhawk Community Credit Union,WI,Janesville,619877,0,-1,,-1,,2021,4,549300W1AS8CZYV4MQ17,5,BLACKHAWK COMMUNITY CREDIT UNI,WI,JANESVILLE,53547,1888
2021,254900V7NEE9M236MZ98,54-0132780,2,858528,858528,The Bank of Marion,VA,MARION,392344,0,1132391,,1132391,"SOUTHWEST VIRGINIA BANKSHARES, INC.",2021,4,254900V7NEE9M236MZ98,2,THE BANK OF MARION,VA,MARION,24354,561
2021,549300W5V403XF1RX254,14-1691162,7,3872226,3872226,"OWNERSCHOICE FUNDING, INCORPORATED",NY,ALBANY,-1,3,-1,,-1,,2021,4,549300W5V403XF1RX254,7,"OwnersChoice Funding, Inc.",NY,Albany,12205,1855
2021,549300BWRXVFSDCUUY93,72-1444588,3,2775179,2775179,Community First Bank,LA,New Iberia,390346,0,2775160,,2775160,"COMMUNITY FIRST BANCSHARES, INC.",2021,4,549300BWRXVFSDCUUY93,3,COMMUNITY FIRST BANK,LA,NEW IBERIA,70562,350
2021,549300N16X2LRUQEUQ50,04-2077206,5,167499,167499,BOSTON FIREFIGHTERS,MA,Boston,300084,0,-1,,-1,,2021,4,549300N16X2LRUQEUQ50,5,BOSTON FIREFIGHTERS CU,MA,60 HALLET ST,02124,346
2021,549300ZNV71J20M52A37,42-0173225,5,2693,2693,FIRST,IA,Hiawatha,173841,0,-1,,-1,,2021,4,549300ZNV71J20M52A37,5,First Federal Credit Union,IA,Cedar Rapids,52405,443
2021,95JW06YV3JUTCH0IJV88,15-0313410,3,900502,900502,Fulton Savings Bank,NY,Fulton,380185,0,-1,,-1,,2021,4,95JW06YV3JUTCH0IJV88,3,Fulton Savings Bank,NY,Fulton,13069,244
2021,254900WEP08K7U7S3A80,77-0605392,7,4183684,4183684,Nations Lending Corporation,OH,Independence,-1,3,-1,,-1,,2021,4,254900WEP08K7U7S3A80,7,NATIONS LENDING CORPORATION,OH,INDEPENDENCE,44131,26509
2021,549300JMT2KAYN9PTX82,36-4548399,7,36-4548399,-1,"Members Mortgage Services, L.L.C.",KS,Hutchinson,-1,3,-1,,-1,,2021,4,549300JMT2KAYN9PTX82,7,"MEMBERS MORTGAGE SERVICES, LLC",KS,HUTCHINSON,67501,4450
2021,549300BGJTHEIKSJJS77,66-0217490,7,4253439,3878750,COOPERATIVA DE AHORRO Y CREDITO DE AGUADA,,Aguada,-1,3,-1,,-1,,2021,4,549300BGJTHEIKSJJS77,7,COOPERATIVA DE AHORRO Y CREDIT,PR,Aguada,00602,42
2021,5493005JR8XLPW5ROU93,04-2023790,5,90391,90391,SOUTHBRIDGE CREDIT UNION,MA,Southbridge,188109,0,-1,,-1,,2021,4,5493005JR8XLPW5ROU93,5,Southbridge Credit Union,MA,Southbridge,01550,223
2021,549300FJI86JAMJGHR47,48-0428300,1,499855,499855,Southwest National Bank,KS,Wichita,461701,0,1131451,,1131451,REPUBLIC FINANCIAL CORPORATION,2021,4,549300FJI86JAMJGHR47,1,SOUTHWEST NATIONAL BANK,KS,WICHITA,67202-3408,85
2021,549300UICMP0IGY0RG32,59-0633865,5,72070,72070,TAMPA POSTAL FEDERAL CREDIT UNION,FL,Lutz,83775,0,-1,,-1,,2021,4,549300UICMP0IGY0RG32,5,TAMPA POSTAL FCU,FL,LUTZ,33549,50
