activity_year_x,upper,tax_id,agency_code_x,id_2017,respondent_rssd,respondent_name_x,respondent_state_x,respondent_city_x,assets,other_lender_code,parent_rssd,parent_name,topholder_rssd,topholder_name,activity_year_y,calendar_quarter,lei,agency_code_y,respondent_name_y,respondent_state_y,respondent_city_y,respondent_zip_code,lar_count
2021,549300BBKMRS6J0CB539,36-4078960,7,4325493,4325493,AMERICAN PORTFOLIO MORTGAGE CORPORATION,NV,CARSON CITY,-1,3,-1,,-1,,2021,4,549300BBKMRS6J0CB539,7,American Portfolio Mortgage Corporation,IL,Palatine,60067,3768
2021,549300RM7ARTTP3T1V93,16-0373410,1,161602,161602,The Canandaigua National Bank and Trust Company,NY,Canandaigua,2998725,0,1133503,,1133503,CANANDAIGUA NATIONAL CORPORATION,2021,4,549300RM7ARTTP3T1V93,1,The Canandaigua National Bank and Trust Company,NY,Canandaigua,14424,2431
2021,5493003T5D4N1CM46J77,91-0459933,3,1018927,1018927,1st Security Bank of Washington,WA,Mountlake Terrace,1712897,0,4347208,,4347208,"FS BANCORP, INC.",2021,4,5493003T5D4N1CM46J77,3,1st Security Bank of Washington,WA,Mountlake Terrace,98043,5163
2021,254900BMXWPEHXG4LF21,37-1942506,7,,-1,Smartfi Home Loans LLC,,,-1,-1,-1,,-1,,2021,4,254900BMXWPEHXG4LF21,7,"Bankers Guarantee Mortgage Company, LLC",OH,Medina,44256,177
2021,549300R2Q0E1T4DWKH51,23-2990904,3,,2754389,LINKBANK,PA,Camp Hill,233500,-1,5272361,,5272361,LINKBANCORP,2021,4,549300R2Q0E1T4DWKH51,3,LINKBANK,PA,Camp Hill,17011,123
2021,254900C2QXQ435D8TY78,58-0330052,1,960935,960935,Queensborough National Bank & Trust Company,GA,Louisville,1220650,0,1130904,,1130904,"QUEENSBOROUGH COMPANY, THE",2021,4,254900C2QXQ435D8TY78,1,Queensborough National Bank and Trust,GA,Louisville,30434,1977
2021,549300QB357BUUUV7A56,20-1286388,1,,3610718,OLD DOMINION NATIONAL BANK,VA,NORTH GARDEN,-1,-1,-1,,-1,,2021,4,549300QB357BUUUV7A56,1,Old Dominion National Bank,VA,North Garden,22959,687
2021,549300MFY0P4D234OB91,20-8279218,7,4533766,4533766,HOMESPIRE MORTGAGE CORPORATION,MD,BALTIMORE,-1,3,-1,,-1,,2021,4,549300MFY0P4D234OB91,7,Homespire Mortgage Corporation,MD,Gaithersburg,20878,12025
2021,549300XARD788LSGZW76,63-0318800,3,259330,259330,First US Bank,AL,Birmingham,788490,0,1086168,,1086168,"FIRST US BANCSHARES, INC.",2021,4,549300XARD788LSGZW76,3,FIRST US BANK,AL,BIRMINGHAM,35243,57
2021,549300YEI60WAHWQ3110,91-0333066,5,754693,754693,KITSAP Credit Union,WA,Bremerton,1435831,0,-1,,-1,,2021,4,549300YEI60WAHWQ3110,5,KITSAP CREDIT UNION,WA,BREMERTON,98337,2437
2021,254900QY5ST0J7P6M123,06-0322790,3,311603,311603,Dime Bank,CT,Norwich,894697,0,-1,,-1,,2021,4,254900QY5ST0J7P6M123,3,Dime Bank,CT,Norwich,06360,522
2021,549300W76QLF060CER73,72-0401331,7,,-1,"First South Farm Credit, ACA",MS,Ridgeland,-1,3,-1,,-1,,2021,4,549300W76QLF060CER73,7,"First South Farm Credit, ACA",MS,Ridgeland,39157,122
2021,549300ZIQ24V0C88AC41,59-0642956,5,84073,84073,GTE Federal Credit Union,FL,Tampa,2205234,0,-1,,-1,,2021,4,549300ZIQ24V0C88AC41,5,GTE FEDERAL CREDIT UNION,FL,TAMPA,33602,5702
2021,2549002A7VC63ZJQY749,16-0341540,3,165806,165806,The Bank of Castile,NY,Castile,1510826,0,2367921,,2367921,TOMPKINS FINANCIAL CORPORATION,2021,4,2549002A7VC63ZJQY749,3,The Bank of Castile,NY,Batavia,14020,415
2021,2549005DO6VPVH5MOS59,95-1818041,5,47489,47489,Credit Union of Southern California,CA,Anaheim,1680022,0,-1,,-1,,2021,4,2549005DO6VPVH5MOS59,5,Credit Union of Southern Californa,CA,Anahiem Hills,92808,950
2021,549300WPK18IMSC1OM63,38-4039488,7,,-1,"OREC STRUCTURED FINANCE CO., LLC",,,-1,-1,-1,,-1,,2021,4,549300WPK18IMSC1OM63,7,"OREC Structured Finance Co., LLC",OH,Columbus,43215,158
2021,549300HUJ6V0QTROHW53,20-2432282,3,3437148,3437148,First Freedom Bank,TN,Lebanon,477160,0,3807899,"FIRST FREEDOM BANCSHARES, INC.",3807899,"FIRST FREEDOM BANCSHARES, INC.",2021,4,549300HUJ6V0QTROHW53,3,FIRST FREEDOM BANK,TN,LEBANON,37087,99
2021,54930071HHK4VYJ1SG61,06-0475460,2,939070,939070,EASTERN CONNECTICUT SAVINGS BANK,CT,Norwich,193087,-1,-1,,-1,,2021,4,54930071HHK4VYJ1SG61,2,EASTERN CT SAVINGS BANK,CT,NORWICH,06360,612
2021,549300B3BEP9WW99IR76,39-0210300,3,,867856,Citizens State Bank,,,-1,-1,1129065,,-1,,2021,4,549300B3BEP9WW99IR76,3,Citizens State Bank,WI,Hudson,54016-0247,168
2021,549300NTQ8BOK9455W21,42-1295369,7,42-1295369,4183581,"RESIDENTIAL MORTGAGE NETWORK, INC.",IA,CORALVILLE,-1,3,-1,,-1,,2021,4,549300NTQ8BOK9455W21,7,"Residential Mortgage Network, Inc.",IA,Iowa City,52245,720
2021,254900ZBZ4M7TCGJWL09,59-6140072,5,824493,824493,FL. Dept. of Transportation Credit Union,FL,Tallahassee,50337,0,-1,,-1,,2021,4,254900ZBZ4M7TCGJWL09,5,FL Dept. of Transportation Credit Union,FL,Tallahassee,32301,15
2021,549300GJI4B01Z3NJL65,91-1441009,7,3878451,3878451,MORTGAGE MASTER SERVICE CORPORATION,WA,KENT,-1,3,-1,,-1,,2021,4,549300GJI4B01Z3NJL65,7,Mortgage Master Service Corporation,WA,Kent,98032,1597
2021,549300JRDBJ5RPA6TY76,36-1226570,3,568135,568135,Holcomb Bank,IL,Rochelle,191693,0,1245563,,1245563,"HOLCOMB BANCORP, INC.",2021,4,549300JRDBJ5RPA6TY76,3,Holcomb Bank,IL,Rochelle,61068,444
2021,549300KST6N97GYH0O45,75-1630026,2,965789,965789,Susser Bank,TX,Bedford,973107,-1,3823291,,5189450,"SBH MANAGER, LLC",2021,4,549300KST6N97GYH0O45,2,Susser Bank,TX,Arlington,76015,1077
2021,2549008XU46NWFIFUY72,75-1702603,3,,552974,"Shelby Savings Bank, SSB",,,-1,-1,2960630,,-1,,2021,4,2549008XU46NWFIFUY72,3,Shelby,TX,Center,75935,322
2021,549300A76WI58XAFNF59,86-0098350,5,766995,766995,ARIZONA CENTRAL,AZ,Phoenix,525110,0,-1,,-1,,2021,4,549300A76WI58XAFNF59,5,ARIZONA CENTRAL CREDIT UNION,AZ,PHOENIX,85004,1521
2021,549300SICEH17XJOAN86,31-4176480,1,666974,666974,Fairfield Federal Savings and Loan Association of Lancaster,OH,Lancaster,264280,0,-1,,-1,,2021,4,549300SICEH17XJOAN86,1,Fairfield Federal Savings & Loan Association of Lancaster,OH,Lancaster,43130,374
2021,549300VHBALPLHRR4080,75-1952906,3,575254,575254,City Bank,TX,Lubbock,3235138,0,2033226,,3382332,"SOUTH PLAINS FINANCIAL, INC. EMPLOYEE STOCK OWNERSHIP PLAN",2021,4,549300VHBALPLHRR4080,3,CITY BANK,TX,LUBBOCK,79408,7229
2021,254900FTCNECUOWATD22,37-0402600,2,966272,966272,First FSB of Mascoutah,IL,Mascoutah,113246,-1,-1,,-1,,2021,4,254900FTCNECUOWATD22,2,First Federal Savings Bank of Mascoutah,IL,Mascoutah,62258,99
2021,549300COIWXM618UBE82,56-0181785,2,212577,212577,HomeTrust Bank,NC,Asheville,3468407,0,4366003,,4366003,"HOMETRUST BANCSHARES, INC.",2021,4,549300COIWXM618UBE82,2,HomeTrust Bank,NC,Asheville,28802,5337
2021,SS1TRMSN6BRNMOREEV51,38-2734984,9,146672,146672,"Flagstar Bank, FSB",MI,Troy,16855693,0,3852022,"FLAGSTAR BANCORP, INC.",4224000,MP (THRIFT) LLC,2021,4,SS1TRMSN6BRNMOREEV51,9,Flagstar Bank,MI,Troy,49098,212842
2021,254900ZFWS2106HWPH46,33-0975529,7,3897443,3897443,"Paramount Residential Mortgage Group, Inc.",CA,Corona,-1,3,-1,,-1,,2021,4,254900ZFWS2106HWPH46,7,PARAMOUNT RESIDENTIAL MORTGAGE,CA,CORONA,92879,73308
2021,254900KPOZQ8VODWDS72,61-0192880,3,961811,961811,"First State Bank of the Southeast, Inc.",KY,MIDDLESBORO,354165,0,1070998,,1070998,"FIRST STATE BANCSHARES, INC.",2021,4,254900KPOZQ8VODWDS72,3,"FIRST STATE BANK OF THE SOUTHEAST, INC",KY,MIDDLESBORO,40965,247
2021,254900EOYK0UXLROBX92,27-1291990,7,,-1,American Mortgage and Insurance Inc.,HI,Honolulu,-1,3,-1,,-1,,2021,4,254900EOYK0UXLROBX92,7,American Mortgage and Insurance Inc,HI,Honolulu,96813,90
2021,549300QGO7S838JDBC47,38-1418001,5,271088,271088,CORNERSTONE COMMUNITY FINANCIAL,MI,Auburn Hills,289474,0,-1,,-1,,2021,4,549300QGO7S838JDBC47,5,CCF - AUBURN HILLS BRANCH,MI,AUBURN HILLS,48326,191
2021,5493009X5Z27VV479310,39-2022321,7,,-1,"A + MORTGAGE SERVICES, INC.",WI,MUSKEGO,-1,3,-1,,-1,,2021,4,5493009X5Z27VV479310,7,"A+ Mortgage Services, Inc.",WI,Muskego,53150,1881
2021,254900NAGGVF6I0G6Y61,38-1490360,5,,-1,Catholic Vantage Financial,,,-1,-1,-1,,-1,,2021,4,254900NAGGVF6I0G6Y61,5,Catholic Vantage Financial,MI,Livonia,48154,154
2021,5493006FMSXPD0U1U480,03-0417816,7,,-1,PRINCETON FINANCIAL LLC,PA,Carnegie,-1,3,-1,,-1,,2021,4,5493006FMSXPD0U1U480,7,"Princeton Financial, LLC",PA,Carnegie,15106,599
2021,549300M2TE26IJQD4W66,34-4197125,1,346379,346379,First Federal Community Bank of Bucyrus,OH,Bucyrus,181872,0,3827918,,3827918,"COMMUNITY INVESTORS BANCORP, INC",2021,4,549300M2TE26IJQD4W66,1,FIRST FEDERAL COMMUNITY BANK,OH,BUCYRUS,44820,251
2021,549300T94GSH3C4U5M59,36-6066772,5,367392,367392,ALLIANT CREDIT UNION,IL,Chicago,12244742,0,-1,,-1,,2021,4,549300T94GSH3C4U5M59,5,ALLIANT CREDIT UNION,IL,CHICAGO,60666,18098
2021,5493001VQLW8QLFMIH76,21-0638039,5,114671,114671,DEEPWATER INDUSTRIES,NJ,Pennsville,93203,0,-1,,-1,,2021,4,5493001VQLW8QLFMIH76,5,Deepwater Industries Federal Credit Union,NJ,Deepwater,08023,57
2021,549300D992SE497KXK81,22-0997350,3,147679,147679,Ascendia Bank,NJ,Glen Rock,271503,-1,-1,,-1,,2021,4,549300D992SE497KXK81,3,Ascendia Bank,NJ,Glen Rock,07452,134
2021,549300PJX0ZHPQ614C72,24-0603570,3,278818,278818,Peoples Security Bank and Trust Company,PA,Hallstead,2474885,0,1139541,,1139541,PEOPLES FINANCIAL SERVICES CORPORATION,2021,4,549300PJX0ZHPQ614C72,3,Peoples Security Bank and Trust Company,PA,Scranton,18503,1218
2021,5493002VB77GOYB9O402,22-1368780,9,35570,35570,Investors Bank,NJ,Short Hills,26708543,0,2477754,,2477754,"INVESTORS BANCORP, INC.",2021,4,5493002VB77GOYB9O402,9,INVESTORS BANK,NJ,ISELIN,08830,5549
2021,549300AG10BX85DF5S49,22-3747694,7,3873317,3873317,MLD MORTGAGE INC.,NJ,Florham Park,-1,3,-1,,-1,,2021,4,549300AG10BX85DF5S49,7,"MLD MORTGAGE, INC.",NJ,FLORHAM PARK,07932,8848
2021,254900VA7WQ1PZGYI558,58-0806683,3,423739,423739,Morris Bank,GA,Dublin,999581,0,1417212,,1417212,"MORRIS STATE BANCSHARES, INC.",2021,4,254900VA7WQ1PZGYI558,3,Morris Bank,GA,Dublin,31021,733
2021,254900428YSAU4S4SW33,25-1738324,7,,-1,"Patriot Lending Services, Inc.",PA,Carnegie,-1,3,-1,,-1,,2021,4,254900428YSAU4S4SW33,7,Patriot lending Services Inc,PA,Pittsburgh,15220,458
2021,549300838ZAWQIH9V751,56-6090165,5,744788,744788,RTP Federal Credit Union,NC,Research Triangle Park,111789,0,-1,,-1,,2021,4,549300838ZAWQIH9V751,5,RTP Federal Credit Union,NC,Durham,27709,159
2021,5493008P3PCRZRS39T50,58-1022353,3,,767732,South Georgia Banking Company,,,-1,-1,2764977,,-1,,2021,4,5493008P3PCRZRS39T50,3,South Georgia Banking Company,GA,Tifton,31794-0000,239
2021,549300DT7CCDCC7O6Z60,94-2600376,5,550091,550091,KEYPOINT,CA,Santa Clara,1295122,0,-1,,-1,,2021,4,549300DT7CCDCC7O6Z60,5,KEYPOINT CREDIT UNION,CA,SANTA CLARA,95051,1030
2021,5493000JBDASEOSXCI67,02-0272024,5,522696,522696,Holy Rosary Regional Credit Union,NH,Rochester,310705,0,-1,,-1,,2021,4,5493000JBDASEOSXCI67,5,Holy Rosary Regional Credit Union,NH,Rochester,03867,221
2021,549300KM534EBXZB8F72,38-0381552,3,633677,633677,Edgewater Bank,MI,Saint Joseph,185958,0,4553951,,4553951,"EDGEWATER BANCORP, INC.",2021,4,549300KM534EBXZB8F72,3,Edgewater Bank,MI,SAINT JOSEPH,49085,107
2021,549300JCUSJMRA75V483,39-1832101,3,2505424,2505424,Wolf River Community Bank,WI,Hortonville,195437,0,3180257,,3180257,"WOLF RIVER BANCORP, INC.",2021,4,549300JCUSJMRA75V483,3,WOLF RIVER COMMUNITY BANK,WI,HORTONVILLE,54944,431
2021,549300I8D8TQDQWQAO82,94-1284912,5,310585,310585,FAMILIES AND SCHOOLS TOGETHER FEDERAL CREDIT UNION,CA,Hanford,176400,0,-1,,-1,,2021,4,549300I8D8TQDQWQAO82,5,FAST FCU,CA,Hanford,93230,196
2021,549300R8LYY54XS86414,48-0451049,3,605656,605656,First State Bank and Trust,KS,Tonganoxie,296395,0,1059340,,1059340,"TONGANOXIE BANKSHARES, INC.",2021,4,549300R8LYY54XS86414,3,First State Bank & Trust,KS,Tonganoxie,66086-0219,394
2021,549300WRDGBHKR1BXL98,35-0352710,3,963945,963945,Merchants Bank of Indiana,IN,Carmel,6167493,0,3530786,,3530786,MERCHANTS BANCORP,2021,4,549300WRDGBHKR1BXL98,3,Merchants Bank of Indiana,IN,Carmel,46032,4517
2021,549300I2CHGNBJYRHV02,25-0639051,3,947525,947525,Marion Center Bank,PA,Indiana,318872,0,1138928,,1138928,COMMUNITY BANKERS' CORPORATION,2021,4,549300I2CHGNBJYRHV02,3,Marion Center Bank,PA,Indiana,15701,309
2021,X05BVSK68TQ7YTOSNR22,51-0020270,9,30810,30810,Discover Bank,DE,Greenwood,98729134,0,3846375,DISCOVER FINANCIAL SERVICES,3846375,DISCOVER FINANCIAL SERVICES,2021,4,X05BVSK68TQ7YTOSNR22,9,DISCOVER BANK,DE,GREENWOOD,19950,119817
2021,549300IL0IHBRVBZKO13,25-0640196,3,304173,304173,Marquette Savings Bank,PA,Erie,938607,0,-1,,-1,,2021,4,549300IL0IHBRVBZKO13,3,MARQUETTE SAVINGS BANK,PA,ERIE,16501,1051
2021,5493003GQDUH26DNNH17,53-0116705,9,617677,617677,Navy Federal Credit Union,VA,Vienna,90565764,-1,-1,,-1,,2021,4,5493003GQDUH26DNNH17,9,Navy Federal Credit Union,VA,Vienna,22180,175240
2021,254900HWPC2WEGN8NF25,04-2255766,5,,670971,Metrowest Community Federal Credit Union,MA,Framingham,104817,0,-1,,-1,,2021,4,254900HWPC2WEGN8NF25,5,METROWEST COMMUNITY FEDERAL CREDIT UNION,MA,FRAMINGHAM,01702,126
2021,2549006HZDO3SULWNR95,48-0308430,3,43351,43351,PEOPLES STATE BANK,KS,Manhattan,257149,0,5301140,,5301140,"FOOTE FINANCIAL SERVICES, LLC",2021,4,2549006HZDO3SULWNR95,3,PEOPLES STATE BANK,KS,MANHATTAN,66503,166
2021,25490073NY7HKXVMGG76,23-1012663,3,743679,743679,Reliance Savings Bank,PA,Altoona,556112,0,3788822,,3788783,"RELIANCE BANCORP,MHC",2021,4,25490073NY7HKXVMGG76,3,Reliance Savings Bank,PA,Altoona,16601,916
2021,549300KYODJTW38SQV05,75-2770125,1,2746263,2746263,"FirstCapital Bank of Texas, National Association",TX,Midland,1732419,0,3121344,,3121344,"FIRST BANCSHARES OF TEXAS, INC.",2021,4,549300KYODJTW38SQV05,1,"FIRSTCAPITAL BANK OF TEXAS, NA",TX,AMARILLO,79119,480
2021,549300C6CUP19I9O0770,55-0188195,1,888271,888271,"HANCOCK COUNTY SAVINGS BANK, FSB, INC.",WV,CHESTER,373243,0,-1,,-1,,2021,4,549300C6CUP19I9O0770,1,"Hancock County Savings Bank, FSB",WV,Chester,26034,1124
2021,549300H5B5USE8BS1V31,61-0188940,3,485214,485214,The Farmers Bank,KY,Nicholasville,162500,0,1071771,,1071771,"FARMERS BANCORP OF NICHOLASVILLE, INC.",2021,4,549300H5B5USE8BS1V31,3,Farmers Bank,KY,Nicholasville,40356,296
2021,549300W6S818WBYBBJ66,23-1360900,5,783488,783488,TRI COUNTY AREA Federal Credit Union,PA,Pottstown,144004,0,-1,,-1,,2021,4,549300W6S818WBYBBJ66,5,Tri County Area FCU,PA,Pottstown,19464,193
2021,254900LX8DA8FRHUUD51,82-0201645,5,702975,702975,Potlatch No. 1 Financial Credit Union,ID,Lewiston,1260852,0,-1,,-1,,2021,4,254900LX8DA8FRHUUD51,5,POTLATCH NO 1 FINANCIAL CREDIT U,ID,LEWISTON,83501,2233
2021,5493007XAKU2Q6LGXD23,74-1160132,5,369976,369976,UNIVERSITY Federal Credit Union,TX,Austin,2680066,0,-1,,-1,,2021,4,5493007XAKU2Q6LGXD23,5,University Federal Credit Union,TX,Austin,78759,6133
2021,549300DD4R4SYK5RAQ92,26-0595342,7,3958157,3958157,"MOVEMENT MORTGAGE, LLC",DE,WILMINGTON,-1,3,-1,,-1,,2021,4,549300DD4R4SYK5RAQ92,7,"MOVEMENT MORTGAGE, LLC",SC,INDIAN LAND,29707,149914
2021,549300GOPH3KDGIKIU33,56-2180770,5,2915845,2915845,LATINO COMMUNITY CREDIT UNION,NC,Durham,491047,0,-1,,-1,,2021,4,549300GOPH3KDGIKIU33,5,Latino Community Credit Union,NC,Raleigh,27611,954
2021,254900ZPR9P3OI95VG04,13-3442065,7,4184720,4184720,"CONTINENTAL MORTGAGE BANKERS, INC.",NY,New York,-1,3,-1,,-1,,2021,4,254900ZPR9P3OI95VG04,7,Continental Mortgage Bankers I,NY,Westbury,11590,736
2021,254900LDNBFL67R4FW27,34-4230390,3,214414,214414,The Farmers & Merchants State Bank,OH,Archbold,1582933,0,1134630,,1134630,"FARMERS & MERCHANTS BANCORP, INC.",2021,4,254900LDNBFL67R4FW27,3,The Farmers & Merchants State Bank,OH,Archbold,43502,1746
2021,549300DM6DAOPSF8HL78,64-0479007,1,68671,68671,"Grand Bank for Savings, FSB",MS,Hattiesburg,84543,0,3842032,,3842032,GRAND FINANCIAL CORP,2021,4,549300DM6DAOPSF8HL78,1,"GRAND BANK FOR SAVINGS, FSB",MS,HATTIESBURG,39402,244
2021,549300XTGDMRB8FMR522,75-0896179,5,908290,908290,TEXOMA COMMUNITY CREDIT UNION,TX,Wichita Falls,168355,0,-1,,-1,,2021,4,549300XTGDMRB8FMR522,5,Texoma Community Credit Union,TX,Wichita Falls,76308,192
2021,5493002Z2Z7DV758IU60,54-0132450,2,753324,753324,Bank of Clarke County,VA,Berryville,871277,0,1951770,,1951770,"EAGLE FINANCIAL SERVICES, INC.",2021,4,5493002Z2Z7DV758IU60,2,BANK OF CLARKE COUNTY,VA,BERRYVILLE,22611,514
2021,549300GKFNPRWNS0GF29,68-0309242,7,3955651,3955651,"CMG MORTGAGE, INC.",CA,SACRAMENTO,-1,3,-1,,-1,,2021,4,549300GKFNPRWNS0GF29,7,CMG Mortgage Inc.,CA,San Ramon,94583,107604
2021,549300J7XKT2BI5WX213,13-6131491,7,3871519,3871519,"Caliber Home Loans, Inc.",DE,Wilmington,-1,3,-1,,-1,,2021,4,549300J7XKT2BI5WX213,7,"CALIBER HOME LOANS, INC.",TX,COPPELL,75019,400596
2021,8I3UVGYULPJQIP7FQV10,59-2979916,9,1929247,1929247,"SouthState Bank, National Association",FL,Winter Haven,17136249,-1,1133437,,1133437,SOUTH STATE CORPORATION,2021,4,8I3UVGYULPJQIP7FQV10,9,South State Bank,FL,Winter Haven,33881,28087
2021,549300MGPZBLQDIL7538,76-0503625,7,3954355,3954355,Fairway Independent Mortgage Corporation,TX,Austin,-1,3,-1,,-1,,2021,4,549300MGPZBLQDIL7538,7,FAIRWAY INDEPENDENT MORT CORP,WI,MADISON,53718,326921
2021,549300SUCQ1358EGVE89,22-3887207,7,3882793,3882793,"New Day Financial, LLC",DE,Dover,-1,3,-1,,-1,,2021,4,549300SUCQ1358EGVE89,7,"NEW DAY FINANCIAL, LLC.",MD,FULTON,20759,119826
2021,549300WTZMQSET2VY242,87-0456373,7,3876998,3876998,ACADEMY MORTGAGE CORPORATION,UT,Salt Lake City,-1,3,-1,,-1,,2021,4,549300WTZMQSET2VY242,7,ACADEMY MORTGAGE CORPORATION,UT,DRAPER,84009,70058
2021,549300OPCWU6E72WUT29,46-1728831,7,4877479,4877479,"Mutual of Omaha Mortgage, Inc",DE,WILMINGTON,-1,1,786274,MUTUAL OF OMAHA BANK,1583836,MUTUAL OF OMAHA INSURANCE COMPANY,2021,4,549300OPCWU6E72WUT29,7,Mutual of Omaha Mortgage,IL,Lombard,60148,72864
2021,2WHM8VNJH63UN14OL754,31-0966785,9,12311,12311,The Huntington National Bank,OH,Columbus,104052030,0,1068191,HUNTINGTON BANCSHARES INCORPORATED,1068191,HUNTINGTON BANCSHARES INCORPORATED,2021,4,2WHM8VNJH63UN14OL754,9,Huntington National Bank,OH,COLUMBUS,43219-6010,144028
2021,549300MXJA09WZJ0DV55,23-2769131,7,3236088,3236088,FINANCE OF AMERICA MORTGAGE LLC,DE,WILMINGTON,-1,3,-1,,-1,,2021,4,549300MXJA09WZJ0DV55,7,FINANCE OF AMERICA MORTGAGE LLC,PA,HORSHAM,19044,105457
2021,549300VZVN841I2ILS84,57-1175755,7,4183602,4183602,"CROSSCOUNTRY MORTGAGE, INC.",OH,AKRON,-1,3,-1,,-1,,2021,4,549300VZVN841I2ILS84,7,"CROSSCOUNTRY MORTGAGE, LLC",OH,BRECKSVILLE,44141,220540
2021,5493001SXWZ4OFP8Z903,74-2853239,7,3332551,3332551,"DHI MORTGAGE COMPANY, LTD.",TX,DALLAS,-1,2,-1,,-1,,2021,4,5493001SXWZ4OFP8Z903,7,DHI Mortgage Company Limited,TX,Austin,78750,83519
2021,549300FGXN1K3HLB1R50,38-2603955,7,3870679,3870679,"Rocket Mortgage, LLC",MI,Plymouth,-1,3,-1,,-1,,2021,4,549300FGXN1K3HLB1R50,7,ROCKET MORTGAGE,MI,DETROIT,48226,1586789
2021,549300121SF0K2LN2804,75-2125052,2,2888798,2888798,"PRIMELENDING, A PLAINSCAPITAL COMPANY",TX,DALLAS,-1,1,-1,,-1,,2021,4,549300121SF0K2LN2804,2,PRIMELENDING,TX,DALLAS,75252,103258
2021,549300DD5QQUHO6PCH70,43-1965151,7,3842407,3842407,"Mortgage Research Center, LLC",MO,Columbia,-1,3,-1,,-1,,2021,4,549300DD5QQUHO6PCH70,7,Mortgage Research Center,MO,Columbia,65203,223183
2021,549300XQVJ1XBNFA5536,76-0478830,7,3913576,3913576,21st Mortgage Corporation,DE,Wilmington,-1,3,-1,,-1,,2021,4,549300XQVJ1XBNFA5536,7,21ST MORTGAGE,TN,KNOXVILLE,37902,179953
2021,549300U3721PJGQZYY68,36-4327855,7,3870099,3870099,"GUARANTEED RATE, INC.",DE,WILMINGTON,-1,3,-1,,-1,,2021,4,549300U3721PJGQZYY68,7,"GUARANTEED RATE, INC",IL,CHICAGO,60613,319880
2021,549300AG64NHILB7ZP05,26-4599244,7,4438209,4438209,"Loandepot.Com, LLC",DE,Dover,-1,3,-1,,-1,,2021,4,549300AG64NHILB7ZP05,7,"LOANDEPOT.COM, LLC",CA,FOOTHILL RANCH,92610,558593
2021,549300AQ3T62GXDU7D76,95-2146137,7,1569885,1569885,GUILD MORTGAGE COMPANY,CA,SAN DIEGO,-1,3,-1,,-1,,2021,4,549300AQ3T62GXDU7D76,7,GUILD MORTGAGE COMPANY LLC,CA,SAN DIEGO,92111,167037
2021,5493008NWHQT1R22C024,95-4866828,7,4188175,4188175,"AMERICAN FINANCIAL NETWORK, INC.",CA,BREA,-1,3,-1,,-1,,2021,4,5493008NWHQT1R22C024,7,"AMERICAN FINANCIAL NETWORK, INC.",CA,BREA,92821,77082
2021,549300VORTI31GZTJL53,23-2470039,7,3904891,3904891,"Cardinal Financial Company, Limited Partnership",NC,Charlotte,-1,3,-1,,-1,,2021,4,549300VORTI31GZTJL53,7,"CARDINAL FINANCIAL COMPANY, LI",NC,CHARLOTTE,28273,231879
2021,549300BRJZYHYKT4BJ84,20-8921389,7,20-8921389,3944664,HOME POINT FINANCIAL CORPORATION,MI,EAST LANSING,-1,3,-1,,-1,,2021,4,549300BRJZYHYKT4BJ84,7,HOME POINT FINANCIAL CORPORATION,MI,ANN ARBOR,48105,344566
2021,549300FNXYY540N23N64,37-1542226,7,3949593,3949593,NEWREZ LLC,DE,WILMINGTON,-1,3,-1,,-1,,2021,4,549300FNXYY540N23N64,7,NEWREZ LLC,SC,GREENVILLE,29601,529874
2021,549300KIOYNU323LVJ37,68-0382674,7,3955754,3955754,AMERICAN PACIFIC MORTGAGE CORPORATION,CA,SACRAMENTO,-1,3,-1,,-1,,2021,4,549300KIOYNU323LVJ37,7,American Pacific Mortgage Corporation,CA,Roseville,95661,69515
2021,549300XWUSRVVOHPRY47,75-2695327,7,3844577,3844577,"EVERETT FINANCIAL, INC.",TX,AUSTIN,-1,3,-1,,-1,,2021,4,549300XWUSRVVOHPRY47,7,Supreme Lending/Everett Financial Inc.,TX,DALLAS,75254,63799
2021,549300GQDT484LGI9C04,47-0873092,7,4533159,4533159,NETWORK CAPITAL FUNDING CORPORATION,NV,Carson City,-1,3,-1,,-1,,2021,4,549300GQDT484LGI9C04,7,NETWORK CAPITAL FUNDING CORPORATION,CA,IRVINE,92618,92108
2021,5493001WHVQBGRSWEU75,22-3123730,7,3881554,3881554,"HomeBridge Financial Services, Inc.",NJ,Iselin,-1,3,-1,,-1,,2021,4,5493001WHVQBGRSWEU75,7,"HomeBridge Financial Services, Inc.",NJ,Iselin,08830,80664
2021,549300HW662MN1WU8550,38-2750395,7,3870651,3870651,"UNITED SHORE FINANCIAL SERVICES, LLC",MI,BIRMINGHAM,-1,3,-1,,-1,,2021,4,549300HW662MN1WU8550,7,United Wholesale Mortgage,MI,Pontiac,48341,803496
2021,549300LBCBNR1OT00651,75-2921540,7,3935523,3935523,Nationstar Mortgage LLC,TX,Coppell,-1,3,-1,,-1,,2021,4,549300LBCBNR1OT00651,7,Nationstar Mortgage,TX,Coppell,75019,402748
2021,549300LYRWPSYPK6S325,22-3039688,7,3966116,3966116,FREEDOM MORTGAGE CORPORATION,NJ,MT LAUREL,-1,3,-1,,-1,,2021,4,549300LYRWPSYPK6S325,7,FREEDOM MORTGAGE CORPORATION,IN,FISHERS,46037,739580
