activity_year_x,lei,tax_id,agency_code_x,id_2017,respondent_rssd,respondent_name_x,respondent_state_x,respondent_city_x,assets,other_lender_code,parent_rssd,parent_name,topholder_rssd,topholder_name,activity_year_y,calendar_quarter,agency_code_y,respondent_name_y,respondent_state_y,respondent_city_y,respondent_zip_code,lar_count
2019,549300BDFMH0LB5S3L94,75-0994823,3,791072,791072,"Interstate Bank, ssb",TX,Perryton,197402,0,3130542,"ISB HOLDINGS, INC.",3130542,"ISB HOLDINGS, INC.",2019,4,3,Interstate Bank,TX,Amarillo,79119,36
2019,549300E5018DD89WPX79,38-0703992,5,962096,962096,ARBOR FINANCIAL CREDIT UNION,MI,KALAMAZOO,-1,0,-1,,-1,,2019,4,5,Arbor Financial Credit Union,MI,KALAMAZOO,49009,1713
2019,549300F570XAWYN8Z237,95-3972168,9,671464,671464,Bank of Hope,CA,Los Angeles,15307614,0,2961879,"HOPE BANCORP, INC.",2961879,"HOPE BANCORP, INC.",2019,4,9,Bank of Hope,CA,Los Angeles,90010,841
2019,549300MY5ML47R0EMV87,75-0187960,3,702359,702359,Texas Heritage Bank,TX,Boerne,147556,0,1105283,"SOUTHWESTERN BANCORP, INC.",1105283,"SOUTHWESTERN BANCORP, INC.",2019,4,3,Texas Heritage Bank,TX,Boerne,78006,43
2019,254900V9842QPBGIO804,38-1231023,5,89199,89199,Honor Credit Union,MI,Berrien Springs,-1,-1,-1,,-1,,2019,4,5,Honor Credit Union,MI,Berrien Springs,49103,2628
2019,549300DQMFK1KT7KEB48,03-0365685,3,2947369,2947369,"NORTHEAST HOME LOAN, LLC",VT,ST JOHNSBURY,-1,2,-1,,2337081,PASSUMPSIC BANCORP,2019,4,3,Northeast Home Loan LLC.,NH,WEST CHESTERFIELD,03466,1493
2019,549300ZTT08EKQRVTR15,80-0463989,9,693224,693224,Atlantic Union Bank,VA,Richmond,13732008,-1,1971693,ATLANTIC UNION BANKSHARES CORPORATION,1971693,ATLANTIC UNION BANKSHARES CORPORATION,2019,4,9,Atlantic Union Bank,VA,Ruther Glen,22546,6329
2019,2549008POZ7T1PJYBU80,84-0174015,2,285151,285151,Colorado Bank and Trust Company of La Junta,CO,La Junta,134365,0,-1,,-1,,2019,4,2,The Colorado Bank & Trust Company of La Junta,CO,La Junta,81050,32
2019,25490091LXRCWGWGZ525,41-0840330,5,,-1,North Shore Federal Credit Union,,,-1,-1,-1,,-1,,2019,4,5,North Shore Federal Credit Union,MN,Silver Bay,55614,63
2019,254900HBR13MJYNT3634,41-0757452,5,,-1,Two Harbors Federal Credit Union,,,-1,-1,-1,,-1,,2019,4,5,Two Harbors Federal CU,MN,Two Harbors,55616,43
2019,254900Z9CBWZF8ECUS45,39-0218350,3,219044,219044,Collins State Bank,WI,Collins,91706,0,1399783,"COLLINS BANKCORP, INC.",1399783,"COLLINS BANKCORP, INC.",2019,4,3,Collins State Bank,WI,Random Lake,53075,260
2019,54930001GYIWKBD35H65,55-0681478,3,498625,498625,"Calhoun County Bank, Inc.",WV,Grantsville,141926,0,1357046,"CALHOUN BANKSHARES, INC.",1357046,"CALHOUN BANKSHARES, INC.",2019,4,3,Calhoun County Bank Inc,WV,GRANTSVILLE,26147,317
2019,5493000OOREHUZON5E13,91-0419072,5,680699,680699,SPOKANE FIREFIGHTERS,WA,Spokane,49475,0,-1,,-1,,2019,4,5,Spokane Firefighters Credit Un,WA,Spokane,99205,120
2019,5493002QI2ILHHZH8D20,81-3798202,7,81-3798202,-1,"KBHS Home Loans, LLC",DE,Wilmington,-1,3,-1,,-1,,2019,4,7,"KBHS Home Loans, LLC",TX,Irving,75039,12372
2019,5493002SG48UL6W4BR90,31-1772076,7,31-1772076,-1,"Ez Mortgage Loans, Inc.",KY,Ashland,-1,3,-1,,-1,,2019,4,7,EZ Mortgage Loans Inc.,KY,ASHLAND,41101,36
2019,5493005QK4NV0ZZ5EM64,64-0154830,3,460033,460033,Community Bank of Mississippi,MS,Forest,3239014,0,1080595,"COMMUNITY BANCSHARES OF MISSISSIPPI, INC.",2313544,"COMMUNITY BANCSHARES OF MISSISSIPPI, INC. EMPLOYEE STOCK OWNERSHIP PLAN",2019,4,3,COMMUNITY BANK OF MISSISSIPPI,MS,BRANDON,39042,4357
2019,549300E0KRXI8PZWAO17,04-1123040,3,40499,40499,HarborOne Bank,MA,Brockton,3656684,0,4973353,"HARBORONE BANCORP, INC.",4973353,"HARBORONE BANCORP, INC.",2019,4,3,HarborOne Bank,MA,Brockton,02301-1100,44
2019,549300IEIM2IT5YK4368,71-0799734,3,2596646,2596646,First Community Bank,AR,Batesville,1471542,0,2641694,"FIRST COMMUNITY BANCSHARES, INC.",2641694,"FIRST COMMUNITY BANCSHARES, INC.",2019,4,3,First Community Bank,AR,BATESVILLE,72501,833
2019,549300KDDWLC5I8K6C44,95-1797779,5,980698,980698,ORANGE COUNTY'S CREDIT UNION,CA,Santa Ana,-1,0,-1,,-1,,2019,4,5,Orange County's Credit Union,CA,SANTA ANA,92705,2647
2019,549300OJTK0IPSNDA832,72-0719924,3,283438,283438,Liberty Bank and Trust Company,LA,New Orleans,592545,0,1130548,"LIBERTY FINANCIAL SERVICES, INC.",1130548,"LIBERTY FINANCIAL SERVICES, INC.",2019,4,3,Liberty Bank and Trust Co.,LA,New Orleans,70127,426
2019,549300RP3DLR09NF6157,62-1203303,1,87234,87234,The First National Bank of Middle Tennessee,TN,McMinnville,506792,0,1086449,FIRST MCMINNVILLE CORPORATION,1086449,FIRST MCMINNVILLE CORPORATION,2019,4,1,FIRST NATIONAL BANK OF MIDDLE TENNESSEE,TN,MCMINNVILLE,37110,1502
2019,549300RYQVJMZ3X21K04,73-0185627,1,294751,294751,The City National Bank and Trust Company of Lawton,OK,Lawton,341114,0,4208961,"JRMB II, INC",4208961,"JRMB II, INC",2019,4,1,The City National Bank and Trust Company of Lawton Oklahoma,OK,LAWTON,73502,87
2019,549300T03X096VF60C57,46-0108140,3,275358,275358,American Bank & Trust,SD,Wessington Springs,907505,0,1131406,"LEACKCO BANK HOLDING COMPANY, INC.",1131406,"LEACKCO BANK HOLDING COMPANY, INC.",2019,4,3,American Bank & Trust,SD,Sioux Falls,57104,438
2019,549300T92XVMWQW75772,04-1426920,3,109574,109574,Haverhill Bank,MA,Haverhill,394269,0,-1,,-1,,2019,4,3,Haverhill Bank,MA,HAVERHILL,01830,162
2019,549300UHQ3UXVA4AGM53,84-0532189,2,828651,828651,ANB Bank,CO,Denver,2567131,0,2942702,"STURM FINANCIAL GROUP, INC.",2942702,"STURM FINANCIAL GROUP, INC.",2019,4,2,ANB Bank,CO,Denver,80206,667
2019,549300UXY7OP0IC38293,38-3448372,3,2737980,2737980,Northpointe Bank,MI,Grand Rapids,1279654,0,2737814,"NORTHPOINTE BANCSHARES, INC.",2737814,"NORTHPOINTE BANCSHARES, INC.",2019,4,3,Northpointe Bank,MI,Grand Rapids,49546,39646
2019,549300VJNXT4X0NJO497,41-0415415,5,299091,299091,FIREFLY,MN,Burnsville,-1,0,-1,,-1,,2019,4,5,Firefly Credit Union,MN,BURNSVILLE,55337,2716
2019,549300WKXTUY0SWZNZ90,59-3378746,7,5019650,5019650,"AMERICAN NATIONWIDE MORTGAGE COMPANY, INC.",FL,TAMPA,-1,3,-1,,-1,,2019,4,7,American Nationwide Mortgage Company,FL,Tampa,33624,954
2019,549300ISCZS1R0CJMO47,26-3780954,7,3851977,3851977,"Premia Mortgage, LLC",DE,Wilmington,-1,3,-1,,-1,,2019,4,7,"Premia Mortgage, LLC",MI,Troy,48098,2997
2019,549300EXQ4TO1KWRTV95,44-0607186,7,2027364,2027364,JAMES B. NUTTER & COMPANY,MO,Jefferson City,-1,3,-1,,-1,,2019,4,7,James B. Nutter & Company,MO,Kansas City,64111,4201
2019,2549006II76YXSS5XM65,54-2024584,2,1864722,1864722,"George Mason Mortgage, LLC",VA,Fairfax,-1,1,-1,,1076217,"UNITED BANKSHARES, INC.",2019,4,2,George Mason Mortgage LLC,VA,FAIRFAX,22030,11108
2019,254900NZOY3XB2DNSZ34,13-6256810,5,451189,451189,USAlliance Federal Credit Union,NY,Rye,-1,0,-1,,-1,,2019,4,5,USAlliance Federal Credit Union,MA,Chelmsford,01824-3626,1975
2019,4LJGQ9KJ9S0CP4B1FY29,61-0354170,3,317342,317342,Stock Yards Bank & Trust Company,KY,Louisville,3301156,0,1249730,"STOCK YARDS BANCORP, INC.",1249730,"STOCK YARDS BANCORP, INC.",2019,4,3,Stock Yards Bank and Trust Co,KY,Louisville,40206,2231
2019,549300G9EOR2GPHM0550,52-0692188,3,697978,697978,Community Bank of the Chesapeake,MD,Waldorf,1687468,0,2523389,"COMMUNITY FINANCIAL CORPORATION, THE",2523389,"COMMUNITY FINANCIAL CORPORATION, THE",2019,4,3,Community Bank of the Chesapeake,MD,WALDORF,20601,147
2019,549300GBZNWRGLS7CP89,04-1118820,2,699105,699105,Bluestone Bank,MA,Raynham,612603,-1,3134102,"BRIDGEWATER FINANCIAL, MHC",3134102,"BRIDGEWATER FINANCIAL, MHC",2019,4,2,Bridgewater Savings Bank,MA,Raynham,02767,892
2019,549300N3HTAM5X2VWB62,83-0173720,5,617583,617583,WHITE CROWN FEDERAL CREDIT UNION,CO,Denver,64263,0,-1,,-1,,2019,4,5,White Crown Federal Credit Union,CO,DENVER,80202,27
2019,549300TTPNZTZH2PH447,23-0441580,2,765019,765019,THE BRYN MAWR TRUST COMPANY,PA,BRYN MAWR,4637481,0,1140994,BRYN MAWR BANK CORPORATION,1140994,BRYN MAWR BANK CORPORATION,2019,4,2,The Bryn Mawr Trust Company,PA,Bryn Mawr,19010,1605
2019,549300LR1ZETOWYE9Z89,04-3312097,3,473501,473501,Berkshire Bank,MA,Pittsfield,12187936,0,2333663,"BERKSHIRE HILLS BANCORP, INC",2333663,"BERKSHIRE HILLS BANCORP, INC",2019,4,3,BERKSHIRE BANK,NY,ALBANY,12207,2920
2019,5493000EAQ6YVQD0ZB49,74-0962510,3,199463,199463,Western Bank,TX,Lubbock,240727,-1,4442523,"CIRCLE I BANK GROUP, INC.",4442523,"CIRCLE I BANK GROUP, INC.",2019,4,3,WESTERN BANK,TX,LUBBOCK,79401,76
2019,254900IX4HTUQ7A5Z642,04-2278887,5,,-1,Franklin First Federal Credit Union,,,-1,-1,-1,,-1,,2019,4,5,Franklin First Credit Union,MA,Greenfield,01301,57
2019,549300N1UWZ4871DND44,13-0822710,9,249612,249612,Apple Bank for Savings,NY,Manhasset,14307238,-1,3446412,"APPLE FINANCIAL HOLDINGS, INC.",3446412,"APPLE FINANCIAL HOLDINGS, INC.",2019,4,9,Apple Bank For Savings,NY,NEW YORK,10168,437
2019,254900LWEI3KP9RMPK59,42-0442354,3,901741,901741,Northwest Bank & Trust Company,IA,Davenport,165857,0,1020667,NORTHWEST INVESTMENT CORP.,1020667,NORTHWEST INVESTMENT CORP.,2019,4,3,Northwest Bank and Trust Company,IA,Davenport,52806,19
2019,549300D2MZZVH30ENJ10,35-2195549,7,4437510,4437510,"Hamilton Home Loans, Inc.",FL,SUNRISE,-1,3,-1,,-1,,2019,4,7,Hamilton Group Funding Inc.,FL,sunrise,33323,5248
2019,549300LDYREFZNFTSX54,95-4782088,7,,-1,"Ecom Mortgage, Inc.",,,-1,-1,-1,,-1,,2019,4,7,"Ecom Mortgage, Inc.",CA,San Gabriel,91776,348
2019,549300WYBPIWKK6SQC06,45-0283315,3,929352,929352,Bell Bank,ND,Fargo,5394695,0,1417333,"STATE BANKSHARES, INC.",1417333,"STATE BANKSHARES, INC.",2019,4,3,BELL BANK,ND,FARGO,58103,14815
2019,2549007G9V4FYWWWDZ31,42-1554463,7,,-1,Acre Mortgage & Financial Inc. ,,,-1,-1,-1,,-1,,2019,4,7,Acre Mortgage and Financial Inc,NJ,MARLTON,08053,1497
2019,2549009IZECHJRFB3V26,51-0099298,5,,-1,American Spirit FCU,,,-1,-1,-1,,-1,,2019,4,5,AMERICAN SPIRIT FCU,DE,NEWARK,19711,3
2019,254900S1BUVJXXE9C251,34-4431845,5,,-1,Impact Credit Union,,,-1,-1,-1,,-1,,2019,4,5,IMPACT CREDIT UNION,OH,CLYDE,43410,54
2019,5493000XJFWT2H46HI07,56-0132260,3,717924,717924,Southern Bank and Trust Company,NC,Mount Olive,2624103,0,1075694,"SOUTHERN BANCSHARES (N.C.), INC.",1075694,"SOUTHERN BANCSHARES (N.C.), INC.",2019,4,3,Southern Bank and Trust Company,NC,Mount Olive,28365,1782
2019,5493000ZB0IHPJ66BJ32,94-2906968,3,497570,497570,Luther Burbank Savings,CA,Santa Rosa,6935016,0,3814208,LUTHER BURBANK CORPORATION,3814208,LUTHER BURBANK CORPORATION,2019,4,3,LUTHER BURBANK SAVINGS,TN,GARDENA,90248,1507
2019,54930017CJWOENP0BZ82,14-1364933,5,278377,278377,Sunmark Credit Union,NY,Albany,-1,-1,-1,,-1,,2019,4,5,Sunmark Federal Credit Union,NY,LATHAM,12110,1500
2019,5493005LX4EJUYP1G119,20-0013136,7,3283822,3283822,"Private Mortgage Advisors, LLC",DE,Wilmington,-1,3,-1,,-1,,2019,4,7,"Private Mortgage Advisors, LLC",CA,Danville,94526,340
2019,549300BOXNV8VLRBDT24,52-2091594,7,3876224,3876224,"AMERICAN INTERNET MORTGAGE, INC.",CA,SAN DIEGO,-1,3,-1,,-1,,2019,4,7,AimLoan.com,CA,San Diego,92108,14634
2019,549300BP2N2XXQFLQI69,26-1777425,3,3719648,3719648,Meadows Bank,NV,Las Vegas,858688,0,-1,,-1,,2019,4,3,MEADOWS BANK,NV,LAS VEGAS,89148,14
2019,549300CWJ74FF73VDL12,42-0253313,2,376442,376442,First  Bank,IA,Waverly,407461,-1,1206395,FIRST OF WAVERLY CORPORATION,1206395,FIRST OF WAVERLY CORPORATION,2019,4,1,First National Bank,IA,Waverly,50677-0837,159
2019,549300ENNFGLHCMQ1U82,31-0471850,1,727174,727174,Guardian Savings Bank,OH,West Chester,933263,-1,3827927,"GUARDIAN BANCORP, INC",3828018,BECK FAMILY TRUST,2019,4,1,"Guardian Savings Bank, FSB",OH,West Chester,45069,5505
2019,549300F1QUQ5OC00JB42,23-0534545,1,71318,71318,"DNB First, National Association",PA,Downingtown,1158368,0,1117455,DNB FINANCIAL CORPORATION,1117455,DNB FINANCIAL CORPORATION,2019,4,1,DNB First National Association,PA,Downingtown,19335,171
2019,549300F6NSBOJBM9ED39,95-1644517,5,973775,973775,NuVision Federal Credit Union,CA,Huntington Beach,-1,-1,-1,,-1,,2019,4,5,NuVision Federal Credit Union,CA,HUNTINGTON BEACH,92677,1761
2019,549300FN26DK7DGUPD51,38-2113597,2,715340,715340,West Michigan Community Bank,MI,Hudsonville,518084,-1,2958990,"NORTHSTAR FINANCIAL GROUP, INC.",2958990,"NORTHSTAR FINANCIAL GROUP, INC.",2019,4,3,West Michigan Community Bank,MI,Hudsonville,49426,299
