idrssd,year,bank_name,assets_c,tier1_capital_c,total_loans_c
137652,2021,University Bank,552432,52315,178829
137915,2021,EMIGRANT BANK,6261152,1181531,3798
138051,2021,FARMERS STATE BANK of Aliceville,169408,24803,0
138257,2021,The First National Bank of Aspermont,73747,10395,0
138556,2021,Home Banking Company,104229,9893,0
139133,2021,AmeriFirst Bank,298494,22784,0
139478,2021,Harleysville Bank,874507,79514,720
139553,2021,Mabrey Bank,1452171,112796,0
139656,2021,Equity Bank,4012781,385696,12394
139740,2021,West Bank,3183377,261241,3176
139834,2021,CITIZENS STATE BANK,82919,10755,0
139843,2021,First Farmers Bank And Trust Company,2204345,218701,25358
139955,2021,MAINSTREET BANK,100391,9722,0
140157,2021,Homestead Bank,297302,47101,0
140362,2021,SUNWEST BANK,1914858,204029,640
140634,2021,First State Bank Of Randolph County,91132,7779,0
141211,2021,THE MUNCY BANK AND TRUST COMPANY,531168,51783,0
141341,2021,"Bank Of Carbondale, The",266204,33755,0
141350,2021,The First State Bank,94641,8614,0
141556,2021,"Stearns Bank, NA",2172170,470550,0
141677,2021,First Savings And Loan Association,58184,12710,0
141958,2021,Bank of Gleason,122378,27109,0
142049,2021,Bank 1St,158279,19522,234
142179,2021,Streator Home Savings Bank,167448,42647,0
142955,2021,Spiritbank,712789,69416,2297
143372,2021,Progressive Ozark Bank,147742,13095,0
143662,2021,Umpqua Bank,29231539,2873383,766225
143859,2021,FARMERS STATE BANK,314533,26991,0
143952,2021,The First Bank Of Baldwin,229541,20684,0
144034,2021,BANK OF CLEVELAND,344437,47615,4158
144052,2021,EXCHANGE BANK & TRUST,515413,50439,0
144155,2021,"Sterling State Bank, Austin, Minnesota",447418,32981,0
144678,2021,First Federal Savings And Loan Association Of Lorain,467865,66782,0
144856,2021,First State Bank and Trust,321673,28229,537
144913,2021,THE NEFFS NATIONAL BANK,406818,72195,0
145059,2021,Bank Of Halls,116536,8538,0
145545,2021,FIRST NATIONAL BANK OF WATERLOO,733744,62058,1671
145554,2021,"First National Bank And Trust Company Of Broken Arrow, The",224010,22612,0
145741,2021,Farmers & Merchants State Bank,216646,20273,165
145844,2021,The Fountain Trust Company,528119,49089,0
146056,2021,Allnations Bank,41767,4828,0
146663,2021,SAVINGS BANK OF MENDOCINO COUNTY,1301976,197712,10994
146672,2021,"Flagstar Bank, FSB",31013209,2390378,7097809
147651,2021,Community State Bank Of Canton,52240,5752,0
147679,2021,Glen Rock Savings Bank,281002,32939,0
147857,2021,First Bank Blue Earth,282953,25267,0
147923,2021,Bank Of Ocean City,494559,43720,0
148171,2021,"Golden Belt Bank, FSA",261881,30615,2610
148238,2021,PEOPLES BANK,221767,22060,0
148340,2021,Union State Bank,117265,8577,0
148470,2021,1st Bank of Sea Isle City,266258,27790,0
148715,2021,PBK Bank,139797,16573,0
148809,2021,Rsi Bank,606375,90517,0
148920,2021,THE REPUBLIC BANKING COMPANY,54446,8669,0
149150,2021,CITIZENS STATE BANK,145281,14377,4342
150035,2021,First Farmers And Merchants Bank,1800117,143371,3679
150044,2021,United Bank of Michigan,799610,76268,7063
150156,2021,Union State Bank Of Browns Valley,27737,2540,0
150727,2021,"The Richwood Banking Company, Inc.",894048,74068,4790
151546,2021,Security National Bank,93771,8722,0
151957,2021,First State Bank,701030,72319,5583
152057,2021,BANK OF COMMERCE,195781,19436,0
152253,2021,Castle Rock Bank,237382,32778,0
152431,2021,Longview Bank & Trust,203983,16983,0
152440,2021,CENTRAL STATE BANK,166801,22246,0
153054,2021,The Northwestern Bank,542519,52826,400
153353,2021,PEOPLES BANK AND TRUST COMPANY,738355,65742,1833
154154,2021,The First National Bank & Trust Co,777821,86493,405
154770,2021,MutualOne Bank,994921,183992,587
155759,2021,Cleo State Bank,88559,16082,0
156457,2021,Hometown Community Bank,70403,6559,0
156635,2021,Colchester State Bank,79663,10822,0
156970,2021,Family Bank,126904,13597,0
157155,2021,Thayer County Bank,73919,8126,0
157379,2021,Methuen Co-Operative Bank,109810,10271,0
157650,2021,Minnesota Lakes Bank,157305,10211,0
157744,2021,HOOSIER HEARTLAND STATE BANK,235377,19156,0
157856,2021,FIRST BANK & TRUST COMPANY,60448,7345,0
158376,2021,First Federal Savings Bank of Angola,140605,28007,0
158741,2021,Crossroads Bank,202834,26859,0
159636,2021,WIlson Bank & Trust,3355389,364976,19473
159645,2021,State Bank of Reeseville,121979,10916,0
159953,2021,OKLAHOMA BANK AND TRUST COMPANY,176253,24864,0
159971,2021,"Somerset Savings Bank, SLA",621164,122799,0
160360,2021,Oregon Pacific Banking Co. Dba Oregon Pacific Bank,538199,45133,0
160454,2021,"First National Bank Of Ballinger, The",218619,19715,425
160650,2021,Charter Bank,1120018,122586,1493
160959,2021,KS STATEBANK,2322706,237058,82181
161273,2021,"North Shore Bank, A Co-Operative Bank",1498233,152361,6390
161602,2021,"Canandaigua National Bank And Trust Company, The",3631802,318295,17549
162337,2021,Citizens Tri-County Bank,1061996,93756,2662
163343,2021,Centrebank,95541,11579,178
163549,2021,IncredibleBank,1651034,124514,25030
163857,2021,F&M BANK,561850,56572,13458
164153,2021,Lake Region Bank,140209,12060,0
164331,2021,Logan Bank & Trust Company,301829,26863,0
164377,2021,Sharon Bank,182828,17213,0
164957,2021,Concordia Bank,87644,8679,0
164975,2021,STOUGHTON COOPERATIVE BANK,121866,10830,275
165039,2021,SOUTHCREST BANK NATIONAL ASSOCIATION,712386,58468,0
165628,2021,First Financial Bank,15898051,1452507,41103
165758,2021,NEW MARKET BANK,166727,11107,1978
165806,2021,Bank of Castile,1771267,144448,248
166111,2021,The North Country Savings Bank,299130,42475,0
166531,2021,Bank of Frankewing,363588,36755,0
166652,2021,Alliance Bank,747369,72068,0
166849,2021,Farmers National Bank Of Griggsville,113458,11540,146
167453,2021,Bluff View Bank,123478,22224,0
167752,2021,Marion National Bank,25764,3181,0
168357,2021,"Community Development Bank, fsb",208562,16585,180
168571,2021,Armor Bank,207340,29126,0
169327,2021,"Provident State Bank, Inc",549338,50531,2367
169354,2021,The State National Bank Of Big Spring,451809,46118,0
169653,2021,FIRST BANK,6580061,622962,137274
169756,2021,Western Commerce Bank,555863,44353,0
170257,2021,Haskell National Bank,82952,9058,0
170275,2021,Volunteer Federal Savings Bank,251389,31163,0
170332,2021,First Exchange Bank,314225,29021,0
170640,2021,1st State Bank Of Mason City,28620,3485,0
171133,2021,Eastern National Bank,349708,23792,0
171656,2021,Carson Bank,137059,11025,0
171759,2021,"F   M COMMUNITY BANK, N.A.",162976,16893,0
171768,2021,"SouthStar Bank, S.S.B.",1120556,104728,5558
172251,2021,Randall State Bank,54046,5852,0
172457,2021,THE CITIZENS BANK OF EDMOND,326887,31218,2125
172475,2021,Crest Savings Bank,547567,41479,176
172859,2021,First State Bank,165941,18297,0
173306,2021,National Bank Of Middlebury,485242,39278,2038
173342,2021,Piggott State Bank,108611,8755,0
173557,2021,St. Johns Bank & Trust Co.,327914,30066,0
173575,2021,The Village Bank,1527478,149227,0
173641,2021,The First National Bank Of Russell Springs,265571,30414,0
173959,2021,The First National Bank of Hebbronville,96721,15972,0
174321,2021,Blue Ridge Bank,160912,13340,0
174367,2021,COMMERCE BANK TEXAS,57958,7275,0
174572,2021,Columbia Bank,8784587,852897,4146
175056,2021,Bank of Western Oklahoma,340774,25353,0
175140,2021,Community First Bank,497574,48377,71
175458,2021,BANK OF MEAD,28171,3241,0
175609,2021,BANK OF MILLBROOK,267744,25167,0
176101,2021,ORANGE BANK & TRUST COMPANY,1653658,135034,0
176325,2021,FARMERS & MERCHANTS BANK,225385,20500,0
176437,2021,Bank Of Wrightsville,68198,6258,0
176464,2021,Alliance Bank,1159566,98931,1173
176642,2021,LNB Community Bank,139809,13181,962
177135,2021,First Progressive Bank,31725,8466,0
177443,2021,First National Bank in Taylorville,217213,36233,0
177500,2021,First National Bank of Orwell,83925,7246,0
177555,2021,Corn Growers State Bank,27079,2218,0
177751,2021,Cass Commercial Bank,1242688,161299,0
177920,2021,The Middlefield Banking Company,1391248,128193,878
178150,2021,Laona State Bank,244461,23886,0
178244,2021,Bellevue State Bank,140152,19450,0
178356,2021,Colfax Banking Company,138743,11873,295
178851,2021,Grand Valley Bank,524139,45346,763
179148,2021,Success Bank,216773,23999,0
179335,2021,Bank Of Wiggins,182726,29917,0
179700,2021,CLINTON SAVINGS BANK,629935,69853,151
180144,2021,"Sacramento Deposit Bank, The",123875,12577,0
180443,2021,IOWA PRAIRIE BANK,70893,4023,0
180537,2021,TOWN-COUNTRY NATIONAL BANK,126209,21537,0
180845,2021,ILLINI STATE BANK,143278,16904,0
181963,2021,The City National Bank Of Taylor,230568,23283,0
182353,2021,Bank of Palmer,49090,5109,0
182951,2021,"Classic Bank, National Association",473316,42649,0
183668,2021,The Bank of Hemet,898499,86296,0
183770,2021,Mechanics Cooperative Bank,659783,69520,0
183958,2021,First National Bank and Trust,254628,36685,0
184656,2021,CITIZENS NATIONAL BANK OF HILLSBORO,209918,24728,0
184759,2021,Washita Valley Bank,45466,7537,0
185251,2021,First National Bank,21221,2161,0
185448,2021,SOLON STATE BANK,118237,24188,0
185859,2021,Lindell Bank and Trust Company,540147,67648,0
186221,2021,The Old Point National Bank of Phoebus,1218766,104036,14413
186548,2021,TSB Bank,168038,17647,472
186717,2021,First Northern Bank and Trust Company,831388,106452,0
186744,2021,First Citizens Bank,1531661,171255,5202
187648,2021,Vermont State Bank,29928,3453,0
187947,2021,Bank Iowa,1670163,144009,9669
188056,2021,Northern State Bank Of Thief River Falls,378463,35903,0
188177,2021,Westmoreland Federal Savings And Loan Association,171873,42224,0
188430,2021,"Florida Capital Bank, National Association",475591,58082,104165
188449,2021,PCSB Bank,290779,28513,0
188720,2021,"Farmers Bank Of Appomattox, The",274364,36271,0
188739,2021,Basile State Bank,65535,6648,0
188917,2021,First National Bank of Absecon,165146,16199,0
189044,2021,Commonwealth Bank And Trust Company,1189137,111149,45498
189129,2021,The Commercial & Savings Bank of Millersburg,1031475,86285,1378
189745,2021,Inland Bank and Trust,1288228,156137,64132
189950,2021,First State Bank of Roscoe,128089,13731,0
190563,2021,First State Bank of Texas,206968,20593,0
190648,2021,Iowa Savings Bank,235049,19533,0
190947,2021,FIRST STATE BANK,118950,11300,0
190956,2021,The Wanda State Bank,161262,24315,0
191355,2021,FRONTIER BANK,371935,35589,398
191935,2021,First State Bank of the Florida Keys,1069107,94650,1368
192147,2021,11,467389,54218,1424
192558,2021,First Bank Kansas,496966,41829,1175
192651,2021,PEOPLES STATE BANK OF WELLS,60493,5908,0
192857,2021,BANK OF THE PANHANDLE,194582,22552,1013
193162,2021,The First National Bank Of Tom Bean,143135,12693,1852
193247,2021,Fidelity Bank,112254,11636,34333
193537,2021,Bank Of Dawson,142668,23508,0
193649,2021,The First Trust and Savings Bank,281595,41552,0
193809,2021,Dedham Institution For Savings,1736025,211069,1964
194440,2021,Commercial Savings Bank,223333,17330,647
194570,2021,Heritage Bank of St Tammany,141443,20273,3220
194936,2021,BankSouth,195530,36895,0
195111,2021,Rhinebeck Bank,1128660,110717,2718
195157,2021,The First National Bank Of Sedan,60760,6600,0
195456,2021,First National Bank,88988,7369,0
196752,2021,TriCentury Bank,121767,13542,0
196800,2021,Martha's Vineyard Savings Bank,1036709,116137,8002
197142,2021,Springfield State Bank,363402,52939,0
197254,2021,First National Bank of Spearville,48529,5734,0
197302,2021,Eagle Bank,495647,60057,470
197478,2021,East West Bank,52225880,4662426,1788
197759,2021,FIRST NATIONAL BANK MINNESOTA,367443,34299,97
198073,2021,First Federal Savings And Loan Bank,97584,13455,0
198149,2021,Abbybank,618383,47987,4305
198251,2021,Sherburne State Bank,185991,13773,65
198961,2021,First National Bank Of Bosque County,151902,14180,0
199137,2021,The Warrington Bank,97668,16278,0
199351,2021,Western National Bank,135558,12201,0
199436,2021,Altamaha Bank & Trust Company,232170,21841,0
199463,2021,WESTERN BANK,378444,35057,0
200042,2021,State Bank Of Wapello,41089,5567,0
200378,2021,"Banc Of California, National Association",7867910,938346,1413
200435,2021,Wauchula State Bank,849470,85751,0
201254,2021,Americana Community Bank,139440,10412,0
201834,2021,LAKESIDE BANK,2180015,223108,4258
202514,2021,CUMBERLAND SECURITY BANK,257465,33493,0
202541,2021,Iowa Trust And Savings Bank,214232,20198,0
202907,2021,Community Bank National Association,13738328,1028285,1622
203043,2021,Midwest Heritage Bank,329731,42140,3368
203052,2021,Senath State Bank,95163,12850,0
203575,2021,"Conneaut Savings Bank, The",82243,11088,0
204004,2021,The Provident Bank,12914397,1086589,0
204077,2021,Chesapeake Bank Of Maryland,234691,43798,6074
204237,2021,Magnolia State Bank,188554,20058,0
204826,2021,First National Bank in New Bremen,369134,33601,1137
205243,2021,Farmers And Merchants Bank,402377,53367,0
205346,2021,Farmers Savings Bank,378469,33911,0
205458,2021,State Bank of Taunton,49412,5600,0
205542,2021,Cherokee State Bank,235433,28567,0
206156,2021,Southwest Capital Bank,372408,36352,0
206174,2021,Ambler Savings Bank,444259,56428,0
206473,2021,Equitable Savings and Loan Association,168110,27236,2209
206772,2021,EASTERN INTERNATIONAL BANK,142042,20514,0
206950,2021,Union State Bank,58024,4566,0
207041,2021,The First National Bank of Brownstown,45595,4638,0
207050,2021,West Gate Bank,912511,102007,108322
207452,2021,Grant County Bank,258293,32810,0
207470,2021,First Federal Bank of Ohio,259330,38544,2741
207555,2021,Northwestern Bank N.A.,159864,14807,0
207845,2021,First National Bank and Trust Company,1412929,114625,4691
207872,2021,First Utah Bank,615054,53115,3840
207957,2021,"Citizens State Bank of Tyler, Inc.",29395,2291,0
208057,2021,Vermillion State Bank,708185,87259,0
208244,2021,Old National Bank,22855667,1870617,63250
208347,2021,BENTON STATE BANK,70843,6600,0
208440,2021,Farmers State Bank,124331,13853,0
208459,2021,"Stearns Bank Of Upsala, National Association",81373,13091,0
208570,2021,Universal Bank,423835,60990,0
208655,2021,First Northeast Bank of Nebraska,337260,43668,0
208972,2021,Keysavings Bank,88238,11231,0
209148,2021,The First National Bank Of Carmi,569020,46002,0
209362,2021,"Bank of Whittier, NA",117420,16491,0
209559,2021,FNB Washington,79445,20567,0
209858,2021,InBank,606977,51786,7497
210238,2021,SOUTHEASTERN BANK,537655,53916,0
210256,2021,Wadena State Bank,212186,18246,0
210434,2021,THE NORTHERN TRUST COMPANY,169571085,9998147,0
210779,2021,Peoples Federal Savings And Loan Association,124866,15415,0
211114,2021,"Hyden Citizens Bank, Inc",138416,12505,0
211271,2021,"North American Savings Bank, F.S.B.",2586577,371858,709913
211338,2021,Coffee County Bank,230023,24906,2304
211851,2021,SECURITY STATE BANK OF WANAMINGO,72513,8443,0
212018,2021,Pennian Bank,606829,54443,0
212335,2021,Persons Banking Company,386354,23375,0
212344,2021,Citizens State Bank,109610,21748,0
212465,2021,"MUFG Union Bank, N.A.",132111226,14633853,848520
212522,2021,Somerset Trust Company,1610627,127397,2703
212577,2021,HomeTrust Bank,3679624,371075,118439
213471,2021,"Slovenian Savings And Loan Association Of Canonsburg, Pa",488714,71348,0
213538,2021,BANK OF ABBEVILLE & TRUST COMPANY,195255,30317,103
213912,2021,The Apple Creek Banking Company,179273,12824,0
213958,2021,"CITIZENS STATE BANK OF WAVERLY, INC",97675,7420,500
214106,2021,The Bank Of Greene County,1860315,151140,0
214414,2021,FARMERS AND MERCHANTS STATE BANK,1884051,164322,7740
214722,2021,Chesapeake Bank,1209220,106272,2533
214807,2021,DEUTSCHE BANK TRUST COMPANY AMERICAS,45312000,9275000,0
214843,2021,"First National Bank In Creston, The",382267,30704,0
215345,2021,Manufacturers Bank & Trust Company,417490,53490,1302
215354,2021,Meramec Valley Bank,138878,11263,0
215653,2021,Welcome State Bank,35143,3726,0
215662,2021,American Bank Of Commerce,1220924,103662,19442
215710,2021,The Juniata Valley Bank,792722,63074,0
216164,2021,First State Bank,178237,14947,476
216230,2021,FIRST NATIONAL BANK NW FL,187730,20019,0
216922,2021,FIRST BANK,7290532,682312,48348
217059,2021,First Farmers & Merchants Bank Cannon Falls,417785,46680,5485
218131,2021,CBBC Bank,419427,59005,0
218261,2021,ZAPATA NATIONAL BANK,90170,11769,0
218850,2021,STATE BANK OF ODELL,31200,2568,0
218878,2021,"Security Bank, S.B.",212447,15786,989
219044,2021,Collins State Bank,112018,9490,0
219651,2021,CNB Bank,498276,41026,1655
219679,2021,Carrollton Federal Bank,34703,5356,0
220059,2021,"WNB FINANCIAL, N.A.",501630,49197,46
220527,2021,Peoples Bank,1413741,147198,9139
220844,2021,DENVER SAVINGS BANK,195095,18079,0
220974,2021,First Federal Bank,825172,81598,4378
221775,2021,"Interamerican Bank, A Federal Savings Bank",227519,28893,0
222156,2021,First State Bank Of Wyoming,216202,33645,1221
222446,2021,Denmark State Bank,646420,55654,1405
222558,2021,"Bank Of Baker, The",173797,17207,0
222754,2021,"First Westroads Bank, Inc.",340627,38784,0
223322,2021,The First Bank and Trust Company,2342375,243556,17687
223452,2021,Peoples Bank Of Wyaconda,117438,11680,0
223751,2021,Belt Valley Bank,72557,10268,0
223845,2021,Danville State Savings Bank,164604,19478,0
224954,2021,HEADWATERS STATE BANK,78249,10177,0
225054,2021,Andover State Bank,134282,9928,36
225157,2021,Ultima Bank Minnesota,196579,19903,0
225559,2021,Bank of Bartlett,436016,34464,21205
225942,2021,Heritage Bank,41509,3829,0
226949,2021,Grand Rivers Community Bank,21744,697,0
227151,2021,Union State Bank,540484,48063,0
227357,2021,"Brenham National Bank, The",418686,41693,0
227656,2021,Brighton Bank,54978,3613,3380
227777,2021,Milford Federal Bank,438696,51290,3324
228000,2021,Franklin Savings Bank,489365,115955,588
228055,2021,Farmers Security Bank,67350,6526,0
228158,2021,First Midwest Bank Of Poplar Bluff,491353,46318,779
228279,2021,Crossroads Bank,469765,42905,4883
228345,2021,State Bank Of Newburg,211358,38211,120
229070,2021,First Federal Savings And Loan Association Of San Rafael,222524,41861,0
229173,2021,"Auburn Savings Bank, Fsb",90944,7729,0
229342,2021,State Bank & Trust Co.,196958,16564,585
229454,2021,FIRST STATE BANK OF BROWNSBORO,126099,11458,0
229801,2021,Valley National Bank,40680097,3607625,301427
229913,2021,Mizuho Bank (USA),7380887,1459455,0
230423,2021,THE FIRST CITIZENS NATIONAL BANK,321984,42750,581
230610,2021,Hocking Valley Bank,315173,30531,0
230759,2021,International Bank of Commerce - Brownsville,1329522,189575,0
